TICKS,CPU%
1695100181.38,700.00
1695100182.88,700.00
1695100184.38,700.00
1695100185.89,700.00
1695100187.39,700.00
1695100188.89,700.00
1695100190.39,700.00
1695100191.90,700.00
1695100193.40,700.00
1695100194.90,700.00
1695100196.40,700.00
1695100197.91,700.00
1695100199.41,700.00
1695100200.91,700.00
1695100202.42,700.00
1695100203.92,700.00
1695100205.42,700.00
1695100206.92,700.00
1695100208.43,700.00
1695100209.93,700.00
1695100211.43,700.00
1695100212.94,700.00
1695100214.44,700.00
1695100215.94,700.00
1695100217.44,700.00
1695100218.95,700.00
1695100220.45,700.00
1695100221.95,700.00
1695100223.45,700.00
1695100224.96,700.00
1695100226.46,700.00
1695100227.96,700.00
1695100229.46,700.00
1695100230.97,700.00
1695100232.47,700.00
1695100233.97,700.00
1695100235.47,700.00
1695100236.98,700.00
1695100238.48,700.00
1695100239.98,700.00
1695100241.48,700.00
1695100242.99,700.00
1695100244.49,700.00
1695100245.99,700.00
1695100247.49,700.00
1695100248.99,700.00
1695100250.50,700.00
1695100252.00,700.00
1695100253.50,700.00
1695100255.00,700.00
1695100256.51,700.00
1695100258.01,700.00
1695100259.51,700.00
1695100261.01,700.00
1695100262.52,700.00
1695100264.02,700.00
1695100265.52,700.00
1695100267.02,700.00
1695100268.53,700.00
1695100270.03,700.00
1695100271.53,700.00
1695100273.04,700.00
1695100274.54,700.00
1695100276.04,700.00
1695100277.54,700.00
