TICKS,CPU%,Memper%,Net_recv,Net_sent
1697952490.20,1.00,42.34,4762.00,11008.00
1697952492.22,2.00,42.34,4814.00,11500.00
1697952494.23,1.00,42.34,4866.00,11844.00
1697952496.25,0.50,42.34,4918.00,12044.00
1697952498.26,15.48,42.34,4970.00,12418.00
1697952500.27,1.50,41.89,5022.00,12588.00
1697952502.28,0.00,41.89,5074.00,12988.00
1697952504.29,1.00,41.89,5126.00,13332.00
