TICKS,CPU%
1697886373.19,2.00
1697886374.69,4.00
1697886376.20,0.00
1697886377.70,0.00
1697886379.20,0.00
1697886380.70,2.00
1697886382.21,0.00
1697886383.71,0.00
1697886385.21,2.00
1697886386.71,4.00
1697886388.22,0.00
1697886389.72,0.00
1697886391.22,0.00
1697886392.72,0.00
1697886394.23,0.00
1697886395.73,2.00
1697886397.23,0.00
1697886398.74,0.00
1697886400.24,0.00
1697886401.74,2.00
1697886403.24,4.00
1697886404.75,2.00
1697886406.25,0.00
1697886407.75,0.00
1697886409.25,0.00
1697886410.76,0.00
1697886412.26,0.00
1697886413.76,0.00
1697886415.26,2.00
1697886416.77,0.00
1697886418.27,0.00
1697886419.77,2.00
1697886421.27,0.00
1697886422.78,4.00
1697886424.28,4.00
1697886425.78,0.00
1697886427.28,2.00
1697886428.79,0.00
1697886430.29,2.00
1697886431.79,0.00
1697886433.29,2.00
1697886434.80,2.00
1697886436.30,0.00
1697886437.80,0.00
1697886439.30,0.00
1697886440.81,0.00
1697886442.31,4.00
1697886443.81,0.00
1697886445.32,2.00
1697886446.82,2.00
1697886448.32,0.00
1697886449.82,2.00
1697886451.33,0.00
1697886452.83,0.00
1697886454.33,0.00
1697886455.83,0.00
1697886457.34,0.00
1697886458.84,0.00
1697886460.34,2.00
1697886461.84,4.00
1697886463.35,0.00
1697886464.85,0.00
1697886466.35,2.00
1697886467.85,2.00
1697886469.36,2.00
1697886470.86,0.00
1697886472.36,0.00
1697886473.86,4.00
1697886475.37,2.00
1697886476.87,0.00
1697886478.37,0.00
1697886479.87,2.00
1697886481.38,0.00
1697886482.88,4.00
1697886484.38,0.00
1697886485.88,0.00
1697886487.39,2.00
1697886488.89,0.00
1697886490.39,2.00
1697886491.90,2.00
1697886493.40,2.00
1697886494.90,0.00
1697886496.40,2.00
1697886497.91,0.00
1697886499.41,2.00
1697886500.91,0.00
1697886502.41,0.00
1697886503.92,0.00
1697886505.42,2.00
1697886506.92,0.00
1697886508.42,2.00
1697886509.93,2.00
1697886511.43,0.00
1697886512.93,0.00
1697948348.15,229.10
1697948349.66,142.00
1697948351.16,32.30
1697948352.66,4.00
1697948354.16,4.00
1697948355.67,0.00
1697948357.17,0.00
1697948358.67,100.20
1697948360.17,100.00
1697948361.68,0.00
1697948363.18,0.00
1697948364.68,4.00
1697948366.18,2.00
1697948367.69,0.00
1697948369.19,2.00
1697948370.69,0.00
1697948372.20,0.00
1697948373.70,2.00
1697948375.20,2.00
1697948376.70,0.00
1697948378.21,0.00
1697948379.71,0.00
1697948381.21,2.00
1697948382.71,0.00
1697948384.21,2.00
1697948385.72,0.00
1697948387.22,2.00
1697948388.72,0.00
1697948390.23,4.00
1697948391.73,0.00
1697948393.23,0.00
1697948394.73,2.00
1697948396.23,2.00
1697948397.74,0.00
1697948399.24,0.00
1697948400.74,9.90
1697948402.24,4.00
1697948403.75,82.90
1697948405.25,15.60
1697948406.75,8.00
1697948408.25,12.10
1697948409.76,16.40
1697948411.26,16.20
1697948412.76,123.50
1697948414.26,52.80
1697948415.76,20.10
1697948417.27,36.00
1697948418.77,29.60
1697948420.27,32.40
1697948421.77,6.10
1697948423.28,40.60
1697948424.78,28.80
1697948426.28,55.80
1697948427.78,29.00
1697948429.29,52.60
1697948430.79,15.70
1697948432.29,17.90
1697948433.79,17.90
1697948435.30,41.20
1697948436.80,27.20
1697948438.30,2.00
1697948439.80,0.00
1697948441.30,4.00
1697948442.81,2.00
1697948444.31,0.00
1697948445.81,4.00
1697948447.31,2.00
1697948448.82,2.00
1697948450.32,2.00
1697948451.82,0.00
1697948453.32,4.00
1697948454.83,2.00
1697948456.33,4.00
1697948457.83,0.00
1697948459.34,4.00
1697948460.84,2.00
1697948462.34,31.70
1697948463.84,17.40
1697948465.35,128.80
1697948466.85,2.00
1697948468.35,2.00
1697948469.85,4.00
1697948471.36,2.00
1697948472.86,0.00
1697948474.36,2.00
1697948475.86,0.00
1697948477.36,0.00
1697948478.87,2.00
1697948480.37,0.00
1697948481.87,28.80
1697948483.37,0.00
1697948484.88,0.00
1697948486.38,0.00
1697948487.88,0.00
1697948489.39,0.00
1697948490.89,0.00
1697948492.39,0.00
1697948493.89,0.00
1697948495.40,4.00
1697948496.90,2.00
1697948498.40,0.00
1697948499.90,0.00
1697948501.41,2.00
1697948502.91,0.00
1697948504.41,0.00
1697948505.91,42.30
1697948507.41,28.70
1697948508.92,46.50
1697948510.42,106.90
1697948511.92,21.50
1697948513.42,2.00
1697948514.93,6.00
1697948516.43,125.10
1697948517.93,4.00
1697948519.43,2.00
1697948520.94,9.90
1697948522.44,0.00
1697948523.94,6.00
1697948525.45,2.00
1697948526.95,2.00
1697948528.45,2.00
1697948529.95,4.00
1697948531.46,22.00
1697948532.96,28.10
1697948534.46,12.00
1697948535.97,10.10
1697948537.47,19.90
1697948538.97,59.60
1697948540.47,108.80
1697948541.97,6.00
1697948543.48,6.00
1697948544.98,0.00
1697948546.48,9.80
1697948547.98,0.00
1697948549.49,29.80
1697948550.99,0.00
1697948552.49,12.00
1697948553.99,11.60
1697948555.50,4.00
1697948557.00,8.00
1697948558.50,2.00
1697948560.01,275.80
1697948561.51,10.00
1697948563.01,18.10
1697948564.51,45.10
1697948566.01,20.40
1697948567.52,33.80
1697948569.02,13.90
1697948570.52,24.00
1697948572.02,20.10
1697948573.53,0.00
1697948575.03,0.00
1697948576.53,0.00
1697948578.03,2.00
1697948579.54,19.80
1697948581.04,0.00
1697948582.54,2.00
1697948584.04,0.00
1697948585.55,4.00
1697948587.05,0.00
1697948588.55,0.00
1697948590.05,0.00
1697948591.56,6.00
1697948593.06,16.30
1697948594.56,31.20
1697948596.06,0.00
1697948597.56,2.00
1697948599.07,0.00
1697948600.57,16.40
1697948602.07,0.00
1697948603.58,0.00
1697948605.08,0.00
1697948606.58,0.00
1697948608.08,4.00
1697948609.58,0.00
1697948611.09,2.00
1697948612.59,0.00
1697948614.09,0.00
1697948615.59,0.00
1697948617.10,0.00
1697948618.60,2.00
1697948620.10,0.00
1697948621.60,0.00
1697948623.11,2.00
1697948624.61,0.00
1697948626.11,0.00
1697948627.61,0.00
1697948629.12,4.00
1697948630.62,0.00
1697948632.12,0.00
1697948633.62,0.00
1697948635.13,0.00
1697948636.63,0.00
1697948638.13,0.00
1697948639.63,2.00
1697948641.14,0.00
1697948642.64,0.00
1697948644.14,0.00
1697948645.64,0.00
1697948647.15,0.00
1697948648.65,0.00
1697948650.15,2.00
1697948651.66,0.00
1697948653.16,2.00
1697948654.66,0.00
1697948656.16,0.00
1697948657.67,6.00
1697948659.17,0.00
1697948660.67,0.00
1697948662.17,4.00
1697948663.68,2.00
1697948665.18,0.00
1697948666.68,0.00
1697948668.18,0.00
1697948669.69,2.00
1697948671.19,0.00
1697948672.69,2.00
1697948674.19,7.90
1697948675.70,0.00
1697948677.20,0.00
1697948678.70,0.00
1697948680.21,0.00
1697948681.71,0.00
1697948683.21,0.00
1697948684.71,0.00
1697948686.22,0.00
1697948687.72,0.00
1697948689.22,0.00
1697948690.72,0.00
1697948692.23,2.00
1697948693.73,0.00
1697948695.23,0.00
1697948696.73,0.00
1697948698.24,0.00
1697948699.74,4.00
1697948701.24,0.00
1697948702.74,10.20
1697948704.25,0.00
1697948705.75,0.00
1697948707.25,0.00
1697948708.75,4.00
1697948710.26,2.00
1697948711.76,0.00
1697948713.26,0.00
1697948714.76,0.00
1697948716.27,2.00
1697948717.77,0.00
1697948719.27,16.00
1697948720.78,0.00
1697948722.28,19.80
1697948723.78,0.00
1697948725.28,16.20
1697948726.79,4.00
1697948728.29,0.00
1697948729.79,2.00
1697948731.29,2.00
1697948732.80,0.00
1697948734.30,2.00
1697948735.80,0.00
1697948737.30,0.00
1697948738.80,2.00
1697948740.31,12.00
1697948741.81,15.70
1697948743.31,12.00
1697948744.81,0.00
1697948746.32,0.00
1697948747.82,0.00
1697948749.32,2.00
1697948750.82,0.00
1697948752.33,0.00
1697948753.83,0.00
1697948755.33,4.00
1697948756.84,2.00
1697948758.34,0.00
1697948759.84,0.00
1697948761.34,0.00
1697948762.84,0.00
1697948764.35,0.00
1697948765.85,2.00
1697948767.35,2.00
1697948768.85,0.00
1697948770.36,0.00
1697948771.86,42.10
1697948773.36,52.80
1697948774.86,19.80
1697948776.37,49.50
1697948777.87,21.60
1697948779.37,2.00
1697948780.87,21.30
1697948782.38,7.90
1697948783.88,6.00
1697948785.38,16.00
1697948786.88,0.00
1697948788.39,2.00
1697948789.89,4.00
1697948791.39,14.00
1697948792.89,0.00
1697948794.40,0.00
1697948795.90,4.00
1697948797.40,0.00
1697948798.90,2.00
1697948800.41,2.00
1697948801.91,10.00
1697948803.41,8.00
1697948804.91,3.90
1697948806.42,0.00
1697948807.92,0.00
1697948809.42,2.00
1697948810.92,0.00
1697948812.43,0.00
1697948813.93,19.70
1697948815.43,5.90
1697948816.94,4.00
1697948818.44,4.00
1697948819.94,0.00
1697948821.44,23.90
1697948822.95,38.00
1697948824.45,15.90
1697948825.95,0.00
1697948827.46,12.10
1697948828.96,13.80
1697948830.46,4.00
1697948831.96,48.60
1697948833.46,31.90
1697948834.96,14.10
1697948836.47,30.00
1697948837.97,17.60
1697948839.47,2.00
1697948840.97,6.00
1697948842.48,2.00
1697948843.98,8.00
1697948845.48,3.90
1697948846.98,2.00
1697948848.49,4.00
1697948849.99,6.10
1697948851.49,2.00
1697948852.99,14.20
1697948854.49,77.50
1697948856.00,7.90
1697948857.50,2.00
1697948859.00,2.00
1697948860.51,2.00
1697948862.01,0.00
1697948863.51,4.00
1697948865.01,2.00
1697948866.52,2.00
1697948868.02,0.00
1697948869.52,0.00
1697948871.02,2.00
1697948872.53,0.00
1697948874.03,2.00
1697948875.53,6.00
1697948877.03,0.00
1697948878.54,4.00
1697948880.04,2.00
1697948881.54,2.00
1697948883.04,2.00
1697948884.55,2.00
1697948886.05,0.00
1697948887.55,0.00
1697948889.05,0.00
1697948890.56,2.00
1697948892.06,2.00
1697948893.56,8.10
1697948895.06,2.00
1697948896.57,0.00
1697948898.07,2.00
1697948899.57,0.00
1697948901.07,3.80
1697948902.58,0.00
1697948904.08,2.00
1697948905.58,2.00
1697948907.08,2.00
1697948908.59,2.00
1697948910.09,2.00
1697948911.59,0.00
1697948913.09,0.00
1697948914.60,0.00
1697948916.10,0.00
1697948917.60,2.00
1697948919.10,2.00
1697948920.61,4.00
1697948922.11,0.00
1697948923.61,0.00
1697948925.12,2.00
1697948926.62,4.00
1697948928.12,2.00
1697948929.62,2.00
1697948931.13,0.00
1697948932.63,6.00
1697948934.13,2.00
1697948935.63,2.00
1697948937.14,0.00
1697948938.64,8.00
1697948940.14,2.00
1697948941.64,15.80
1697948943.15,0.00
1697948944.65,6.00
1697948946.15,4.00
1697948947.65,19.80
1697948949.16,0.00
1697948950.66,4.00
1697948952.16,2.00
1697948953.66,2.00
1697948955.17,0.00
1697948956.67,2.00
1697948958.17,2.00
1697948959.67,0.00
1697948961.18,2.00
1697948962.68,0.00
1697948964.18,4.00
1697948965.68,4.00
1697948967.19,4.00
1697948968.69,4.00
1697948970.19,2.00
1697948971.69,6.00
1697948973.20,0.00
1697948974.70,4.00
1697948976.20,2.00
1697948977.70,2.00
1697948979.21,2.00
1697948980.71,0.00
1697948982.21,0.00
1697948983.72,2.00
1697948985.22,0.00
1697948986.72,2.00
1697948988.22,0.00
1697948989.73,6.00
1697948991.23,0.00
1697948992.73,2.00
1697948994.23,0.00
1697948995.74,2.00
1697948997.24,2.00
1697948998.74,4.00
1697949000.24,0.00
1697949001.75,4.00
1697949003.25,0.00
1697949004.75,0.00
1697949006.25,0.00
1697949007.76,2.00
1697949009.26,2.00
1697949010.76,4.00
1697949012.26,0.00
1697949013.77,2.00
1697949015.27,2.00
1697949016.77,2.00
1697949018.27,2.00
1697949019.78,0.00
1697949021.28,4.00
1697949022.78,0.00
1697949024.28,0.00
1697949025.78,4.00
1697949027.29,2.00
1697949028.79,4.00
1697949030.29,22.10
1697949031.79,2.00
1697949033.30,0.00
1697949034.80,2.00
1697949036.30,6.00
1697949037.80,0.00
1697949039.31,2.00
1697949040.81,2.00
1697949042.31,4.00
1697949043.81,0.00
1697949045.32,2.00
1697949046.82,0.00
1697949048.32,4.00
1697949049.82,0.00
1697949051.33,2.00
1697949052.83,0.00
1697949054.33,0.00
1697949055.83,3.80
1697949057.34,0.00
1697949058.84,4.00
1697949060.34,0.00
1697949061.84,0.00
1697949063.35,2.00
1697949064.85,0.00
1697949066.35,4.00
1697949067.85,6.00
1697949069.36,2.00
1697949070.86,4.00
1697949072.36,0.00
1697949073.86,0.00
1697949075.37,0.00
1697949076.87,0.00
1697949078.37,2.00
1697949079.87,2.00
1697949081.38,0.00
1697949082.88,0.00
1697949084.38,2.00
1697949085.88,2.00
1697949087.39,2.00
1697949088.89,4.00
1697949090.39,2.00
1697949091.89,4.00
1697949093.39,0.00
1697949094.90,2.00
1697949096.40,8.00
1697949097.90,0.00
1697949099.40,0.00
1697949100.91,0.00
1697949102.41,0.00
1697949103.91,2.00
1697949105.41,0.00
1697949106.92,2.00
1697949108.42,2.00
1697949109.92,5.80
1697949111.43,4.00
1697949112.93,2.00
1697949114.43,4.00
1697949115.93,0.00
1697949117.43,2.00
1697949118.94,2.00
1697949120.44,2.00
1697949121.94,0.00
1697949123.44,0.00
1697949124.95,2.00
1697949126.45,6.00
1697949127.95,2.00
1697949129.45,4.00
1697949130.96,4.00
1697949132.46,0.00
1697949133.96,2.00
1697949135.46,2.00
1697949136.97,2.00
1697949138.47,0.00
1697949139.97,0.00
1697949141.47,15.80
1697949142.98,2.00
1697949144.48,2.00
1697949145.98,2.00
1697949147.48,4.00
1697949148.98,0.00
1697949150.49,2.00
1697949151.99,8.00
1697949153.49,2.00
1697949154.99,2.00
1697949156.50,2.00
1697949158.00,4.00
1697949159.50,2.00
1697949161.00,2.00
1697949162.51,0.00
1697949164.01,2.00
1697949165.51,0.00
1697949167.01,4.00
1697949168.52,0.00
1697949170.02,0.00
1697949171.52,2.00
1697949173.02,2.00
1697949174.53,0.00
1697949176.03,0.00
1697949177.53,0.00
1697949179.03,2.00
1697949180.54,2.00
1697949182.04,40.60
1697949183.54,69.30
1697949185.05,2.00
1697949186.55,0.00
1697949188.05,2.00
1697949189.55,4.00
1697949191.05,4.00
1697949192.56,2.00
1697949194.06,0.00
1697949195.56,2.00
1697949197.06,5.90
1697949198.57,0.00
1697949200.07,2.00
1697949201.57,0.00
1697949203.07,4.00
1697949204.58,0.00
1697949206.08,0.00
1697949207.58,0.00
1697949209.08,2.00
1697949210.58,0.00
1697949212.09,4.00
1697949213.59,4.00
1697949215.09,4.00
1697949216.59,2.00
1697949218.10,0.00
1697949219.60,4.00
1697949221.10,2.00
1697949222.60,0.00
1697949224.11,2.00
1697949225.61,2.00
1697949227.11,2.00
1697949228.61,2.00
1697949230.12,2.00
1697949231.62,2.00
1697949233.12,4.00
1697949234.62,2.00
1697949236.13,0.00
1697949237.63,3.80
1697949239.13,4.00
1697949240.63,2.00
1697949242.14,2.00
1697949243.64,0.00
1697949245.14,2.00
1697949246.64,2.00
1697949248.14,2.00
1697949249.65,2.00
1697949251.15,0.00
1697949252.65,4.00
1697949254.15,2.00
1697949255.66,2.00
1697949257.16,0.00
1697949258.66,2.00
1697949260.16,0.00
1697949261.67,2.00
1697949263.17,0.00
1697949264.67,2.00
1697949266.17,2.00
1697949267.68,2.00
1697949269.18,0.00
1697949270.68,0.00
1697949272.18,4.00
1697949273.69,2.00
1697949275.19,0.00
1697949276.69,4.00
1697949278.19,2.00
1697949279.70,2.00
1697949281.20,4.00
1697949282.70,4.00
1697949284.20,0.00
1697949285.71,2.00
1697949287.21,2.00
1697949288.71,4.00
1697949290.21,0.00
1697949291.72,0.00
1697949293.22,0.00
1697949294.72,0.00
1697949296.22,0.00
1697949297.73,2.00
1697949299.23,2.00
1697949300.73,2.00
1697949302.23,2.00
1697949303.74,0.00
1697949305.24,0.00
1697949306.74,9.90
1697949308.24,20.40
1697949309.75,2.00
1697949311.25,2.00
1697949312.75,22.10
1697949314.25,8.10
1697949315.76,2.00
1697949317.26,0.00
1697949318.76,0.00
1697949320.26,0.00
1697949321.77,2.00
1697949323.27,6.00
1697949324.77,0.00
1697949326.27,0.00
1697949327.78,2.00
1697949329.28,0.00
1697949330.78,0.00
1697949332.28,2.00
1697949333.79,2.00
1697949335.29,2.00
1697949336.79,38.20
1697949338.29,0.00
1697949339.80,0.00
1697949341.30,2.00
1697949342.80,2.00
1697949344.30,2.00
1697949345.81,6.00
1697949347.31,0.00
1697949348.81,6.00
1697949350.31,0.00
1697949351.82,2.00
1697949353.32,0.00
1697949354.82,2.00
1697949356.32,0.00
1697949357.83,0.00
1697949359.33,6.00
1697949360.83,0.00
1697949362.34,2.00
1697949363.84,4.00
1697949365.34,0.00
1697949366.84,4.00
1697949368.35,2.00
1697949369.85,2.00
1697949371.35,0.00
1697949372.85,4.00
1697949374.35,2.00
1697949375.86,0.00
1697949377.36,0.00
1697949378.86,2.00
1697949380.36,0.00
1697949381.87,4.00
1697949383.37,0.00
1697949384.87,0.00
1697949386.37,0.00
1697949387.88,2.00
1697949389.38,6.00
1697949390.88,2.00
1697949392.38,4.00
1697949393.89,4.00
1697949395.39,0.00
1697949396.89,2.00
1697949398.39,0.00
1697949399.90,2.00
1697949401.40,4.00
1697949402.90,2.00
1697949404.41,0.00
1697949405.91,4.00
1697949407.41,2.00
1697949408.91,0.00
1697949410.42,16.00
1697949411.92,85.00
1697949413.42,27.70
1697949414.92,10.00
1697949416.43,20.10
1697949417.93,37.40
1697949419.43,6.00
1697949420.94,6.00
1697949422.44,2.00
1697949423.94,2.00
1697949425.44,2.00
1697949426.95,2.00
1697949428.45,2.00
1697949429.95,4.00
1697949431.45,4.00
1697949432.96,2.00
1697949434.46,2.00
1697949435.96,0.00
1697949437.46,0.00
1697949438.97,2.00
1697949440.47,0.00
1697949441.97,4.00
1697949443.47,2.00
1697949444.97,2.00
1697949446.48,2.00
1697949447.98,6.00
1697949449.48,2.00
1697949450.98,2.00
1697949452.49,0.00
1697949453.99,0.00
1697949455.49,2.00
1697949456.99,5.90
1697949458.50,4.00
1697949460.00,0.00
1697949461.50,0.00
1697949463.00,2.00
1697949464.51,0.00
1697949466.01,2.00
1697949467.51,2.00
1697949469.01,4.00
1697949470.52,0.00
1697949472.02,6.10
1697949473.52,4.00
1697949475.02,4.00
1697949476.53,2.00
1697949478.03,6.00
1697949479.53,2.00
1697949481.04,0.00
1697949482.54,4.00
1697949484.04,4.00
1697949485.54,0.00
1697949487.05,2.00
1697949488.55,2.00
1697949490.05,4.00
1697949491.55,2.00
1697949493.06,0.00
1697949494.56,6.00
1697949496.06,0.00
1697949497.56,0.00
1697949499.07,0.00
1697949500.57,58.70
1697949502.07,15.70
1697949503.57,13.90
1697949505.08,23.30
1697949506.58,33.50
1697949508.08,6.00
1697949509.58,11.90
1697949511.09,25.60
1697949512.59,11.90
1697949514.09,12.00
1697949515.59,0.00
1697949517.09,0.00
1697949518.60,8.00
1697949520.10,0.00
1697949521.60,0.00
1697949523.10,23.80
1697949524.61,24.10
1697949526.11,23.90
1697949527.61,12.00
1697949529.11,0.00
1697949530.62,0.00
1697949532.12,0.00
1697949533.62,0.00
1697949535.12,2.00
1697949536.63,15.90
1697949538.13,4.00
1697949539.63,14.00
1697949541.13,11.90
1697949542.64,2.00
1697949544.14,13.90
1697949545.64,13.70
1697949547.15,11.90
1697949548.65,6.00
1697949550.15,0.00
1697949551.65,4.00
1697949553.15,11.80
1697949554.66,0.00
1697949556.16,79.40
1697949557.66,4.00
1697949559.16,53.50
1697949560.67,53.00
1697949562.17,28.50
1697949563.67,11.80
1697949565.17,96.70
1697949566.68,53.70
1697949568.18,0.00
1697949569.68,2.00
1697949571.18,17.60
1697949572.69,2.00
1697949574.19,2.00
1697949575.69,4.00
1697949577.20,13.90
1697949578.70,0.00
1697949580.20,4.00
1697949581.70,30.20
1697949583.20,4.00
1697949584.71,12.10
1697949586.21,31.50
1697949587.71,4.00
1697949589.21,4.00
1697949590.72,2.00
1697949592.22,49.60
1697949593.72,9.80
1697949595.22,14.10
1697949596.73,4.00
1697949598.23,28.40
1697949599.73,2.00
1697949601.23,0.00
1697949602.74,2.00
1697949604.24,4.00
1697949605.74,4.00
1697949607.24,4.00
1697949608.75,0.00
1697949610.25,0.00
1697949611.75,0.00
1697949613.25,2.00
1697949614.76,4.00
1697949616.26,2.00
1697949617.76,2.00
1697949619.26,4.00
1697949620.77,0.00
1697949622.27,2.00
1697949623.77,4.00
1697949625.28,0.00
1697949626.78,0.00
1697949628.28,2.00
1697949629.78,0.00
1697949631.28,2.00
1697949632.79,0.00
1697949634.29,4.00
1697949635.79,2.00
1697949637.29,2.00
1697949638.80,0.00
1697949640.30,2.00
1697949641.80,2.00
1697949643.30,14.10
1697949644.81,4.00
1697949646.31,16.00
1697949647.81,10.00
1697949649.31,69.00
1697949650.82,99.10
1697949652.32,42.10
1697949653.82,37.10
1697949655.32,4.00
1697949656.82,24.10
1697949658.33,20.10
1697949659.83,2.00
1697949661.33,10.10
1697949662.83,7.80
1697949664.34,2.00
1697949665.84,2.00
1697949667.34,0.00
1697949668.84,2.00
1697949670.35,2.00
1697949671.85,2.00
1697949673.35,0.00
1697949674.85,23.80
1697949676.35,5.90
1697949677.86,0.00
1697949679.36,6.00
1697949680.86,19.90
1697949682.36,6.00
1697949683.86,64.50
1697949685.37,6.00
1697949686.87,2.00
1697949688.37,2.00
1697949689.87,6.00
1697949691.38,2.00
1697949692.88,0.00
1697949694.38,2.00
1697949695.88,4.00
1697949697.39,2.00
1697949698.89,2.00
1697949700.39,31.10
1697949701.90,0.00
1697949703.40,0.00
1697949704.90,0.00
1697949706.40,0.00
1697949707.90,0.00
1697949709.41,0.00
1697949710.91,0.00
1697949712.41,0.00
1697949713.91,2.00
1697949715.42,2.00
1697949716.92,0.00
1697949718.42,0.00
1697949719.92,11.60
1697949721.43,47.90
1697949722.93,2.00
1697949724.43,15.70
1697949725.93,13.90
1697949727.44,0.00
1697949728.94,38.10
1697949730.44,12.00
1697949731.95,15.80
1697949733.45,2.00
1697949734.95,4.00
1697949736.45,5.80
1697949737.96,19.90
1697949739.46,10.00
1697949740.96,6.00
1697949742.46,12.00
1697949743.97,4.00
1697949745.47,4.00
1697949746.97,27.60
1697949748.47,13.60
1697949749.98,21.80
1697949751.48,0.00
1697949752.98,4.00
1697949754.48,4.00
1697949755.99,4.00
1697949757.49,2.00
1697949758.99,6.00
1697949760.50,13.90
1697949762.00,33.00
1697949763.50,2.00
1697949765.00,36.10
1697949766.51,2.00
1697949768.01,2.00
1697949769.51,6.00
1697949771.01,5.90
1697949772.52,21.80
1697949774.02,4.10
1697949775.52,30.30
1697949777.02,16.10
1697949778.53,2.00
1697949780.03,26.10
1697949781.53,4.00
1697949783.03,2.00
1697949784.53,2.00
1697949786.04,2.00
1697949787.54,4.00
1697949789.04,0.00
1697949790.54,4.00
1697949792.05,0.00
1697949793.55,6.00
1697949795.05,4.00
1697949796.56,0.00
1697949798.06,7.80
1697949799.56,4.00
1697949801.06,0.00
1697949802.57,6.00
1697949804.07,0.00
1697949805.57,2.00
1697949807.07,2.00
1697949808.58,2.00
1697949810.08,2.00
1697949811.58,18.40
1697949813.08,4.00
1697949814.59,19.70
1697949816.09,4.00
1697949817.59,2.00
1697949819.09,4.00
1697949820.60,2.00
1697949822.10,0.00
1697949823.60,2.00
1697949825.10,0.00
1697949826.61,2.00
1697949828.11,0.00
1697949829.61,2.00
1697949831.11,2.00
1697949832.62,2.00
1697949834.12,4.00
1697949835.62,2.00
1697949837.12,0.00
1697949838.63,4.00
1697949840.13,4.00
1697949841.63,0.00
1697949843.13,5.90
1697949844.64,2.00
1697949846.14,2.00
1697949847.64,12.00
1697949849.14,36.10
1697949850.64,2.00
1697949852.15,166.40
1697949853.65,2.00
1697949855.15,33.10
1697949856.65,28.20
1697949858.16,36.10
1697949859.66,21.80
1697949861.16,9.90
1697949862.66,222.60
1697949864.16,22.30
1697949865.67,25.80
1697949867.17,19.80
1697949868.67,6.00
1697949870.17,39.20
1697949871.68,42.80
1697949873.18,11.90
1697949874.68,6.10
1697949876.19,2.00
1697949877.69,0.00
1697949879.19,23.80
1697949880.69,0.00
1697949882.20,34.20
1697949883.70,2.00
1697949885.20,4.00
1697949886.70,23.70
1697949888.21,20.00
1697949889.71,2.00
1697949891.21,7.90
1697949892.71,2.00
1697949894.22,42.10
1697949895.72,42.50
1697949897.22,10.10
1697949898.72,27.80
1697949900.23,0.00
1697949901.73,0.00
1697949903.23,2.00
1697949904.74,0.00
1697949906.24,71.10
1697949907.74,4.00
1697949909.24,2.00
1697949910.75,0.00
1697949912.25,2.00
1697949913.75,0.00
1697949915.25,4.00
1697949916.76,2.00
1697949918.26,4.00
1697949919.76,2.00
1697949921.26,0.00
1697949922.77,2.00
1697949924.27,0.00
1697949925.77,4.00
1697949927.27,0.00
1697949928.78,0.00
1697949930.28,6.00
1697949931.78,2.00
1697949933.28,2.00
1697949934.79,2.00
1697949936.29,4.00
1697949937.79,0.00
1697949939.29,4.00
1697949940.80,0.00
1697949942.30,5.80
1697949943.80,0.00
1697949945.30,4.00
1697949946.81,2.00
1697949948.31,4.00
1697949949.81,2.00
1697949951.31,2.00
1697949952.82,2.00
1697949954.32,4.00
1697949955.82,0.00
1697949957.32,0.00
1697949958.83,2.00
1697949960.33,4.00
1697949961.83,0.00
1697949963.33,2.00
1697949964.84,4.00
1697949966.34,4.00
1697949967.84,2.00
1697949969.34,0.00
1697949970.85,2.00
1697949972.35,2.00
1697949973.85,2.00
1697949975.36,0.00
1697949976.86,2.00
1697949978.36,0.00
1697949979.86,0.00
1697949981.37,4.00
1697949982.87,2.00
1697949984.37,6.00
1697949985.87,0.00
1697949987.38,4.00
1697949988.88,2.00
1697949990.38,2.00
1697949991.88,2.00
1697949993.38,6.00
1697949994.89,2.00
1697949996.39,2.00
1697949997.89,4.00
1697949999.40,2.00
1697950000.90,2.00
1697950002.40,2.00
1697950003.90,2.00
1697950005.41,0.00
1697950006.91,0.00
1697950008.41,4.00
1697950009.91,0.00
1697950011.42,2.00
1697950012.92,4.00
1697950014.42,0.00
1697950015.92,5.80
1697950017.43,2.00
1697950018.93,0.00
1697950020.43,2.00
1697950021.93,4.00
1697950023.44,0.00
1697950024.94,4.00
1697950026.44,6.00
1697950027.94,2.00
1697950029.45,0.00
1697950030.95,0.00
1697950032.45,0.00
1697950033.95,2.00
1697950035.46,0.00
1697950036.96,2.00
1697950038.46,2.00
1697950039.96,2.00
1697950041.47,0.00
1697950042.97,2.00
1697950044.47,6.00
1697950045.97,13.90
1697950047.48,6.00
1697950048.98,2.00
1697950050.48,0.00
1697950051.98,0.00
1697950053.49,4.00
1697950054.99,2.00
1697950056.49,0.00
1697950057.99,2.00
1697950059.50,0.00
1697950061.00,0.00
1697950062.50,0.00
1697950064.01,6.00
1697950065.51,0.00
1697950067.01,2.00
1697950068.51,0.00
1697950070.01,0.00
1697950071.52,0.00
1697950073.02,2.00
1697950074.52,0.00
1697950076.02,4.00
1697950077.53,2.00
1697950079.03,4.00
1697950080.53,0.00
1697950082.03,0.00
1697950083.54,2.00
1697950085.04,2.00
1697950086.54,0.00
1697950088.04,0.00
1697950089.55,0.00
1697950091.05,0.00
1697950092.55,4.00
1697950094.05,8.00
1697950095.56,2.00
1697950097.06,0.00
1697950098.56,0.00
1697950100.06,0.00
1697950101.56,2.00
1697950103.07,0.00
1697950104.57,4.00
1697950106.07,0.00
1697950107.57,0.00
1697950109.08,0.00
1697950110.58,0.00
1697950112.08,2.00
1697950113.58,0.00
1697950115.08,0.00
