TICKS,Net_recv,Net_sent
1697885396.75,174.68,4.00
1697885397.75,174.68,4.00
1697885398.75,174.68,4.00
1697885399.75,174.68,4.00
1697885400.76,174.68,4.00
1697885401.76,174.68,4.00
1697885402.76,174.68,4.00
1697885403.76,174.68,4.00
1697885404.76,174.68,4.00
1697885405.76,174.68,4.00
1697885406.77,174.68,4.00
1697885407.77,174.68,4.00
1697885408.77,174.68,4.00
1697885409.77,174.68,4.00
1697885410.77,174.68,4.00
1697885411.77,174.68,4.00
1697885412.78,174.68,4.00
1697885413.78,174.68,4.00
1697885414.78,174.68,4.00
1697885415.78,174.68,4.00
1697885416.78,174.68,4.00
1697885417.78,174.68,4.00
1697885418.79,174.68,4.00
1697885419.79,174.68,4.00
1697885420.79,174.68,4.00
1697885421.79,174.68,4.00
1697885422.79,174.68,4.00
1697885423.79,174.68,4.00
1697885424.79,174.69,4.00
1697885425.80,174.69,4.00
1697885426.80,174.69,4.00
1697885427.80,174.69,4.00
1697885428.80,174.69,4.00
1697885429.80,174.69,4.00
1697885430.80,174.69,4.00
1697885431.81,174.69,4.00
1697885432.81,174.69,4.00
1697885433.81,174.69,4.00
1697885434.81,174.69,4.00
1697885435.81,174.69,4.00
1697885436.81,174.69,4.00
1697885437.81,174.69,4.00
1697885438.82,174.69,4.00
1697885439.82,174.69,4.00
1697885440.82,174.69,4.00
1697885441.82,174.69,4.00
1697885442.82,174.69,4.00
1697885443.82,174.69,4.00
1697885444.83,174.69,4.00
1697885445.83,174.69,4.00
1697885446.83,174.69,4.00
1697885447.83,174.69,4.00
1697885448.83,174.69,4.00
1697885449.83,174.69,4.00
1697885450.83,174.69,4.00
1697885451.84,174.69,4.00
1697885452.84,174.69,4.00
1697885453.84,174.69,4.00
1697885454.84,174.69,4.00
1697885455.84,174.69,4.00
1697885456.84,174.69,4.00
1697885457.85,174.69,4.00
1697885458.85,174.69,4.00
1697885459.85,174.69,4.00
1697885460.85,174.69,4.00
1697885461.85,174.69,4.00
1697885462.85,174.69,4.00
1697885463.86,174.69,4.00
1697885464.86,174.69,4.00
1697885465.86,174.69,4.00
1697885466.86,174.69,4.00
1697885467.86,174.69,4.00
1697885468.86,174.69,4.00
1697885469.86,174.69,4.00
1697885470.87,174.69,4.00
1697885471.87,174.69,4.00
1697885472.87,174.69,4.00
1697885473.87,174.69,4.00
1697885474.87,174.69,4.00
1697885475.87,174.69,4.00
1697885476.87,174.69,4.00
1697885477.88,174.69,4.00
1697885478.88,174.70,4.00
1697885479.88,174.70,4.00
1697885480.88,174.70,4.00
1697885481.88,174.70,4.00
1697885482.88,174.70,4.00
1697885483.88,174.70,4.00
1697885484.89,174.70,4.00
1697885485.89,174.70,4.00
1697885486.89,174.70,4.00
1697885487.89,174.70,4.00
1697885488.89,174.70,4.00
1697885489.89,174.70,4.00
1697885490.90,174.70,4.00
1697885491.90,174.70,4.00
1697885492.90,174.70,4.00
1697885493.90,174.70,4.00
1697885494.90,174.70,4.00
1697885495.90,174.70,4.00
1697885496.90,174.70,4.00
1697885497.91,174.70,4.00
1697885498.91,174.70,4.00
1697885499.91,174.70,4.00
1697885500.91,174.70,4.00
1697885501.91,174.70,4.00
1697885502.91,174.70,4.00
1697885503.92,174.70,4.00
1697885504.92,174.70,4.00
1697885505.92,174.70,4.00
1697885506.92,174.70,4.00
1697885507.92,174.70,4.00
1697885508.92,174.70,4.00
1697885509.92,174.70,4.00
1697885510.93,174.70,4.00
1697885511.93,174.70,4.00
1697885512.93,174.70,4.00
1697885513.93,174.70,4.00
1697885514.93,174.70,4.00
1697885515.93,174.70,4.00
1697885516.94,174.70,4.00
1697885517.94,174.70,4.00
1697885518.94,174.70,4.00
1697885519.94,174.70,4.00
1697885520.94,174.70,4.00
1697885521.94,174.70,4.00
1697885522.94,174.70,4.00
1697885523.95,174.70,4.00
1697885524.95,174.70,4.00
1697885525.95,174.70,4.00
1697885526.95,174.70,4.00
1697885527.95,174.70,4.00
1697885528.95,174.70,4.00
1697885529.96,174.70,4.00
1697885530.96,174.71,4.00
1697885531.96,174.71,4.00
1697885532.96,174.71,4.00
1697885533.96,174.71,4.00
1697885534.96,174.71,4.00
1697885535.97,174.71,4.00
1697885536.97,174.71,4.00
1697885537.97,174.71,4.00
1697885538.97,174.71,4.00
1697885539.97,174.71,4.00
1697885540.97,174.71,4.00
1697885541.97,174.71,4.00
1697885542.98,174.71,4.00
1697885543.98,174.71,4.00
1697885544.98,174.71,4.00
1697885545.98,174.71,4.00
1697885546.98,174.71,4.00
1697885547.98,174.71,4.00
1697885548.98,174.71,4.00
1697885549.99,174.71,4.00
1697885550.99,174.71,4.00
1697885551.99,174.71,4.00
1697885552.99,174.71,4.00
1697885553.99,174.71,4.00
1697885554.99,174.71,4.00
1697885556.00,174.71,4.00
1697885557.00,174.71,4.00
1697885558.00,174.71,4.00
1697885559.00,174.71,4.00
1697885560.00,174.71,4.00
1697885561.00,174.71,4.00
1697885562.00,174.71,4.00
1697885563.01,174.71,4.00
1697885564.01,174.71,4.00
1697885565.01,174.71,4.00
1697885566.01,174.72,4.00
1697885567.01,174.72,4.00
1697885568.01,174.72,4.00
1697885569.02,174.72,4.00
1697885570.02,174.72,4.00
1697885571.02,174.72,4.00
1697885572.02,174.72,4.00
1697885573.02,174.72,4.00
1697885574.02,174.72,4.00
1697885575.02,174.72,4.00
1697885576.03,174.72,4.00
1697885577.03,174.72,4.00
1697885578.03,174.72,4.00
1697885579.03,174.72,4.00
1697885580.03,174.72,4.00
1697885581.03,174.72,4.00
1697885582.03,174.72,4.00
1697885583.04,174.72,4.00
1697885584.04,174.72,4.00
1697885585.04,174.72,4.00
1697885586.04,174.72,4.00
1697885587.04,174.72,4.00
1697885588.04,174.72,4.00
1697885589.05,174.72,4.00
1697885590.05,174.72,4.00
1697885591.05,174.72,4.00
1697885592.05,174.72,4.00
1697885593.05,174.72,4.00
1697885594.05,174.72,4.00
1697885595.05,174.72,4.00
1697885596.06,174.72,4.00
1697885597.06,174.72,4.00
1697885598.06,174.72,4.00
1697885599.06,174.72,4.00
1697885600.06,174.72,4.00
1697885601.06,174.72,4.00
1697885602.06,174.72,4.00
1697885603.07,174.72,4.00
1697885604.07,174.72,4.00
1697885605.07,174.72,4.00
1697885606.07,174.72,4.00
1697885607.07,174.72,4.00
1697885608.07,174.72,4.00
1697885609.08,174.72,4.00
1697885610.08,174.72,4.00
1697885611.08,174.72,4.00
1697885612.08,174.72,4.00
1697885613.08,174.72,4.00
1697885614.08,174.72,4.00
1697885615.08,174.72,4.00
1697885616.09,174.72,4.00
1697885617.09,174.72,4.00
1697885618.09,174.72,4.00
1697885619.09,174.73,4.00
1697885620.09,174.73,4.00
1697885621.09,174.73,4.00
1697885622.09,174.73,4.00
1697885623.10,174.73,4.00
1697885624.10,174.73,4.00
1697885625.10,174.73,4.00
1697885626.10,174.73,4.00
1697885627.10,174.73,4.00
1697885628.11,174.73,4.00
1697885629.11,174.73,4.00
1697885630.11,174.73,4.00
1697885631.11,174.73,4.00
1697885632.11,174.73,4.00
1697885633.11,174.73,4.00
1697885634.11,174.73,4.00
1697885635.12,174.73,4.00
1697885636.12,174.73,4.00
1697885637.12,174.73,4.00
1697885638.12,174.73,4.00
1697885639.12,174.73,4.00
1697885640.12,174.73,4.00
1697885641.13,174.73,4.00
1697885642.13,174.73,4.00
1697885643.13,174.73,4.00
1697885644.13,174.73,4.00
1697885645.13,174.73,4.00
1697885646.13,174.73,4.00
1697885647.14,174.73,4.00
1697885648.14,174.73,4.00
1697885649.14,174.73,4.00
1697885650.14,174.73,4.00
1697885651.14,174.73,4.00
1697885652.14,174.73,4.00
1697885653.15,174.73,4.00
1697885654.15,174.73,4.00
1697885655.15,174.73,4.00
1697885656.15,174.73,4.00
1697885657.15,174.73,4.00
1697885658.15,174.73,4.00
1697885659.16,174.73,4.00
1697885660.16,174.73,4.00
1697885661.16,174.73,4.00
1697885662.16,174.73,4.00
1697885663.16,174.73,4.00
1697885664.16,174.73,4.00
1697885665.16,174.73,4.00
1697885666.17,174.73,4.00
1697885667.17,174.73,4.00
1697885668.17,174.73,4.00
1697885669.17,174.74,4.00
1697885670.17,174.74,4.00
1697885671.17,174.74,4.00
1697885672.17,174.74,4.00
1697885673.18,174.74,4.00
1697885674.18,174.74,4.00
1697885675.18,174.74,4.00
1697885676.18,174.74,4.00
1697885677.18,174.74,4.00
1697885678.18,174.74,4.00
1697885679.19,174.74,4.00
1697885680.19,174.74,4.00
1697885681.19,174.74,4.00
1697885682.19,174.74,4.00
1697885683.19,174.74,4.00
1697885684.19,174.74,4.00
1697885685.20,174.74,4.00
1697885686.20,174.74,4.00
1697885687.20,174.74,4.00
1697885688.20,174.74,4.00
1697885689.20,174.74,4.00
1697885690.20,174.74,4.00
1697885691.21,174.74,4.00
1697885692.21,174.74,4.00
1697885693.21,174.74,4.00
1697885694.21,174.74,4.00
1697885695.21,174.74,4.00
1697885696.21,174.74,4.00
1697885697.21,174.74,4.00
1697885698.22,174.74,4.00
1697885699.22,174.74,4.00
1697885700.22,174.74,4.00
1697885701.22,174.74,4.00
1697885702.22,174.74,4.00
1697885703.22,174.74,4.00
1697885704.23,174.74,4.00
1697885705.23,174.74,4.00
1697885706.23,174.74,4.00
1697885707.23,174.75,4.00
1697885708.23,174.75,4.00
1697885709.24,174.75,4.00
1697885710.24,174.75,4.00
1697885711.24,174.75,4.00
1697885712.24,174.75,4.00
1697885713.24,174.75,4.00
1697885714.24,174.75,4.00
1697885715.25,174.75,4.00
1697885716.25,174.75,4.00
1697885717.25,174.75,4.00
1697885718.25,174.75,4.00
1697885719.25,174.75,4.00
1697885720.25,174.75,4.00
1697885721.25,174.75,4.00
1697885722.26,174.75,4.00
1697885723.26,174.75,4.00
1697885724.26,174.75,4.00
1697885725.26,174.75,4.00
1697885726.26,174.75,4.00
1697885727.27,174.75,4.00
1697885728.27,174.75,4.00
1697885729.27,174.75,4.00
1697885730.27,174.75,4.00
1697885731.27,174.75,4.00
1697885732.27,174.75,4.00
1697885733.28,174.75,4.00
1697885734.28,174.75,4.00
1697885735.28,174.75,4.00
1697885736.28,174.75,4.00
1697885737.28,174.75,4.00
1697885738.28,174.75,4.00
1697885739.28,174.75,4.00
1697885740.29,174.75,4.00
1697885741.29,174.75,4.00
1697885742.29,174.75,4.00
1697885743.29,174.75,4.00
1697885744.29,174.75,4.00
1697885745.29,174.75,4.00
1697885746.30,174.75,4.00
1697885747.30,174.75,4.00
1697885748.30,174.75,4.00
1697885749.30,174.75,4.00
1697885750.30,174.75,4.00
1697885751.30,174.75,4.00
1697885752.30,174.75,4.00
1697885753.30,174.75,4.00
1697885754.31,174.76,4.00
1697885755.31,174.76,4.00
1697885756.31,174.76,4.00
1697885757.31,174.76,4.00
1697885758.31,174.76,4.00
1697885759.31,174.76,4.00
1697885760.32,174.76,4.00
1697885761.32,174.76,4.00
1697885762.32,174.76,4.00
1697885763.32,174.76,4.00
1697885764.32,174.76,4.00
1697885765.32,174.76,4.00
1697885766.32,174.76,4.00
1697885767.33,174.76,4.00
1697885768.33,174.76,4.00
1697885769.33,174.76,4.00
1697885770.33,174.76,4.00
1697885771.33,174.76,4.00
1697885772.33,174.76,4.00
1697885773.33,174.76,4.00
1697885774.34,174.76,4.00
1697885775.34,174.76,4.00
1697885776.34,174.76,4.00
1697885777.34,174.76,4.00
1697885778.34,174.76,4.00
1697885779.34,174.76,4.00
1697885780.35,174.76,4.00
1697885781.35,174.76,4.00
1697885782.35,174.76,4.00
1697885783.35,174.76,4.00
1697885784.35,174.76,4.00
1697885785.35,174.76,4.00
1697885786.36,174.76,4.00
1697885787.36,174.76,4.00
1697885788.36,174.76,4.00
1697885789.36,174.76,4.00
1697885790.36,174.76,4.00
1697885791.36,174.76,4.00
1697885792.36,174.76,4.00
1697885793.37,174.76,4.00
1697885794.37,174.76,4.00
1697885795.37,174.76,4.00
1697885796.37,174.76,4.00
1697885797.37,174.76,4.00
1697885798.37,174.76,4.00
1697885799.38,174.76,4.00
1697885800.38,174.76,4.00
1697885801.38,174.77,4.00
1697885802.38,174.77,4.00
1697885803.38,174.77,4.00
1697885804.38,174.77,4.00
1697885805.38,174.77,4.00
1697885806.38,174.77,4.00
1697885807.39,174.77,4.00
1697885808.39,174.77,4.00
1697885809.39,174.77,4.00
1697885810.39,174.77,4.00
1697885811.39,174.77,4.00
1697885812.39,174.77,4.00
1697885813.40,174.77,4.00
1697885814.40,174.77,4.00
1697885815.40,174.77,4.00
1697885816.40,174.77,4.00
1697885817.40,174.77,4.00
1697885818.40,174.77,4.00
1697885819.41,174.77,4.00
1697885820.41,174.77,4.00
1697885821.41,174.77,4.00
1697885822.41,174.77,4.00
1697885823.41,174.77,4.00
1697885824.41,174.77,4.00
1697885825.41,174.77,4.00
1697885826.42,174.77,4.00
1697885827.42,174.77,4.00
1697885828.42,174.77,4.00
1697885829.42,174.77,4.00
1697885830.42,174.77,4.00
1697885831.42,174.77,4.00
1697885832.43,174.77,4.00
1697885833.43,174.77,4.00
1697885834.43,174.77,4.00
1697885835.43,174.77,4.00
1697885836.43,174.77,4.00
1697885837.43,174.77,4.00
1697885838.43,174.77,4.00
1697885839.44,174.77,4.00
1697885840.44,174.77,4.00
1697885841.44,174.77,4.00
1697885842.44,174.77,4.00
1697885843.44,174.77,4.00
1697885844.44,174.77,4.00
1697885845.45,174.77,4.00
1697885846.45,174.77,4.00
1697885847.45,174.77,4.00
1697885848.45,174.77,4.00
1697885849.45,174.77,4.00
1697885850.45,174.77,4.00
1697885851.46,174.77,4.00
1697885852.46,174.78,4.00
1697885853.46,174.78,4.00
1697885854.46,174.78,4.00
1697885855.46,174.78,4.00
1697885856.46,174.78,4.00
1697885857.46,174.78,4.00
1697885858.47,174.78,4.00
1697885859.47,174.78,4.00
1697885860.47,174.78,4.00
1697885861.47,174.78,4.00
1697885862.47,174.78,4.00
1697885863.47,174.78,4.00
1697885864.48,174.78,4.00
1697885865.48,174.78,4.00
1697885866.48,174.78,4.00
1697885867.48,174.78,4.00
1697885868.48,174.78,4.00
1697885869.48,174.78,4.00
1697885870.48,174.78,4.00
1697885871.49,174.78,4.00
1697885872.49,174.78,4.00
1697885873.49,174.78,4.00
1697885874.49,174.78,4.00
1697885875.49,174.78,4.00
1697885876.49,174.78,4.00
1697885877.50,174.78,4.00
1697885878.50,174.78,4.00
1697885879.50,174.78,4.00
1697885880.50,174.78,4.00
1697885881.50,174.78,4.00
1697885882.50,174.78,4.00
1697885883.50,174.78,4.00
1697885884.51,174.78,4.00
1697885885.51,174.78,4.00
1697885886.51,174.78,4.00
1697885887.51,174.78,4.00
1697885888.51,174.78,4.00
1697885889.51,174.79,4.00
1697885890.52,174.79,4.00
1697885891.52,174.79,4.00
1697885892.52,174.79,4.00
1697885893.52,174.79,4.00
1697885894.52,174.79,4.00
1697885895.52,174.79,4.00
1697885896.52,174.79,4.00
1697885897.53,174.79,4.00
1697885898.53,174.79,4.00
1697885899.53,174.79,4.00
1697885900.53,174.79,4.00
1697885901.53,174.79,4.00
1697885902.53,174.79,4.00
1697885903.54,174.79,4.00
1697885904.54,174.79,4.00
1697885905.54,174.79,4.00
1697885906.54,174.79,4.00
1697885907.54,174.79,4.00
1697885908.54,174.79,4.00
1697885909.54,174.79,4.00
1697885910.55,174.79,4.00
1697885911.55,174.79,4.00
1697885912.55,174.79,4.00
1697885913.55,174.79,4.00
1697885914.55,174.79,4.00
1697885915.55,174.79,4.00
1697885916.56,174.79,4.00
1697885917.56,174.79,4.00
1697885918.56,174.79,4.00
1697885919.56,174.79,4.00
1697885920.56,174.79,4.00
1697885921.56,174.79,4.00
1697885922.56,174.79,4.00
1697885923.57,174.79,4.00
1697885924.57,174.79,4.00
1697885925.57,174.79,4.00
1697885926.57,174.79,4.00
1697885927.57,174.79,4.00
1697885928.57,174.79,4.00
1697885929.58,174.80,4.00
1697885930.58,174.80,4.00
1697885931.58,174.80,4.00
1697885932.58,174.80,4.00
1697885933.58,174.80,4.00
1697885934.58,174.80,4.00
1697885935.58,174.80,4.00
1697885936.59,174.80,4.00
1697885937.59,174.80,4.00
1697885938.59,174.80,4.00
1697885939.59,174.80,4.00
1697885940.59,174.80,4.00
1697885941.59,174.80,4.00
1697885942.60,174.80,4.00
1697885943.60,174.80,4.00
1697885944.60,174.80,4.00
1697885945.60,174.80,4.00
1697885946.60,174.80,4.00
1697885947.60,174.80,4.00
1697885948.60,174.80,4.00
1697885949.61,174.80,4.00
1697885950.61,174.80,4.00
1697885951.61,174.80,4.00
1697885952.61,174.80,4.00
1697885953.61,174.80,4.00
1697885954.61,174.80,4.00
1697885955.61,174.80,4.00
1697885956.62,174.80,4.00
1697885957.62,174.80,4.00
1697885958.62,174.80,4.00
1697885959.62,174.80,4.00
1697885960.62,174.80,4.00
1697885961.62,174.80,4.00
1697885962.63,174.80,4.00
1697885963.63,174.80,4.00
1697885964.63,174.80,4.00
1697885965.63,174.80,4.00
1697885966.63,174.80,4.00
1697885967.63,174.80,4.00
1697885968.63,174.80,4.00
1697885969.64,174.80,4.00
1697885970.64,174.80,4.00
1697885971.64,174.80,4.00
1697885972.64,174.80,4.00
1697885973.64,174.80,4.00
1697885974.64,174.80,4.00
1697885975.65,174.80,4.00
1697885976.65,174.80,4.00
1697885977.65,174.80,4.00
1697885978.65,174.80,4.00
1697885979.65,174.80,4.00
1697885980.65,174.80,4.00
1697885981.65,174.81,4.00
1697885982.66,174.81,4.00
1697885983.66,174.81,4.00
1697885984.66,174.81,4.00
1697885985.66,174.81,4.00
1697885986.66,174.81,4.00
1697885987.66,174.81,4.00
1697885988.67,174.81,4.00
1697885989.67,174.81,4.00
1697885990.67,174.81,4.00
1697885991.67,174.81,4.00
1697885992.67,174.81,4.00
1697885993.67,174.81,4.00
1697885994.67,174.81,4.00
1697885995.67,174.81,4.00
1697885996.68,174.81,4.00
1697885997.68,174.81,4.00
1697885998.68,174.81,4.00
1697885999.68,174.81,4.00
1697886000.68,174.81,4.00
1697886001.68,174.81,4.00
1697886002.68,174.81,4.00
1697886003.69,174.81,4.00
1697886004.69,174.81,4.00
1697886005.69,174.81,4.00
1697886006.69,174.81,4.00
1697886007.69,174.81,4.00
1697886008.69,174.81,4.00
1697886009.69,174.81,4.00
1697886010.70,174.81,4.00
1697886011.70,174.81,4.00
1697886012.70,174.81,4.00
1697886013.70,174.81,4.00
1697886014.70,174.81,4.00
1697886015.70,174.82,4.00
1697886016.71,174.82,4.00
1697886017.71,174.82,4.00
1697886018.71,174.82,4.00
1697886019.71,174.82,4.00
1697886020.71,174.82,4.00
1697886021.71,174.82,4.00
1697886022.71,174.82,4.00
1697886023.72,174.82,4.00
1697886024.72,174.82,4.00
1697886025.72,174.82,4.00
1697886026.72,174.82,4.00
1697886027.72,174.82,4.00
1697886028.72,174.82,4.00
1697886029.73,174.82,4.00
1697886030.73,174.82,4.00
1697886031.73,174.82,4.00
1697886032.73,174.82,4.00
1697886033.73,174.82,4.00
1697886034.73,174.82,4.00
1697886035.74,174.82,4.00
1697886036.74,174.82,4.00
1697886037.74,174.82,4.00
1697886038.74,174.82,4.00
1697886039.74,174.82,4.00
1697886040.74,174.82,4.00
1697886041.74,174.82,4.00
1697886042.75,174.82,4.00
1697886043.75,174.82,4.00
1697886044.75,174.82,4.00
1697886045.75,174.82,4.00
1697886046.75,174.82,4.00
1697886047.75,174.82,4.00
1697886048.75,174.82,4.00
1697886049.76,174.82,4.00
1697886050.76,174.82,4.00
1697886051.76,174.82,4.00
1697886052.76,174.82,4.00
1697886053.76,174.82,4.00
1697886054.76,174.82,4.00
1697886055.77,174.82,4.00
1697886056.77,174.83,4.00
1697886057.77,174.83,4.00
1697886058.77,174.83,4.00
1697886059.77,174.83,4.00
1697886060.77,174.83,4.00
1697886061.78,174.83,4.00
1697886062.78,174.83,4.00
1697886063.78,174.83,4.00
1697886064.78,174.83,4.00
1697886065.78,174.83,4.00
1697886066.78,174.83,4.00
1697886067.79,174.83,4.00
1697886068.79,174.83,4.00
1697886069.79,174.83,4.00
1697886070.79,174.83,4.00
1697886071.79,174.83,4.00
1697886072.79,174.83,4.00
1697886073.79,174.83,4.00
1697886074.80,174.83,4.00
1697886075.80,174.83,4.00
1697886076.80,174.83,4.00
1697886077.80,174.83,4.00
1697886078.80,174.83,4.00
1697886079.80,174.83,4.00
1697886080.81,174.83,4.00
1697886081.81,174.83,4.00
1697886082.81,174.83,4.00
1697886083.81,174.83,4.00
1697886084.81,174.83,4.00
1697886085.81,174.83,4.00
1697886086.81,174.83,4.00
1697886087.82,174.83,4.00
1697886088.82,174.83,4.00
1697886089.82,174.83,4.00
1697886090.82,174.83,4.00
1697886091.82,174.83,4.00
1697886092.82,174.83,4.00
1697886093.82,174.83,4.00
1697886094.82,174.83,4.00
1697886095.83,174.83,4.00
1697886096.83,174.83,4.00
1697886097.83,174.83,4.00
1697886098.83,174.83,4.00
1697886099.83,174.83,4.00
1697886100.83,174.83,4.00
1697886101.84,174.83,4.00
1697886102.84,174.83,4.00
1697886103.84,174.83,4.00
1697886104.84,174.83,4.00
1697886105.84,174.83,4.00
1697886106.84,174.84,4.00
1697886107.85,174.84,4.00
1697886108.85,174.84,4.00
1697886109.85,174.84,4.00
1697886110.85,174.84,4.00
1697886111.85,174.84,4.00
1697886112.85,174.84,4.00
1697886113.85,174.84,4.00
1697886114.86,174.84,4.00
1697886115.86,174.84,4.00
1697886116.86,174.84,4.00
1697886117.86,174.84,4.00
1697886118.86,174.84,4.00
1697886119.86,174.84,4.00
1697886120.87,174.84,4.00
1697886121.87,174.84,4.00
1697886122.87,174.84,4.00
1697886123.87,174.84,4.00
1697886124.87,174.84,4.00
1697886125.87,174.84,4.00
1697886126.87,174.84,4.00
1697886127.88,174.84,4.00
1697886128.88,174.84,4.00
1697886129.88,174.84,4.00
1697886130.88,174.84,4.00
1697886131.88,174.84,4.00
1697886132.88,174.84,4.00
1697886133.89,174.85,4.00
1697886134.89,174.85,4.00
1697886135.89,174.85,4.00
1697886136.89,174.85,4.00
1697886137.89,174.85,4.00
1697886138.89,174.85,4.00
1697886139.90,174.85,4.00
1697886140.90,174.85,4.00
1697886141.90,174.85,4.00
1697886142.90,174.85,4.00
1697886143.90,174.85,4.00
1697886144.90,174.85,4.00
1697886145.91,174.85,4.00
1697886146.91,174.85,4.00
1697886147.91,174.85,4.00
1697886148.91,174.85,4.00
1697886149.91,174.85,4.00
1697886150.91,174.85,4.00
1697886151.91,174.85,4.00
1697886152.91,174.85,4.00
1697886153.92,174.85,4.00
1697886154.92,174.85,4.00
1697886155.92,174.85,4.00
1697886156.92,174.85,4.00
1697886157.92,174.85,4.00
1697886158.92,174.85,4.00
1697886159.92,174.85,4.00
1697886160.93,174.85,4.00
1697886161.93,174.85,4.00
1697886162.93,174.85,4.00
1697886163.93,174.85,4.00
1697886164.93,174.85,4.00
1697886165.93,174.85,4.00
1697886166.94,174.85,4.00
1697886167.94,174.85,4.00
1697886168.94,174.85,4.00
1697886169.94,174.85,4.00
1697886170.94,174.86,4.00
1697886171.94,174.86,4.00
1697886172.95,174.86,4.00
1697886173.95,174.86,4.00
1697886174.95,174.86,4.00
1697886175.95,174.86,4.00
1697886176.95,174.86,4.00
1697886177.95,174.86,4.00
1697886178.95,174.86,4.00
1697886179.96,174.86,4.00
1697886180.96,174.86,4.00
1697886181.96,174.86,4.00
1697886182.96,174.86,4.00
1697886183.96,174.86,4.00
1697886184.96,174.86,4.00
1697886185.97,174.86,4.00
1697886186.97,174.86,4.00
1697886187.97,174.86,4.00
1697886188.97,174.86,4.00
1697886189.97,174.86,4.00
1697886190.97,174.86,4.00
1697886191.97,174.86,4.00
1697886192.98,174.86,4.00
1697886193.98,174.86,4.00
1697886194.98,174.86,4.00
1697886195.98,174.86,4.00
1697886196.98,174.86,4.00
1697886197.98,174.86,4.00
1697886198.99,174.86,4.00
1697886199.99,174.86,4.00
1697886200.99,174.86,4.00
1697886201.99,174.86,4.00
1697886202.99,174.86,4.00
1697886203.99,174.86,4.00
1697886204.99,174.86,4.00
1697886206.00,174.87,4.00
1697886207.00,174.87,4.00
1697886208.00,174.87,4.00
1697886209.00,174.87,4.00
1697886210.00,174.87,4.00
1697886211.00,174.87,4.00
1697886212.00,174.87,4.00
1697886213.01,174.87,4.00
1697886214.01,174.87,4.00
1697886215.01,174.87,4.00
1697886216.01,174.87,4.00
1697886217.01,174.87,4.00
1697886218.01,174.87,4.00
1697886219.01,174.87,4.00
1697886220.02,174.87,4.00
1697886221.02,174.87,4.00
1697886222.02,174.87,4.00
1697886223.02,174.87,4.00
1697886224.02,174.87,4.00
1697886225.02,174.87,4.00
1697886226.02,174.87,4.00
1697886227.03,174.87,4.00
1697886228.03,174.87,4.00
1697886229.03,174.87,4.00
1697886230.03,174.87,4.00
1697886231.03,174.87,4.00
1697886232.03,174.87,4.00
1697886233.04,174.87,4.00
1697886234.04,174.87,4.00
1697886235.04,174.87,4.00
1697886236.04,174.87,4.00
1697886237.04,174.87,4.00
1697886238.04,174.88,4.00
1697886239.04,174.89,4.00
1697886240.04,174.89,4.00
1697886241.05,174.89,4.00
1697886242.05,174.89,4.00
1697886243.05,174.89,4.00
1697886244.05,174.89,4.00
1697886245.05,174.89,4.00
1697886246.05,174.89,4.00
1697886247.05,174.89,4.00
1697886248.06,174.89,4.00
1697886249.06,174.89,4.00
1697886250.06,174.89,4.00
1697886251.06,174.89,4.00
1697886252.06,174.89,4.01
1697886253.06,174.89,4.01
1697886254.07,174.89,4.01
1697886255.07,174.89,4.01
1697886256.07,174.89,4.01
1697886257.07,174.89,4.01
1697886258.07,174.89,4.01
1697886259.07,174.89,4.01
1697886260.07,174.89,4.01
1697886261.08,174.89,4.01
1697886262.08,174.89,4.01
1697886263.08,174.89,4.01
1697886264.08,174.89,4.01
1697886265.08,174.89,4.01
1697886266.08,174.89,4.01
1697886267.09,174.89,4.01
1697886268.09,174.89,4.01
1697886269.09,174.89,4.01
1697886270.09,174.89,4.01
1697886271.09,174.89,4.01
1697886272.09,174.89,4.01
1697886273.09,174.89,4.01
1697886274.10,174.89,4.01
1697886275.10,174.89,4.01
1697886276.10,174.89,4.01
1697886277.10,174.89,4.01
1697886278.10,174.89,4.01
1697886279.10,174.89,4.01
1697886280.11,174.89,4.01
1697886281.11,174.89,4.01
1697886282.11,174.89,4.01
1697886283.11,174.89,4.01
1697886284.11,174.89,4.01
1697886285.11,174.89,4.01
1697886286.12,174.89,4.01
1697886287.12,174.89,4.01
1697886288.12,174.89,4.01
1697886289.12,174.89,4.01
1697886290.12,174.89,4.01
1697886291.12,174.89,4.01
1697886292.12,174.90,4.01
1697886293.13,174.90,4.01
1697886294.13,174.90,4.01
1697886295.13,174.90,4.01
1697886296.13,174.90,4.01
1697886297.13,174.90,4.01
1697886298.13,174.90,4.01
1697886299.13,174.90,4.01
1697886300.14,174.90,4.01
1697886301.14,174.90,4.01
1697886302.14,174.90,4.01
1697886303.14,174.90,4.01
1697886304.14,174.90,4.01
1697886305.14,174.90,4.01
1697886306.15,174.90,4.01
1697886307.15,174.90,4.01
1697886308.15,174.90,4.01
1697886309.15,174.90,4.01
1697886310.15,174.90,4.01
1697886311.15,174.90,4.01
1697886312.16,174.90,4.01
1697886313.16,174.90,4.01
1697886314.16,174.90,4.01
1697886315.16,174.90,4.01
1697886316.16,174.90,4.01
1697886317.16,174.90,4.01
1697886318.16,174.90,4.01
1697886319.17,174.90,4.01
1697886320.17,174.90,4.01
1697886321.17,174.90,4.01
1697886322.17,174.90,4.01
1697886323.17,174.90,4.01
1697886324.17,174.90,4.01
1697886325.18,174.90,4.01
1697886326.18,174.90,4.01
1697886327.18,174.90,4.01
1697886328.18,174.90,4.01
1697886329.18,174.90,4.01
