TICKS,Net_recv,Net_sent
1697886330.18,174.90,4.01
1697886331.19,174.90,4.01
1697886332.19,174.90,4.01
1697886333.19,174.90,4.01
1697886334.19,174.90,4.01
1697886335.19,174.90,4.01
1697886336.19,174.91,4.01
1697886337.19,174.91,4.01
1697886338.20,174.91,4.01
1697886339.20,174.91,4.01
1697886340.20,174.91,4.01
1697886341.20,174.91,4.01
1697886342.20,174.91,4.01
1697886343.20,174.91,4.01
1697886344.20,174.91,4.01
1697886345.20,174.91,4.01
1697886346.21,174.91,4.01
1697886347.21,174.91,4.01
1697886348.21,174.91,4.01
1697886349.21,174.91,4.01
1697886350.21,174.91,4.01
1697886351.21,174.91,4.01
1697886352.22,174.91,4.01
1697886353.22,174.91,4.01
1697886354.22,174.91,4.01
1697886355.22,174.91,4.01
1697886356.22,174.91,4.01
1697886357.22,174.91,4.01
1697886358.22,174.91,4.01
1697886359.23,174.91,4.01
1697886360.23,174.91,4.01
1697886361.23,174.91,4.01
1697886362.23,174.91,4.01
1697886363.23,174.91,4.01
1697886364.23,174.91,4.01
1697886365.24,174.91,4.01
1697886366.24,174.91,4.01
1697886367.24,174.91,4.01
1697886368.24,174.91,4.01
1697886369.24,174.91,4.01
1697886370.24,174.91,4.01
1697886371.24,174.91,4.01
1697886372.25,174.91,4.01
1697886373.25,174.91,4.01
1697886374.25,174.91,4.01
1697886375.25,174.91,4.01
1697886376.25,174.91,4.01
1697886377.25,174.91,4.01
1697886378.26,174.91,4.01
1697886379.26,174.91,4.01
1697886380.26,174.91,4.01
1697886381.26,174.91,4.01
1697886382.26,174.91,4.01
1697886383.26,174.91,4.01
1697886384.26,174.91,4.01
1697886385.27,174.91,4.01
1697886386.27,174.91,4.01
1697886387.27,174.91,4.01
1697886388.27,174.92,4.01
1697886389.27,174.92,4.01
1697886390.27,174.92,4.01
1697886391.27,174.92,4.01
1697886392.28,174.92,4.01
1697886393.28,174.92,4.01
1697886394.28,174.92,4.01
1697886395.28,174.92,4.01
1697886396.28,174.92,4.01
1697886397.28,174.92,4.01
1697886398.28,174.92,4.01
1697886399.29,174.92,4.01
1697886400.29,174.92,4.01
1697886401.29,174.92,4.01
1697886402.29,174.92,4.01
1697886403.29,174.92,4.01
1697886404.29,174.92,4.01
1697886405.29,174.92,4.01
1697886406.30,174.92,4.01
1697886407.30,174.92,4.01
1697886408.30,174.92,4.01
1697886409.30,174.92,4.01
1697886410.30,174.92,4.01
1697886411.30,174.92,4.01
1697886412.30,174.92,4.01
1697886413.31,174.92,4.01
1697886414.31,174.92,4.01
1697886415.31,174.92,4.01
1697886416.31,174.92,4.01
1697886417.31,174.92,4.01
1697886418.31,174.92,4.01
1697886419.31,174.92,4.01
1697886420.32,174.92,4.01
1697886421.32,174.92,4.01
1697886422.32,174.92,4.01
1697886423.32,174.92,4.01
1697886424.32,174.92,4.01
1697886425.32,174.92,4.01
1697886426.33,174.92,4.01
1697886427.33,174.92,4.01
1697886428.33,174.92,4.01
1697886429.33,174.92,4.01
1697886430.33,174.92,4.01
1697886431.33,174.92,4.01
1697886432.33,174.92,4.01
1697886433.34,174.92,4.01
1697886434.34,174.92,4.01
1697886435.34,174.92,4.01
1697886436.34,174.92,4.01
1697886437.34,174.92,4.01
1697886438.34,174.92,4.01
1697886439.35,174.92,4.01
1697886440.35,174.92,4.01
1697886441.35,174.93,4.01
1697886442.35,174.93,4.01
1697886443.35,174.93,4.01
1697886444.35,174.93,4.01
1697886445.36,174.93,4.01
1697886446.36,174.93,4.01
1697886447.36,174.93,4.01
1697886448.36,174.93,4.01
1697886449.36,174.93,4.01
1697886450.36,174.93,4.01
1697886451.36,174.93,4.01
1697886452.37,174.93,4.01
1697886453.37,174.93,4.01
1697886454.37,174.93,4.01
1697886455.37,174.93,4.01
1697886456.37,174.93,4.01
1697886457.37,174.93,4.01
1697886458.37,174.93,4.01
1697886459.38,174.93,4.01
1697886460.38,174.93,4.01
1697886461.38,174.93,4.01
1697886462.38,174.93,4.01
1697886463.38,174.93,4.01
1697886464.38,174.93,4.01
1697886465.39,174.93,4.01
1697886466.39,174.93,4.01
1697886467.39,174.93,4.01
1697886468.39,174.93,4.01
1697886469.39,174.93,4.01
1697886470.39,174.93,4.01
1697886471.40,174.93,4.01
1697886472.40,174.93,4.01
1697886473.40,174.93,4.01
1697886474.40,174.93,4.01
1697886475.40,174.93,4.01
1697886476.40,174.93,4.01
1697886477.40,174.93,4.01
1697886478.41,174.93,4.01
1697886479.41,174.93,4.01
1697886480.41,174.93,4.01
1697886481.41,174.93,4.01
1697886482.41,174.93,4.01
1697886483.41,174.93,4.01
1697886484.42,174.93,4.01
1697886485.42,174.93,4.01
1697886486.42,174.93,4.01
1697886487.42,174.93,4.01
1697886488.42,174.93,4.01
1697886489.42,174.93,4.01
1697886490.42,174.93,4.01
1697886491.43,174.93,4.01
1697886492.43,174.93,4.01
1697886493.43,174.93,4.01
1697886494.43,174.93,4.01
1697886495.43,174.93,4.01
1697886496.43,174.93,4.01
1697886497.44,174.93,4.01
1697886498.44,174.93,4.01
1697886499.44,174.93,4.01
1697886500.44,174.93,4.01
1697886501.44,174.93,4.01
1697886502.44,174.93,4.01
1697886503.44,174.93,4.01
1697886504.45,174.93,4.01
1697886505.45,174.93,4.01
1697886506.45,174.93,4.01
1697886507.45,174.93,4.01
1697886508.45,174.93,4.01
1697886509.45,174.93,4.01
1697886510.46,174.93,4.01
1697886511.46,174.93,4.01
1697886512.46,174.93,4.01
1697886513.47,174.93,4.01
1697948348.18,174.94,4.01
1697948349.19,174.94,4.01
1697948350.19,174.94,4.01
1697948351.19,174.94,4.01
1697948352.19,174.95,4.02
1697948353.19,174.95,4.02
1697948354.19,174.95,4.02
1697948355.19,174.95,4.02
1697948356.20,174.95,4.02
1697948357.20,174.95,4.02
1697948358.20,174.95,4.02
1697948359.20,174.95,4.02
1697948360.20,174.95,4.02
1697948361.20,174.95,4.02
1697948362.20,174.95,4.02
1697948363.21,174.95,4.02
1697948364.21,174.95,4.02
1697948365.21,174.95,4.02
1697948366.21,174.95,4.02
1697948367.21,174.95,4.02
1697948368.21,174.95,4.02
1697948369.21,174.95,4.02
1697948370.22,174.95,4.02
1697948371.22,174.95,4.02
1697948372.22,174.95,4.02
1697948373.22,174.95,4.02
1697948374.22,174.95,4.02
1697948375.22,174.95,4.02
1697948376.22,174.95,4.02
1697948377.22,174.95,4.02
1697948378.23,174.95,4.02
1697948379.23,174.95,4.02
1697948380.23,174.95,4.02
1697948381.23,174.95,4.03
1697948382.23,174.95,4.03
1697948383.23,174.95,4.03
1697948384.24,174.95,4.03
1697948385.24,174.95,4.03
1697948386.24,174.95,4.03
1697948387.24,174.95,4.03
1697948388.24,174.95,4.03
1697948389.24,174.95,4.03
1697948390.24,174.95,4.03
1697948391.25,174.95,4.03
1697948392.25,174.95,4.03
1697948393.25,174.95,4.03
1697948394.25,174.95,4.03
1697948395.25,174.95,4.03
1697948396.25,174.95,4.03
1697948397.25,174.95,4.03
1697948398.26,174.95,4.03
1697948399.26,174.95,4.03
1697948400.26,174.95,4.03
1697948401.26,174.95,4.03
1697948402.26,174.95,4.03
1697948403.26,174.95,4.03
1697948404.26,174.95,4.03
1697948405.26,174.95,4.03
1697948406.27,174.95,4.03
1697948407.27,174.95,4.03
1697948408.27,174.95,4.03
1697948409.27,174.95,4.03
1697948410.27,174.95,4.03
1697948411.27,174.95,4.03
1697948412.27,174.95,4.03
1697948413.27,174.95,4.03
1697948414.28,174.95,4.03
1697948415.28,174.95,4.03
1697948416.28,174.95,4.03
1697948417.28,174.95,4.03
1697948418.28,174.96,4.03
1697948419.28,174.96,4.03
1697948420.29,174.96,4.03
1697948421.29,174.96,4.03
1697948422.29,174.96,4.03
1697948423.29,174.96,4.03
1697948424.29,174.96,4.03
1697948425.29,174.96,4.03
1697948426.30,174.96,4.03
1697948427.30,174.96,4.03
1697948428.30,174.96,4.03
1697948429.30,174.96,4.03
1697948430.30,174.96,4.03
1697948431.30,174.96,4.03
1697948432.30,174.96,4.03
1697948433.31,174.96,4.03
1697948434.31,174.96,4.03
1697948435.31,174.96,4.03
1697948436.31,174.96,4.03
1697948437.31,174.96,4.03
1697948438.31,174.96,4.03
1697948439.32,174.96,4.03
1697948440.32,174.96,4.03
1697948441.32,174.96,4.03
1697948442.32,174.96,4.03
1697948443.32,174.96,4.03
1697948444.32,174.96,4.03
1697948445.32,174.96,4.03
1697948446.33,174.96,4.03
1697948447.33,174.96,4.03
1697948448.33,174.96,4.03
1697948449.33,174.96,4.03
1697948450.33,174.96,4.03
1697948451.33,174.96,4.03
1697948452.33,174.96,4.03
1697948453.33,174.96,4.03
1697948454.34,174.96,4.03
1697948455.34,174.96,4.03
1697948456.34,174.96,4.03
1697948457.34,174.96,4.03
1697948458.34,174.96,4.03
1697948459.34,174.96,4.03
1697948460.34,174.96,4.03
1697948461.35,174.96,4.03
1697948462.35,174.96,4.03
1697948463.35,174.96,4.03
1697948464.35,174.96,4.03
1697948465.35,174.96,4.03
1697948466.35,174.96,4.04
1697948467.35,174.96,4.04
1697948468.36,174.96,4.04
1697948469.36,174.97,4.04
1697948470.36,174.97,4.04
1697948471.36,174.97,4.04
1697948472.36,174.97,4.04
1697948473.36,174.97,4.04
1697948474.37,174.97,4.04
1697948475.37,174.97,4.04
1697948476.37,174.97,4.04
1697948477.37,174.97,4.04
1697948478.37,174.97,4.04
1697948479.37,174.97,4.04
1697948480.38,174.97,4.04
1697948481.38,174.97,4.04
1697948482.38,174.97,4.04
1697948483.38,174.97,4.04
1697948484.38,174.97,4.04
1697948485.38,174.97,4.04
1697948486.39,174.97,4.04
1697948487.39,174.97,4.04
1697948488.39,174.97,4.04
1697948489.39,174.97,4.04
1697948490.39,174.97,4.04
1697948491.39,174.97,4.04
1697948492.39,174.97,4.04
1697948493.40,174.97,4.04
1697948494.40,174.97,4.04
1697948495.40,174.97,4.04
1697948496.40,174.97,4.04
1697948497.40,174.97,4.04
1697948498.40,174.97,4.04
1697948499.40,174.97,4.04
1697948500.40,174.97,4.04
1697948501.41,174.97,4.04
1697948502.41,174.97,4.04
1697948503.41,174.97,4.04
1697948504.41,174.97,4.04
1697948505.41,174.97,4.04
1697948506.41,174.97,4.04
1697948507.42,174.97,4.04
1697948508.42,174.97,4.04
1697948509.42,174.97,4.04
1697948510.42,174.97,4.04
1697948511.42,174.97,4.04
1697948512.42,174.97,4.04
1697948513.42,174.97,4.04
1697948514.42,174.97,4.04
1697948515.43,174.97,4.04
1697948516.43,174.97,4.04
1697948517.43,174.97,4.04
1697948518.43,174.97,4.04
1697948519.43,174.97,4.04
1697948520.43,174.97,4.04
1697948521.43,174.97,4.04
1697948522.44,174.97,4.04
1697948523.44,174.97,4.04
1697948524.44,174.97,4.04
1697948525.44,174.97,4.04
1697948526.44,174.97,4.04
1697948527.44,174.97,4.05
1697948528.44,174.97,4.05
1697948529.45,174.97,4.05
1697948530.45,174.97,4.05
1697948531.45,174.97,4.05
1697948532.45,174.97,4.05
1697948533.45,174.97,4.05
1697948534.45,174.97,4.05
1697948535.45,174.97,4.05
1697948536.46,174.97,4.05
1697948537.46,174.97,4.05
1697948538.46,174.97,4.05
1697948539.46,174.97,4.05
1697948540.46,174.97,4.05
1697948541.46,174.97,4.05
1697948542.46,174.97,4.05
1697948543.47,174.97,4.05
1697948544.47,174.97,4.05
1697948545.47,174.97,4.05
1697948546.47,174.97,4.05
1697948547.47,174.97,4.05
1697948548.47,174.97,4.05
1697948549.48,174.97,4.05
1697948550.48,174.97,4.05
1697948551.48,174.97,4.05
1697948552.48,174.97,4.05
1697948553.48,174.97,4.05
1697948554.48,174.97,4.05
1697948555.49,174.97,4.05
1697948556.49,174.97,4.05
1697948557.49,174.97,4.05
1697948558.49,174.97,4.05
1697948559.49,174.97,4.05
1697948560.49,174.97,4.05
1697948561.49,174.97,4.05
1697948562.50,174.97,4.05
1697948563.50,174.97,4.05
1697948564.50,174.97,4.05
1697948565.50,174.97,4.05
1697948566.50,174.97,4.05
1697948567.50,174.97,4.05
1697948568.51,174.97,4.05
1697948569.51,174.97,4.05
1697948570.51,174.98,4.05
1697948571.51,174.98,4.05
1697948572.51,174.98,4.05
1697948573.51,174.98,4.05
1697948574.51,174.98,4.05
1697948575.52,174.98,4.05
1697948576.52,174.98,4.05
1697948577.52,174.98,4.05
1697948578.52,174.98,4.05
1697948579.52,174.98,4.05
1697948580.52,174.98,4.05
1697948581.52,174.98,4.05
1697948582.53,174.98,4.05
1697948583.53,174.98,4.05
1697948584.53,174.98,4.05
1697948585.53,174.98,4.05
1697948586.53,174.98,4.05
1697948587.53,174.98,4.05
1697948588.53,174.98,4.05
1697948589.54,174.98,4.05
1697948590.54,174.98,4.05
1697948591.54,174.98,4.05
1697948592.54,174.98,4.05
1697948593.54,174.98,4.05
1697948594.54,174.98,4.05
1697948595.55,174.98,4.05
1697948596.55,174.98,4.05
1697948597.55,174.98,4.05
1697948598.55,174.98,4.05
1697948599.55,174.98,4.05
1697948600.55,174.98,4.05
1697948601.56,174.98,4.05
1697948602.56,174.98,4.05
1697948603.56,174.98,4.05
1697948604.56,174.98,4.05
1697948605.56,174.98,4.05
1697948606.56,174.98,4.05
1697948607.57,174.98,4.05
1697948608.57,174.98,4.05
1697948609.57,174.98,4.05
1697948610.57,174.98,4.05
1697948611.57,174.98,4.05
1697948612.57,174.98,4.05
1697948613.58,174.98,4.05
1697948614.58,174.98,4.06
1697948615.58,174.98,4.06
1697948616.58,174.98,4.06
1697948617.58,174.98,4.06
1697948618.58,174.98,4.06
1697948619.58,174.98,4.06
1697948620.58,174.98,4.06
1697948621.59,174.98,4.06
1697948622.59,174.98,4.06
1697948623.59,174.98,4.06
1697948624.59,174.98,4.06
1697948625.59,174.98,4.06
1697948626.59,174.98,4.06
1697948627.59,174.98,4.06
1697948628.60,174.98,4.06
1697948629.60,174.98,4.06
1697948630.60,174.98,4.06
1697948631.60,174.98,4.06
1697948632.60,174.98,4.06
1697948633.60,174.98,4.06
1697948634.60,174.98,4.06
1697948635.61,174.98,4.06
1697948636.61,174.98,4.06
1697948637.61,174.98,4.06
1697948638.61,174.98,4.06
1697948639.61,174.98,4.06
1697948640.61,174.98,4.06
1697948641.62,174.98,4.06
1697948642.62,174.98,4.06
1697948643.62,174.98,4.06
1697948644.62,174.98,4.06
1697948645.62,174.98,4.06
1697948646.62,174.98,4.06
1697948647.62,174.98,4.06
1697948648.63,174.98,4.06
1697948649.63,174.98,4.06
1697948650.63,174.98,4.06
1697948651.63,174.98,4.06
1697948652.63,174.98,4.06
1697948653.63,174.98,4.06
1697948654.64,174.98,4.06
1697948655.64,174.98,4.06
1697948656.64,174.98,4.06
1697948657.64,174.98,4.06
1697948658.64,174.99,4.06
1697948659.64,174.99,4.06
1697948660.65,174.99,4.06
1697948661.65,174.99,4.06
1697948662.65,174.99,4.06
1697948663.65,174.99,4.06
1697948664.65,174.99,4.06
1697948665.65,174.99,4.06
1697948666.66,174.99,4.06
1697948667.66,174.99,4.06
1697948668.66,174.99,4.06
1697948669.66,174.99,4.06
1697948670.66,174.99,4.06
1697948671.66,174.99,4.06
1697948672.66,174.99,4.06
1697948673.67,174.99,4.06
1697948674.67,174.99,4.06
1697948675.67,174.99,4.06
1697948676.67,174.99,4.06
1697948677.67,174.99,4.06
1697948678.67,174.99,4.06
1697948679.68,174.99,4.06
1697948680.68,174.99,4.06
1697948681.68,174.99,4.06
1697948682.68,174.99,4.06
1697948683.68,174.99,4.06
1697948684.68,174.99,4.06
1697948685.68,174.99,4.06
1697948686.69,174.99,4.06
1697948687.69,174.99,4.06
1697948688.69,174.99,4.06
1697948689.69,174.99,4.06
1697948690.69,174.99,4.06
1697948691.69,174.99,4.06
1697948692.70,174.99,4.06
1697948693.70,174.99,4.06
1697948694.70,174.99,4.06
1697948695.70,174.99,4.06
1697948696.70,174.99,4.06
1697948697.70,174.99,4.06
1697948698.70,174.99,4.06
1697948699.70,174.99,4.06
1697948700.71,174.99,4.06
1697948701.71,174.99,4.06
1697948702.71,174.99,4.06
1697948703.71,174.99,4.06
1697948704.71,174.99,4.06
1697948705.71,174.99,4.06
1697948706.71,174.99,4.06
1697948707.72,174.99,4.06
1697948708.72,174.99,4.06
1697948709.72,174.99,4.06
1697948710.72,174.99,4.06
1697948711.72,174.99,4.06
1697948712.72,174.99,4.06
1697948713.72,174.99,4.06
1697948714.73,174.99,4.06
1697948715.73,174.99,4.06
1697948716.73,174.99,4.06
1697948717.73,174.99,4.06
1697948718.73,174.99,4.06
1697948719.73,174.99,4.06
1697948720.73,174.99,4.06
1697948721.74,174.99,4.06
1697948722.74,174.99,4.06
1697948723.74,174.99,4.06
1697948724.74,174.99,4.06
1697948725.74,174.99,4.06
1697948726.74,174.99,4.06
1697948727.74,174.99,4.06
1697948728.75,174.99,4.06
1697948729.75,174.99,4.06
1697948730.75,174.99,4.06
1697948731.75,174.99,4.06
1697948732.75,174.99,4.06
1697948733.75,174.99,4.06
1697948734.75,174.99,4.06
1697948735.75,174.99,4.06
1697948736.76,174.99,4.06
1697948737.76,174.99,4.06
1697948738.76,174.99,4.06
1697948739.76,174.99,4.06
1697948740.76,174.99,4.06
1697948741.76,174.99,4.06
1697948742.76,174.99,4.06
1697948743.76,174.99,4.06
1697948744.77,174.99,4.06
1697948745.77,174.99,4.06
1697948746.77,174.99,4.06
1697948747.77,174.99,4.06
1697948748.77,174.99,4.06
1697948749.77,174.99,4.06
1697948750.78,174.99,4.06
1697948751.78,174.99,4.06
1697948752.78,174.99,4.06
1697948753.78,174.99,4.06
1697948754.78,174.99,4.06
1697948755.78,174.99,4.06
1697948756.78,174.99,4.06
1697948757.79,174.99,4.07
1697948758.79,174.99,4.07
1697948759.79,174.99,4.07
1697948760.79,174.99,4.07
1697948761.79,174.99,4.07
1697948762.79,174.99,4.07
1697948763.80,174.99,4.07
1697948764.80,174.99,4.07
1697948765.80,174.99,4.07
1697948766.80,174.99,4.07
1697948767.80,174.99,4.07
1697948768.80,174.99,4.07
1697948769.81,174.99,4.07
1697948770.81,174.99,4.07
1697948771.81,174.99,4.07
1697948772.81,174.99,4.07
1697948773.81,174.99,4.07
1697948774.81,174.99,4.07
1697948775.81,174.99,4.07
1697948776.82,174.99,4.07
1697948777.82,174.99,4.07
1697948778.82,174.99,4.07
1697948779.82,174.99,4.07
1697948780.82,174.99,4.07
1697948781.82,174.99,4.07
1697948782.82,174.99,4.07
1697948783.83,174.99,4.07
1697948784.83,174.99,4.07
1697948785.83,174.99,4.07
1697948786.83,174.99,4.07
1697948787.83,174.99,4.07
1697948788.83,174.99,4.07
1697948789.84,174.99,4.07
1697948790.84,174.99,4.07
1697948791.84,174.99,4.07
1697948792.84,174.99,4.07
1697948793.84,174.99,4.07
1697948794.84,174.99,4.07
1697948795.85,174.99,4.07
1697948796.85,174.99,4.07
1697948797.85,174.99,4.07
1697948798.85,174.99,4.07
1697948799.85,174.99,4.07
1697948800.85,174.99,4.07
1697948801.85,174.99,4.07
1697948802.86,174.99,4.07
1697948803.86,174.99,4.07
1697948804.86,174.99,4.07
1697948805.86,175.00,4.07
1697948806.86,175.00,4.07
1697948807.86,175.00,4.07
1697948808.86,175.00,4.07
1697948809.87,175.00,4.07
1697948810.87,175.00,4.07
1697948811.87,175.00,4.07
1697948812.87,175.00,4.07
1697948813.87,175.00,4.07
1697948814.87,175.00,4.07
1697948815.87,175.00,4.07
1697948816.88,175.00,4.07
1697948817.88,175.00,4.07
1697948818.88,175.00,4.07
1697948819.88,175.00,4.07
1697948820.88,175.00,4.07
1697948821.89,175.00,4.07
1697948822.89,175.00,4.07
1697948823.89,175.00,4.07
1697948824.89,175.00,4.07
1697948825.90,175.00,4.07
1697948826.90,175.00,4.07
1697948827.90,175.00,4.07
1697948828.90,175.00,4.07
1697948829.90,175.00,4.07
1697948830.90,175.00,4.07
1697948831.90,175.00,4.07
1697948832.91,175.00,4.07
1697948833.91,175.00,4.07
1697948834.91,175.00,4.07
1697948835.91,175.00,4.07
1697948836.91,175.00,4.07
1697948837.91,175.00,4.07
1697948838.91,175.00,4.07
1697948839.92,175.00,4.07
1697948840.92,175.00,4.07
1697948841.92,175.00,4.07
1697948842.92,175.00,4.07
1697948843.92,175.00,4.07
1697948844.92,175.00,4.07
1697948845.93,175.00,4.07
1697948846.93,175.00,4.07
1697948847.93,175.00,4.07
1697948848.93,175.00,4.07
1697948849.93,175.00,4.07
1697948850.93,175.00,4.07
1697948851.93,175.00,4.07
1697948852.94,175.00,4.07
1697948853.94,175.00,4.07
1697948854.94,175.00,4.07
1697948855.94,175.00,4.07
1697948856.94,175.00,4.07
1697948857.94,175.00,4.07
1697948858.94,175.00,4.07
1697948859.95,175.00,4.07
1697948860.95,175.00,4.07
1697948861.95,175.00,4.08
1697948862.95,175.00,4.08
1697948863.95,175.00,4.08
1697948864.95,175.00,4.08
1697948865.96,175.00,4.08
1697948866.96,175.00,4.08
1697948867.96,175.00,4.08
1697948868.96,175.00,4.08
1697948869.96,175.00,4.08
1697948870.96,175.00,4.08
1697948871.96,175.00,4.08
1697948872.97,175.00,4.08
1697948873.97,175.00,4.08
1697948874.97,175.00,4.08
1697948875.97,175.01,4.08
1697948876.97,175.01,4.08
1697948877.97,175.01,4.08
1697948878.97,175.01,4.08
1697948879.98,175.01,4.08
1697948880.98,175.01,4.08
1697948881.98,175.01,4.08
1697948882.98,175.01,4.08
1697948883.98,175.01,4.08
1697948884.98,175.01,4.08
1697948885.99,175.01,4.08
1697948886.99,175.01,4.08
1697948887.99,175.01,4.08
1697948888.99,175.01,4.08
1697948889.99,175.01,4.08
1697948890.99,175.01,4.08
1697948891.99,175.01,4.08
1697948893.00,175.01,4.08
1697948894.00,175.01,4.08
1697948895.00,175.01,4.08
1697948896.00,175.01,4.08
1697948897.00,175.01,4.08
1697948898.00,175.01,4.08
1697948899.00,175.01,4.08
1697948900.01,175.01,4.08
1697948901.01,175.01,4.08
1697948902.01,175.01,4.08
1697948903.01,175.01,4.08
1697948904.01,175.01,4.08
1697948905.01,175.01,4.08
1697948906.02,175.01,4.08
1697948907.02,175.01,4.08
1697948908.02,175.01,4.08
1697948909.02,175.01,4.08
1697948910.02,175.01,4.08
1697948911.02,175.01,4.08
1697948912.02,175.01,4.08
1697948913.03,175.01,4.08
1697948914.03,175.01,4.08
1697948915.03,175.01,4.08
1697948916.03,175.01,4.08
1697948917.03,175.01,4.08
1697948918.03,175.01,4.08
1697948919.04,175.01,4.08
1697948920.04,175.01,4.08
1697948921.04,175.01,4.08
1697948922.04,175.01,4.08
1697948923.04,175.01,4.08
1697948924.04,175.01,4.08
1697948925.05,175.01,4.08
1697948926.05,175.01,4.08
1697948927.05,175.01,4.08
1697948928.05,175.01,4.08
1697948929.05,175.01,4.08
1697948930.05,175.01,4.08
1697948931.05,175.01,4.08
1697948932.06,175.01,4.08
1697948933.06,175.01,4.08
1697948934.06,175.01,4.08
1697948935.06,175.01,4.08
1697948936.06,175.01,4.08
1697948937.06,175.01,4.08
1697948938.06,175.01,4.08
1697948939.06,175.01,4.08
1697948940.07,175.01,4.08
1697948941.07,175.01,4.08
1697948942.07,175.01,4.08
1697948943.07,175.01,4.08
1697948944.07,175.01,4.08
1697948945.07,175.01,4.08
1697948946.08,175.01,4.08
1697948947.08,175.01,4.08
1697948948.08,175.01,4.08
1697948949.08,175.01,4.08
1697948950.08,175.01,4.08
1697948951.08,175.01,4.08
1697948952.08,175.01,4.08
1697948953.08,175.01,4.08
1697948954.09,175.01,4.08
1697948955.09,175.01,4.08
1697948956.09,175.01,4.08
1697948957.09,175.01,4.08
1697948958.09,175.01,4.08
1697948959.09,175.01,4.08
1697948960.09,175.01,4.08
1697948961.09,175.01,4.08
1697948962.10,175.01,4.08
1697948963.10,175.01,4.08
1697948964.10,175.01,4.08
1697948965.10,175.01,4.08
1697948966.10,175.01,4.08
1697948967.10,175.01,4.08
1697948968.10,175.01,4.08
1697948969.11,175.01,4.08
1697948970.11,175.01,4.08
1697948971.11,175.01,4.08
1697948972.11,175.01,4.08
1697948973.11,175.01,4.08
1697948974.11,175.01,4.08
1697948975.11,175.01,4.08
1697948976.12,175.01,4.08
1697948977.12,175.01,4.08
1697948978.12,175.01,4.08
1697948979.12,175.01,4.08
1697948980.12,175.01,4.08
1697948981.12,175.01,4.08
1697948982.13,175.01,4.08
1697948983.13,175.01,4.08
1697948984.13,175.01,4.08
1697948985.13,175.01,4.08
1697948986.13,175.01,4.08
1697948987.13,175.01,4.08
1697948988.13,175.01,4.08
1697948989.14,175.01,4.08
1697948990.14,175.01,4.08
1697948991.14,175.01,4.08
1697948992.14,175.01,4.08
1697948993.14,175.01,4.08
1697948994.14,175.01,4.08
1697948995.14,175.01,4.08
1697948996.15,175.01,4.08
1697948997.15,175.01,4.08
1697948998.15,175.01,4.08
1697948999.15,175.01,4.08
1697949000.15,175.01,4.09
1697949001.15,175.01,4.09
1697949002.15,175.01,4.09
1697949003.15,175.01,4.09
1697949004.16,175.01,4.09
1697949005.16,175.01,4.09
1697949006.16,175.01,4.09
1697949007.16,175.02,4.09
1697949008.16,175.02,4.09
1697949009.16,175.02,4.09
1697949010.16,175.02,4.09
1697949011.17,175.02,4.09
1697949012.17,175.02,4.09
1697949013.17,175.02,4.09
1697949014.17,175.02,4.09
1697949015.17,175.02,4.09
1697949016.17,175.02,4.09
1697949017.17,175.02,4.09
1697949018.18,175.02,4.09
1697949019.18,175.02,4.09
1697949020.18,175.02,4.09
1697949021.18,175.02,4.09
1697949022.18,175.02,4.09
1697949023.18,175.02,4.09
1697949024.18,175.02,4.09
1697949025.19,175.02,4.09
1697949026.19,175.02,4.09
1697949027.19,175.02,4.09
1697949028.19,175.02,4.09
1697949029.19,175.02,4.09
1697949030.19,175.02,4.09
1697949031.20,175.02,4.09
1697949032.20,175.02,4.09
1697949033.20,175.02,4.09
1697949034.20,175.02,4.09
1697949035.20,175.02,4.09
1697949036.20,175.02,4.09
1697949037.20,175.02,4.09
1697949038.20,175.02,4.09
1697949039.21,175.02,4.09
1697949040.21,175.02,4.09
1697949041.21,175.02,4.09
1697949042.21,175.02,4.09
1697949043.21,175.02,4.09
1697949044.21,175.02,4.09
1697949045.22,175.02,4.09
1697949046.22,175.02,4.09
1697949047.22,175.02,4.09
1697949048.22,175.02,4.09
1697949049.22,175.02,4.09
1697949050.22,175.02,4.09
1697949051.22,175.02,4.09
1697949052.23,175.02,4.09
1697949053.23,175.02,4.09
1697949054.23,175.02,4.09
1697949055.23,175.02,4.09
1697949056.23,175.02,4.09
1697949057.23,175.02,4.09
1697949058.23,175.02,4.09
1697949059.23,175.02,4.09
1697949060.24,175.02,4.09
1697949061.24,175.02,4.09
1697949062.24,175.02,4.09
1697949063.24,175.02,4.09
1697949064.24,175.02,4.09
1697949065.24,175.02,4.09
1697949066.24,175.02,4.09
1697949067.25,175.02,4.09
1697949068.25,175.02,4.09
1697949069.25,175.02,4.09
1697949070.25,175.02,4.09
1697949071.25,175.02,4.09
1697949072.25,175.02,4.09
1697949073.25,175.02,4.09
1697949074.26,175.02,4.09
1697949075.26,175.02,4.09
1697949076.26,175.02,4.09
1697949077.26,175.02,4.09
1697949078.26,175.02,4.09
1697949079.26,175.02,4.09
1697949080.26,175.02,4.09
1697949081.26,175.02,4.09
1697949082.27,175.02,4.09
1697949083.27,175.02,4.09
1697949084.27,175.02,4.09
1697949085.27,175.02,4.09
1697949086.27,175.02,4.09
1697949087.27,175.02,4.09
1697949088.27,175.02,4.09
1697949089.28,175.02,4.09
1697949090.28,175.02,4.09
1697949091.28,175.02,4.09
1697949092.28,175.02,4.09
1697949093.28,175.02,4.09
1697949094.28,175.02,4.09
1697949095.28,175.02,4.09
1697949096.29,175.02,4.09
