TICKS,Memoryper%
1697948815.86,36.60
1697948816.86,36.60
1697948817.86,36.60
1697948818.86,36.60
1697948819.86,36.60
1697948820.87,36.30
1697948821.87,36.50
1697948822.87,36.70
1697948823.87,36.80
1697948824.87,36.80
1697948825.87,36.80
1697948826.87,36.80
1697948827.88,36.80
1697948828.88,36.80
1697948829.88,36.80
1697948830.88,36.80
1697948831.88,36.80
1697948832.88,36.50
1697948833.88,36.70
1697948834.89,36.70
1697948835.89,36.80
1697948836.89,36.60
1697948837.89,36.50
1697948838.89,36.50
1697948839.89,36.50
1697948840.89,36.50
1697948841.90,36.50
1697948842.90,36.50
1697948843.90,36.50
1697948844.90,36.50
1697948845.90,36.50
1697948846.90,36.50
1697948847.91,36.50
1697948848.91,36.50
1697948849.91,36.60
1697948850.91,36.60
1697948851.91,36.60
1697948852.91,36.80
1697948853.92,36.90
1697948854.92,36.70
1697948855.92,36.70
1697948856.92,36.50
1697948857.92,36.50
1697948858.92,36.50
1697948859.92,36.50
1697948860.93,36.40
1697948861.93,36.40
1697948862.93,36.40
1697948863.93,36.40
1697948864.93,36.60
1697948865.93,36.60
1697948866.94,36.60
1697948867.94,36.60
1697948868.94,36.50
1697948869.94,36.50
1697948870.94,36.50
1697948871.94,36.50
1697948872.94,36.50
1697948873.95,36.50
1697948874.95,36.50
1697948875.95,36.50
1697948876.95,36.50
1697948877.95,36.50
1697948878.95,36.50
1697948879.95,36.50
1697948880.96,36.50
1697948881.96,36.50
1697948882.96,36.50
1697948883.96,36.50
1697948884.96,36.50
1697948885.96,36.50
1697948886.97,36.50
1697948887.97,36.50
1697948888.97,36.50
1697948889.97,36.50
1697948890.97,36.50
1697948891.97,36.50
1697948892.97,36.50
1697948893.98,36.70
1697948894.98,36.70
1697948895.98,36.70
1697948896.98,36.70
1697948897.98,36.60
1697948898.98,36.60
1697948899.98,36.60
1697948900.99,36.50
1697948901.99,36.40
1697948902.99,36.40
1697948903.99,36.60
1697948904.99,36.50
1697948905.99,36.60
1697948906.99,36.60
1697948908.00,36.50
1697948909.00,36.50
1697948910.00,36.50
1697948911.00,36.50
1697948912.00,36.50
1697948913.00,36.50
1697948914.00,36.50
1697948915.01,36.50
1697948916.01,36.50
1697948917.01,36.50
1697948918.01,36.50
1697948919.01,36.50
1697948920.01,36.50
1697948921.01,36.50
1697948922.02,36.50
1697948923.02,36.50
1697948924.02,36.50
1697948925.02,36.50
1697948926.02,36.50
1697948927.02,36.50
1697948928.02,36.40
1697948929.03,36.40
1697948930.03,36.40
1697948931.03,36.40
1697948932.03,36.40
1697948933.03,36.40
1697948934.03,36.40
1697948935.03,36.40
1697948936.04,36.40
1697948937.04,36.40
1697948938.04,36.50
1697948939.04,36.50
1697948940.04,36.40
1697948941.04,35.40
1697948942.04,35.40
1697948943.04,35.40
1697948944.05,35.40
1697948945.05,35.20
1697948946.05,35.10
1697948947.05,35.50
1697948948.05,35.50
1697948949.05,35.50
1697948950.06,35.50
1697948951.06,35.30
1697948952.06,35.30
1697948953.06,35.30
1697948954.06,35.30
1697948955.06,35.20
1697948956.06,35.20
1697948957.06,35.20
1697948958.07,35.20
1697948959.07,35.20
1697948960.07,35.20
1697948961.07,35.20
1697948962.07,35.20
1697948963.07,35.20
1697948964.08,35.20
1697948965.08,35.20
1697948966.08,35.20
1697948967.08,35.20
1697948968.08,35.20
1697948969.08,35.20
1697948970.08,35.20
1697948971.09,35.20
1697948972.09,35.20
1697948973.09,35.20
1697948974.09,35.20
1697948975.09,35.20
1697948976.09,35.20
1697948977.10,35.20
1697948978.10,35.20
1697948979.10,35.20
1697948980.10,35.20
1697948981.10,35.20
1697948982.10,35.20
1697948983.10,35.20
1697948984.11,35.20
1697948985.11,35.20
1697948986.11,35.20
1697948987.11,35.20
1697948988.11,35.20
1697948989.11,35.20
1697948990.11,35.10
1697948991.12,35.10
1697948992.12,35.10
1697948993.12,35.10
1697948994.12,35.10
1697948995.12,35.20
1697948996.12,35.20
1697948997.13,35.20
1697948998.13,35.20
1697948999.13,35.20
1697949000.13,35.20
1697949001.13,35.20
1697949002.13,35.20
1697949003.13,35.20
1697949004.14,35.20
1697949005.14,35.20
1697949006.14,35.20
1697949007.14,35.20
1697949008.14,35.20
1697949009.14,35.20
1697949010.15,35.20
1697949011.15,35.20
1697949012.15,35.20
1697949013.15,35.20
1697949014.15,35.20
1697949015.15,35.20
1697949016.15,35.20
1697949017.15,35.20
1697949018.16,35.20
1697949019.16,35.20
1697949020.16,35.20
1697949021.16,35.20
1697949022.16,35.20
1697949023.16,35.20
1697949024.16,35.10
1697949025.16,35.00
1697949026.17,35.00
1697949027.17,35.00
1697949028.17,35.00
1697949029.17,35.10
1697949030.17,35.10
1697949031.17,34.90
1697949032.18,34.90
1697949033.18,34.90
1697949034.18,34.90
1697949035.18,34.90
1697949036.18,34.90
1697949037.18,34.90
1697949038.18,34.90
1697949039.18,34.90
1697949040.19,34.90
1697949041.19,34.90
1697949042.19,34.80
1697949043.19,34.80
1697949044.19,34.80
1697949045.19,34.80
1697949046.19,34.80
1697949047.20,34.80
1697949048.20,34.80
1697949049.20,34.80
1697949050.20,34.80
1697949051.20,34.80
1697949052.20,34.80
1697949053.20,34.80
1697949054.21,34.90
1697949055.21,34.90
1697949056.21,34.90
1697949057.21,34.90
1697949058.21,34.90
1697949059.21,34.90
1697949060.22,34.90
1697949061.22,34.90
1697949062.22,34.90
1697949063.22,34.90
1697949064.22,34.90
1697949065.22,34.90
1697949066.22,34.90
1697949067.23,34.90
1697949068.23,34.90
1697949069.23,34.90
1697949070.23,34.90
1697949071.23,34.90
1697949072.23,34.90
1697949073.23,34.90
1697949074.24,35.00
1697949075.24,34.90
1697949076.24,34.90
1697949077.24,34.90
1697949078.24,34.90
1697949079.24,34.90
1697949080.24,34.90
1697949081.25,35.00
1697949082.25,35.00
1697949083.25,35.00
1697949084.25,35.00
1697949085.25,34.90
1697949086.25,34.90
1697949087.25,34.90
1697949088.25,34.90
1697949089.26,34.90
1697949090.26,34.90
1697949091.26,34.90
1697949092.26,34.90
1697949093.26,34.90
1697949094.26,34.90
1697949095.26,34.90
1697949096.27,34.90
1697949097.27,34.90
1697949098.27,34.90
1697949099.27,34.90
1697949100.27,34.90
1697949101.27,34.90
1697949102.27,34.90
1697949103.28,34.90
1697949104.28,34.90
1697949105.28,34.90
1697949106.28,34.90
1697949107.28,34.90
1697949108.28,34.90
1697949109.28,34.90
1697949110.28,34.90
1697949111.29,34.90
1697949112.29,34.90
1697949113.29,34.90
1697949114.29,34.90
1697949115.29,34.90
1697949116.29,34.90
1697949117.29,35.00
1697949118.30,35.00
1697949119.30,35.00
1697949120.30,35.00
1697949121.30,35.00
1697949122.30,35.00
1697949123.30,35.00
1697949124.30,34.90
1697949125.31,34.90
1697949126.31,34.90
1697949127.31,34.90
1697949128.31,34.90
1697949129.31,34.90
1697949130.31,34.90
1697949131.32,34.90
1697949132.32,34.90
1697949133.32,34.90
1697949134.32,34.90
1697949135.32,34.90
1697949136.32,34.90
1697949137.32,34.90
1697949138.33,34.90
1697949139.33,34.90
1697949140.33,34.90
1697949141.33,34.90
1697949142.33,34.80
1697949143.33,34.80
1697949144.33,34.90
1697949145.34,34.90
1697949146.34,34.90
1697949147.34,34.90
1697949148.34,34.90
1697949149.34,34.90
1697949150.34,34.90
1697949151.34,34.90
1697949152.35,35.10
1697949153.35,35.10
1697949154.35,35.10
1697949155.35,35.10
1697949156.35,35.00
1697949157.35,34.90
1697949158.36,34.90
1697949159.36,34.90
1697949160.36,34.90
1697949161.36,34.90
1697949162.36,34.90
1697949163.36,34.90
1697949164.36,34.90
1697949165.37,34.90
1697949166.37,34.90
1697949167.37,34.80
1697949168.37,34.80
1697949169.37,34.80
1697949170.37,34.80
1697949171.37,34.80
1697949172.38,34.80
1697949173.38,34.80
1697949174.38,34.80
1697949175.38,34.80
1697949176.38,34.80
1697949177.38,34.80
1697949178.38,34.80
1697949179.39,34.80
1697949180.39,34.80
1697949181.39,34.80
1697949182.39,35.00
1697949183.39,35.20
1697949184.40,35.30
1697949185.40,35.00
1697949186.40,35.00
1697949187.40,35.00
1697949188.40,35.00
1697949189.40,35.00
1697949190.41,35.00
1697949191.41,35.00
1697949192.41,35.00
1697949193.41,35.00
1697949194.41,35.00
1697949195.41,35.00
1697949196.41,35.00
1697949197.42,35.00
1697949198.42,34.90
1697949199.42,34.90
1697949200.42,34.90
1697949201.42,34.90
1697949202.42,34.90
1697949203.42,34.90
1697949204.43,34.90
1697949205.43,34.90
1697949206.43,34.90
1697949207.43,34.90
1697949208.43,34.90
1697949209.43,34.90
1697949210.43,34.90
1697949211.44,34.90
1697949212.44,34.90
1697949213.44,34.90
1697949214.44,34.80
1697949215.44,34.80
1697949216.44,34.80
1697949217.44,34.80
1697949218.44,34.80
1697949219.45,34.80
1697949220.45,34.80
1697949221.45,34.80
1697949222.45,34.80
1697949223.45,34.80
1697949224.45,34.80
1697949225.46,34.80
1697949226.46,34.80
1697949227.46,34.80
1697949228.46,34.80
1697949229.46,34.80
1697949230.46,34.80
1697949231.46,34.80
1697949232.46,34.80
1697949233.47,34.80
1697949234.47,34.80
1697949235.47,34.80
1697949236.47,34.80
1697949237.47,34.80
1697949238.47,34.80
1697949239.47,34.80
1697949240.48,34.80
1697949241.48,34.80
1697949242.48,34.90
1697949243.48,34.80
1697949244.48,34.80
1697949245.48,34.80
1697949246.48,34.80
1697949247.49,34.80
1697949248.49,34.80
1697949249.49,34.80
1697949250.49,34.80
1697949251.49,34.80
1697949252.49,34.80
1697949253.49,34.90
1697949254.50,34.90
1697949255.50,34.90
1697949256.50,34.80
1697949257.50,34.80
1697949258.50,34.80
1697949259.50,34.80
1697949260.50,34.80
1697949261.51,34.70
1697949262.51,34.80
1697949263.51,34.80
1697949264.51,34.80
1697949265.51,34.80
1697949266.51,34.80
1697949267.52,34.80
1697949268.52,34.80
1697949269.52,34.80
1697949270.52,34.80
1697949271.52,34.80
1697949272.52,34.80
1697949273.52,34.80
1697949274.53,34.80
1697949275.53,34.80
1697949276.53,34.80
1697949277.53,34.80
1697949278.53,34.80
1697949279.53,34.90
1697949280.53,34.80
1697949281.54,34.80
1697949282.54,34.80
1697949283.54,34.70
1697949284.54,34.70
1697949285.54,34.70
1697949286.54,34.80
1697949287.54,34.80
1697949288.55,34.80
1697949289.55,34.80
1697949290.55,34.80
1697949291.55,34.80
1697949292.55,34.80
1697949293.55,34.80
1697949294.55,34.80
1697949295.56,34.80
1697949296.56,34.80
1697949297.56,34.80
1697949298.56,34.70
1697949299.56,34.70
1697949300.56,34.80
1697949301.56,34.80
1697949302.57,34.80
1697949303.57,34.80
1697949304.57,34.70
1697949305.57,34.70
1697949306.57,34.70
1697949307.57,34.90
1697949308.57,34.90
1697949309.58,34.90
1697949310.58,34.90
1697949311.58,34.80
1697949312.58,35.00
1697949313.58,35.00
1697949314.58,35.00
1697949315.58,35.00
1697949316.58,35.00
1697949317.59,34.90
1697949318.59,34.90
1697949319.59,34.90
1697949320.59,34.90
1697949321.59,34.90
1697949322.59,35.00
1697949323.60,35.00
1697949324.60,35.00
1697949325.60,35.00
1697949326.60,34.90
1697949327.60,34.90
1697949328.60,34.90
1697949329.60,34.90
1697949330.61,34.90
1697949331.61,34.90
1697949332.61,34.90
1697949333.61,34.90
1697949334.61,34.90
1697949335.61,34.90
1697949336.61,34.90
1697949337.62,35.00
1697949338.62,35.00
1697949339.62,35.00
1697949340.62,35.00
1697949341.62,34.90
1697949342.62,34.90
1697949343.62,34.90
1697949344.63,34.90
1697949345.63,35.00
1697949346.63,35.00
1697949347.63,35.00
1697949348.63,35.00
1697949349.63,35.00
1697949350.63,35.00
1697949351.64,35.00
1697949352.64,35.00
1697949353.64,35.00
1697949354.64,35.00
1697949355.64,34.90
1697949356.64,34.90
1697949357.64,35.00
1697949358.65,35.00
1697949359.65,35.00
1697949360.65,35.00
1697949361.65,35.00
1697949362.65,35.00
1697949363.65,35.00
1697949364.66,35.00
1697949365.66,35.00
1697949366.66,35.00
1697949367.66,34.90
1697949368.66,34.90
1697949369.66,34.90
1697949370.66,35.00
1697949371.67,35.00
1697949372.67,35.00
1697949373.67,35.00
1697949374.67,35.00
1697949375.67,35.00
1697949376.67,35.00
1697949377.67,35.00
1697949378.68,35.00
1697949379.68,35.00
1697949380.68,35.00
1697949381.68,34.90
1697949382.68,34.90
1697949383.68,34.90
1697949384.68,34.90
1697949385.69,34.90
1697949386.69,34.90
1697949387.69,34.90
1697949388.69,34.90
1697949389.69,34.90
1697949390.69,34.90
1697949391.69,34.90
1697949392.70,34.90
1697949393.70,34.90
1697949394.70,35.00
1697949395.70,34.90
1697949396.70,34.90
1697949397.70,34.90
1697949398.71,34.90
1697949399.71,34.90
1697949400.71,34.90
1697949401.71,34.90
1697949402.71,34.90
1697949403.71,34.90
1697949404.71,34.90
1697949405.72,34.90
1697949406.72,34.90
1697949407.72,34.90
1697949408.72,34.90
1697949409.72,34.90
1697949410.72,34.90
1697949411.72,35.00
1697949412.73,35.20
1697949413.73,35.20
1697949414.73,35.20
1697949415.73,35.20
1697949416.73,35.20
1697949417.73,35.30
1697949418.73,35.20
1697949419.74,35.20
1697949420.74,35.00
1697949421.74,35.00
1697949422.74,35.00
1697949423.74,35.00
1697949424.74,35.00
1697949425.75,35.00
1697949426.75,35.00
1697949427.75,35.00
1697949428.75,35.00
1697949429.75,35.00
1697949430.75,35.00
1697949431.75,35.00
1697949432.76,35.00
1697949433.76,35.00
1697949434.76,35.00
1697949435.76,35.00
1697949436.76,35.00
1697949437.76,35.00
1697949438.76,35.00
1697949439.77,35.00
1697949440.77,35.00
1697949441.77,35.00
1697949442.77,35.00
1697949443.77,35.00
1697949444.77,35.00
1697949445.77,35.00
1697949446.78,35.00
1697949447.78,35.00
1697949448.78,35.00
1697949449.78,35.00
1697949450.78,35.00
1697949451.78,35.00
1697949452.78,35.00
1697949453.79,35.00
1697949454.79,35.00
1697949455.79,35.00
1697949456.79,35.00
1697949457.79,35.00
1697949458.79,35.00
1697949459.79,35.00
1697949460.80,35.00
1697949461.80,35.00
1697949462.80,35.00
1697949463.80,34.90
1697949464.80,34.90
1697949465.80,34.90
1697949466.80,34.90
1697949467.81,35.00
1697949468.81,35.00
1697949469.81,35.00
1697949470.81,35.00
1697949471.81,35.00
1697949472.81,35.10
1697949473.82,35.10
1697949474.82,35.10
1697949475.82,35.10
1697949476.82,35.00
1697949477.82,35.00
1697949478.82,35.00
1697949479.82,35.00
1697949480.83,35.00
1697949481.83,35.00
1697949482.83,35.20
1697949483.83,35.20
1697949484.83,35.20
1697949485.83,35.20
1697949486.83,35.00
1697949487.84,35.00
1697949488.84,35.00
1697949489.84,35.00
1697949490.84,35.10
1697949491.84,35.10
1697949492.84,35.10
1697949493.85,35.10
1697949494.85,35.10
1697949495.85,35.10
1697949496.85,35.10
1697949497.85,35.10
1697949498.85,35.10
1697949499.85,35.10
1697949500.85,35.20
1697949501.86,35.30
1697949502.86,35.30
1697949503.86,35.30
1697949504.86,35.20
1697949505.86,35.10
1697949506.86,35.30
1697949507.86,35.30
1697949508.87,35.20
1697949509.87,35.20
1697949510.87,35.30
1697949511.87,35.30
1697949512.87,35.30
1697949513.87,35.30
1697949514.88,35.30
1697949515.88,35.30
1697949516.88,35.30
1697949517.88,35.30
1697949518.88,35.30
1697949519.88,35.30
1697949520.88,35.30
1697949521.89,35.30
1697949522.89,35.40
1697949523.89,35.40
1697949524.89,35.40
1697949525.89,35.40
1697949526.89,35.40
1697949527.89,35.40
1697949528.89,35.40
1697949529.90,35.40
1697949530.90,35.40
1697949531.90,35.40
1697949532.90,35.40
1697949533.90,35.40
1697949534.90,35.40
1697949535.90,35.40
1697949536.91,35.40
1697949537.91,35.40
1697949538.91,35.40
1697949539.91,35.40
1697949540.91,35.80
1697949541.91,35.80
1697949542.92,36.00
1697949543.92,35.80
1697949544.92,35.80
1697949545.92,35.80
1697949546.92,35.80
1697949547.92,35.80
1697949548.92,35.80
1697949549.93,36.00
1697949550.93,35.90
1697949551.93,35.90
1697949552.93,35.80
1697949553.93,35.90
1697949554.93,35.70
1697949555.93,35.70
1697949556.94,35.70
1697949557.94,35.70
1697949558.94,35.80
1697949559.94,35.70
1697949560.94,35.70
1697949561.94,35.70
1697949562.95,35.80
1697949563.95,35.80
1697949564.95,35.80
1697949565.95,35.90
1697949566.95,35.90
1697949567.95,36.10
1697949568.95,36.00
1697949569.96,36.00
1697949570.96,35.90
1697949571.96,35.90
1697949572.96,36.00
1697949573.96,36.00
1697949574.96,36.00
1697949575.96,36.00
1697949576.97,35.80
1697949577.97,35.80
1697949578.97,35.90
1697949579.97,35.90
1697949580.97,35.90
1697949581.97,35.70
1697949582.97,35.70
1697949583.98,35.70
1697949584.98,35.70
1697949585.98,35.70
1697949586.98,35.90
1697949587.98,35.90
1697949588.98,35.90
1697949589.99,35.90
1697949590.99,35.70
1697949591.99,35.70
1697949592.99,35.90
1697949593.99,35.90
1697949594.99,36.00
1697949596.00,35.60
1697949597.00,35.50
1697949598.00,35.50
1697949599.00,35.50
1697949600.00,35.50
1697949601.00,35.40
1697949602.00,35.40
1697949603.01,35.40
1697949604.01,35.40
1697949605.01,35.40
1697949606.01,35.40
1697949607.01,35.40
1697949608.01,35.40
1697949609.01,35.40
1697949610.02,35.40
1697949611.02,35.40
1697949612.02,35.40
1697949613.02,35.40
1697949614.02,35.40
1697949615.02,35.40
1697949616.02,35.40
1697949617.03,35.40
1697949618.03,35.40
1697949619.03,35.40
1697949620.03,35.50
1697949621.03,35.50
1697949622.03,35.50
1697949623.03,35.50
1697949624.04,35.50
1697949625.04,35.40
1697949626.04,35.40
1697949627.04,35.40
1697949628.04,35.40
1697949629.04,35.40
1697949630.05,35.40
1697949631.05,35.40
1697949632.05,35.40
1697949633.05,35.40
1697949634.05,35.40
1697949635.05,35.40
1697949636.05,35.40
1697949637.06,35.40
1697949638.06,35.40
1697949639.06,35.40
1697949640.06,35.40
1697949641.06,35.40
1697949642.06,35.40
1697949643.06,35.40
1697949644.07,35.50
1697949645.07,35.50
1697949646.07,35.50
1697949647.07,35.70
1697949648.07,35.70
1697949649.07,35.80
1697949650.07,35.90
1697949651.07,35.90
1697949652.08,35.90
1697949653.08,35.90
1697949654.08,35.90
1697949655.08,36.00
1697949656.08,36.00
1697949657.08,36.10
1697949658.08,36.10
1697949659.09,35.90
1697949660.09,35.90
1697949661.09,36.00
1697949662.09,35.70
1697949663.09,35.70
1697949664.09,35.70
1697949665.09,35.80
1697949666.10,35.70
1697949667.10,35.70
1697949668.10,35.70
1697949669.10,35.70
1697949670.10,35.70
1697949671.10,35.70
1697949672.10,35.70
1697949673.11,35.70
1697949674.11,35.70
1697949675.11,35.70
1697949676.11,35.80
1697949677.11,35.80
1697949678.11,35.80
1697949679.11,35.90
1697949680.12,35.90
1697949681.12,36.00
1697949682.12,36.00
1697949683.12,36.00
1697949684.12,36.00
1697949685.12,36.00
1697949686.13,36.00
1697949687.13,35.90
1697949688.13,35.90
1697949689.13,35.90
1697949690.13,35.90
1697949691.13,35.70
1697949692.13,35.70
1697949693.14,35.60
1697949694.14,35.60
1697949695.14,35.60
1697949696.14,35.60
1697949697.14,35.60
1697949698.14,35.70
1697949699.14,35.70
1697949700.15,35.30
1697949701.15,35.30
1697949702.15,35.30
1697949703.15,35.20
1697949704.15,35.20
1697949705.15,35.20
1697949706.15,35.20
1697949707.16,35.20
1697949708.16,35.20
1697949709.16,35.20
1697949710.16,35.20
1697949711.16,35.20
1697949712.16,35.20
1697949713.16,35.20
1697949714.17,35.20
1697949715.17,35.20
1697949716.17,35.30
1697949717.17,35.30
1697949718.17,35.30
1697949719.17,35.40
1697949720.18,35.20
1697949721.18,35.30
1697949722.18,35.40
1697949723.18,35.40
1697949724.18,35.40
1697949725.18,35.50
1697949726.18,35.50
1697949727.18,35.50
1697949728.19,35.60
1697949729.19,35.50
1697949730.19,35.30
1697949731.19,35.30
1697949732.19,35.40
1697949733.19,35.40
1697949734.20,35.40
1697949735.20,35.40
1697949736.20,35.40
1697949737.20,35.40
1697949738.20,35.30
1697949739.20,35.40
1697949740.20,35.40
1697949741.21,35.40
1697949742.21,35.40
1697949743.21,35.40
1697949744.21,35.40
1697949745.21,35.40
1697949746.21,35.40
1697949747.22,35.40
1697949748.22,35.40
1697949749.22,35.40
1697949750.22,35.50
1697949751.22,35.50
1697949752.22,35.50
1697949753.23,35.50
1697949754.23,35.50
1697949755.23,35.50
1697949756.23,35.50
1697949757.23,35.40
1697949758.23,35.40
1697949759.23,35.50
1697949760.24,35.50
1697949761.24,35.50
1697949762.24,35.60
1697949763.24,35.70
1697949764.24,35.70
1697949765.24,35.50
1697949766.24,35.40
1697949767.25,35.40
1697949768.25,35.30
1697949769.25,35.30
1697949770.25,35.20
1697949771.25,35.20
1697949772.25,35.20
1697949773.25,35.30
1697949774.26,35.30
1697949775.26,35.30
1697949776.26,35.40
1697949777.26,35.40
1697949778.26,35.40
1697949779.26,35.60
1697949780.26,35.50
1697949781.26,35.50
1697949782.27,35.50
1697949783.27,35.40
1697949784.27,35.40
1697949785.27,35.40
1697949786.27,35.40
1697949787.27,35.30
1697949788.28,35.30
1697949789.28,35.30
1697949790.28,35.30
1697949791.28,35.40
1697949792.28,35.30
1697949793.28,35.30
1697949794.29,35.30
1697949795.29,35.30
1697949796.29,35.30
1697949797.29,35.30
1697949798.29,35.30
1697949799.29,35.30
1697949800.30,35.30
1697949801.30,35.30
1697949802.30,35.30
1697949803.30,35.30
1697949804.30,35.30
1697949805.30,35.30
1697949806.30,35.30
1697949807.31,35.30
1697949808.31,35.30
1697949809.31,35.30
1697949810.31,35.30
1697949811.31,35.30
1697949812.31,35.30
1697949813.31,35.50
1697949814.32,35.50
1697949815.32,35.40
1697949816.32,35.30
1697949817.32,35.20
1697949818.32,35.20
1697949819.32,35.20
1697949820.32,35.20
1697949821.33,35.20
1697949822.33,35.20
1697949823.33,35.20
1697949824.33,35.20
1697949825.33,35.20
1697949826.33,35.20
1697949827.34,35.20
1697949828.34,35.20
1697949829.34,35.20
1697949830.34,35.20
1697949831.34,35.20
1697949832.34,35.20
1697949833.35,35.20
1697949834.35,35.20
1697949835.35,35.20
1697949836.35,35.20
1697949837.35,35.20
1697949838.35,35.20
1697949839.36,35.20
1697949840.36,35.20
1697949841.36,35.20
1697949842.36,35.20
1697949843.36,35.30
1697949844.36,35.40
1697949845.36,35.50
1697949846.37,35.50
1697949847.37,35.50
1697949848.37,35.50
1697949849.37,35.40
1697949850.37,35.40
1697949851.37,35.40
1697949852.37,35.80
1697949853.38,35.70
1697949854.38,35.90
1697949855.38,35.90
1697949856.38,35.90
1697949857.38,35.80
1697949858.38,35.70
1697949859.38,35.80
1697949860.39,35.80
1697949861.39,35.90
1697949862.39,35.90
1697949863.39,35.80
1697949864.39,35.80
1697949865.39,35.80
1697949866.39,35.80
1697949867.40,35.80
1697949868.40,35.70
1697949869.40,35.90
1697949870.40,36.00
1697949871.40,36.00
1697949872.40,36.10
1697949873.40,36.20
1697949874.41,36.10
1697949875.41,36.10
1697949876.41,36.10
1697949877.41,36.10
1697949878.41,36.00
1697949879.41,35.90
1697949880.41,36.00
1697949881.42,36.00
1697949882.42,36.00
1697949883.42,35.90
1697949884.42,35.90
1697949885.42,35.90
1697949886.42,35.80
1697949887.43,35.80
1697949888.43,35.90
1697949889.43,35.90
1697949890.43,35.90
1697949891.43,36.00
1697949892.43,36.00
1697949893.44,36.00
1697949894.44,36.00
1697949895.44,36.10
1697949896.44,35.90
1697949897.44,36.00
1697949898.44,35.90
1697949899.44,36.10
1697949900.45,36.00
1697949901.45,36.00
1697949902.45,36.00
1697949903.45,35.90
1697949904.45,35.90
1697949905.45,35.90
1697949906.46,35.90
1697949907.46,36.10
1697949908.46,36.10
1697949909.46,36.10
1697949910.46,36.10
1697949911.46,36.10
1697949912.46,36.10
1697949913.47,36.10
1697949914.47,36.00
1697949915.47,36.00
1697949916.47,36.00
1697949917.47,36.10
1697949918.47,36.10
1697949919.47,36.10
1697949920.48,36.10
1697949921.48,36.10
1697949922.48,36.10
1697949923.48,36.10
1697949924.48,36.10
1697949925.48,36.10
1697949926.49,36.10
1697949927.49,36.10
1697949928.49,36.10
1697949929.49,36.10
1697949930.49,36.20
1697949931.49,36.20
1697949932.49,36.20
1697949933.50,36.20
1697949934.50,36.10
1697949935.50,35.80
1697949936.50,35.80
1697949937.50,35.80
1697949938.50,35.80
1697949939.50,35.90
1697949940.50,35.90
1697949941.51,35.90
1697949942.51,35.90
1697949943.51,35.90
1697949944.51,35.90
1697949945.51,35.90
1697949946.51,35.90
1697949947.51,35.90
1697949948.51,35.90
1697949949.52,36.00
1697949950.52,36.00
1697949951.52,36.00
1697949952.52,36.00
1697949953.52,35.90
1697949954.52,35.90
1697949955.52,35.90
1697949956.53,35.90
1697949957.53,35.90
1697949958.53,35.90
1697949959.53,35.90
1697949960.53,35.80
1697949961.53,35.80
1697949962.54,35.80
1697949963.54,35.80
1697949964.54,35.90
1697949965.54,35.90
1697949966.54,35.90
1697949967.54,35.90
1697949968.54,35.90
1697949969.55,35.90
1697949970.55,35.80
1697949971.55,35.80
1697949972.55,35.80
1697949973.55,35.80
1697949974.55,35.80
1697949975.55,35.80
1697949976.56,35.80
1697949977.56,35.70
1697949978.56,35.70
1697949979.56,36.00
1697949980.56,36.00
1697949981.56,36.00
1697949982.57,36.00
1697949983.57,35.90
1697949984.57,35.90
1697949985.57,35.90
1697949986.57,35.90
1697949987.57,35.80
1697949988.57,35.80
1697949989.57,35.90
1697949990.58,35.90
1697949991.58,35.90
1697949992.58,35.90
1697949993.58,35.90
1697949994.58,35.90
1697949995.58,35.90
1697949996.58,35.90
1697949997.59,35.90
1697949998.59,35.90
1697949999.59,35.90
1697950000.59,35.90
1697950001.59,35.90
1697950002.59,35.90
1697950003.60,35.90
1697950004.60,35.90
1697950005.60,35.90
1697950006.60,35.90
1697950007.60,35.90
1697950008.60,35.90
1697950009.60,35.90
1697950010.60,35.90
1697950011.61,35.90
1697950012.61,35.90
1697950013.61,35.90
1697950014.61,35.90
1697950015.61,35.80
1697950016.61,35.80
1697950017.61,35.80
1697950018.62,35.90
1697950019.62,35.90
1697950020.62,35.90
1697950021.62,35.90
1697950022.62,35.90
1697950023.62,35.90
1697950024.62,35.90
1697950025.63,35.90
1697950026.63,35.90
1697950027.63,35.90
1697950028.63,35.90
1697950029.63,35.90
1697950030.63,35.90
1697950031.63,35.90
1697950032.64,35.90
1697950033.64,36.00
1697950034.64,36.00
1697950035.64,36.00
1697950036.64,36.00
1697950037.64,35.80
1697950038.65,35.70
1697950039.65,35.90
1697950040.65,35.90
1697950041.65,35.90
1697950042.65,35.90
1697950043.65,35.80
1697950044.65,35.80
1697950045.66,35.80
1697950046.66,35.90
1697950047.66,35.90
1697950048.66,35.90
1697950049.66,35.90
1697950050.66,35.90
1697950051.66,35.90
1697950052.67,35.80
1697950053.67,35.80
1697950054.67,35.80
1697950055.67,35.80
1697950056.67,35.80
1697950057.67,35.80
1697950058.68,35.80
1697950059.68,35.80
1697950060.68,35.80
1697950061.68,35.80
1697950062.68,35.70
1697950063.68,35.80
1697950064.68,35.80
1697950065.69,35.80
1697950066.69,35.80
1697950067.69,35.80
1697950068.69,35.80
1697950069.69,35.80
1697950070.69,35.80
1697950071.69,35.80
1697950072.70,35.80
1697950073.70,35.80
1697950074.70,35.80
1697950075.70,35.80
1697950076.70,35.80
1697950077.70,35.80
1697950078.70,35.80
1697950079.71,35.80
1697950080.71,35.70
1697950081.71,35.70
1697950082.71,35.70
1697950083.71,35.70
1697950084.71,35.70
1697950085.72,35.70
1697950086.72,35.70
1697950087.72,35.70
