TICKS,Memoryper%
1697885709.23,34.30
1697885710.24,34.30
1697885711.24,34.30
1697885712.24,34.30
1697885713.24,34.30
1697885714.24,34.30
1697885715.24,34.30
1697885716.25,34.30
1697885717.25,34.30
1697885718.25,34.30
1697885719.25,34.30
1697885720.25,34.30
1697885721.25,34.30
1697885722.26,34.40
1697885723.26,34.40
1697885724.26,34.40
1697885725.26,34.30
1697885726.26,34.40
1697885727.27,34.40
1697885728.27,34.40
1697885729.27,34.40
1697885730.27,34.40
1697885731.27,34.40
1697885732.27,34.40
1697885733.28,34.40
1697885734.28,34.40
1697885735.28,34.40
1697885736.28,34.40
1697885737.28,34.40
1697885738.28,34.40
1697885739.28,34.40
1697885740.29,34.40
1697885741.29,34.40
1697885742.29,34.40
1697885743.29,34.40
1697885744.29,34.40
1697885745.29,34.40
1697885746.30,34.40
1697885747.30,34.40
1697885748.30,34.40
1697885749.30,34.40
1697885750.30,34.40
1697885751.30,34.40
1697885752.30,34.40
1697885753.31,34.40
1697885754.31,34.30
1697885755.31,34.30
1697885756.31,34.30
1697885757.31,34.30
1697885758.31,34.30
1697885759.32,34.30
1697885760.32,34.30
1697885761.32,34.30
1697885762.32,34.30
1697885763.32,34.30
1697885764.32,34.30
1697885765.32,34.30
1697885766.32,34.30
1697885767.33,34.30
1697885768.33,34.30
1697885769.33,34.30
1697885770.33,34.30
1697885771.33,34.30
1697885772.33,34.30
1697885773.33,34.30
1697885774.34,34.30
1697885775.34,34.30
1697885776.34,34.30
1697885777.34,34.30
1697885778.34,34.30
1697885779.34,34.30
1697885780.35,34.30
1697885781.35,34.30
1697885782.35,34.30
1697885783.35,34.30
1697885784.35,34.30
1697885785.35,34.30
1697885786.35,34.30
1697885787.36,34.30
1697885788.36,34.30
1697885789.36,34.30
1697885790.36,34.30
1697885791.36,34.30
1697885792.36,34.30
1697885793.37,34.30
1697885794.37,34.30
1697885795.37,34.30
1697885796.37,34.30
1697885797.37,34.30
1697885798.37,34.30
1697885799.37,34.30
1697885800.38,34.30
1697885801.38,34.40
1697885802.38,34.40
1697885803.38,34.40
1697885804.38,34.40
1697885805.38,34.40
1697885806.39,34.40
1697885807.39,34.40
1697885808.39,34.40
1697885809.39,34.40
1697885810.39,34.40
1697885811.39,34.40
1697885812.39,34.40
1697885813.40,34.40
1697885814.40,34.40
1697885815.40,34.40
1697885816.40,34.40
1697885817.40,34.40
1697885818.40,34.40
1697885819.40,34.40
1697885820.41,34.40
1697885821.41,34.40
1697885822.41,34.40
1697885823.41,34.40
1697885824.41,34.40
1697885825.41,34.40
1697885826.42,34.40
1697885827.42,34.40
1697885828.42,34.40
1697885829.42,34.40
1697885830.42,34.40
1697885831.42,34.40
1697885832.43,34.40
1697885833.43,34.40
1697885834.43,34.40
1697885835.43,34.40
1697885836.43,34.40
1697885837.43,34.40
1697885838.43,34.40
1697885839.44,34.40
1697885840.44,34.40
1697885841.44,34.40
1697885842.44,34.40
1697885843.44,34.40
1697885844.44,34.40
1697885845.45,34.40
1697885846.45,34.40
1697885847.45,34.40
1697885848.45,34.40
1697885849.45,34.50
1697885850.45,34.50
1697885851.45,34.50
1697885852.46,34.50
1697885853.46,34.50
1697885854.46,34.50
1697885855.46,34.50
1697885856.46,34.50
1697885857.46,34.50
1697885858.47,34.40
1697885859.47,34.40
1697885860.47,34.40
1697885861.47,34.30
1697885862.47,34.30
1697885863.47,34.30
1697885864.47,34.30
1697885865.48,34.30
1697885866.48,34.30
1697885867.48,34.30
1697885868.48,34.30
1697885869.48,34.30
1697885870.48,34.30
1697885871.49,34.30
1697885872.49,34.30
1697885873.49,34.30
1697885874.49,34.30
1697885875.49,34.30
1697885876.49,34.30
1697885877.49,34.30
1697885878.50,34.30
1697885879.50,34.30
1697885880.50,34.30
1697885881.50,34.30
1697885882.50,34.30
1697885883.50,34.30
1697885884.51,34.30
1697885885.51,34.30
1697885886.51,34.30
1697885887.51,34.30
1697885888.51,34.30
1697885889.51,34.30
1697885890.52,34.30
1697885891.52,34.30
1697885892.52,34.30
1697885893.52,34.30
1697885894.52,34.30
1697885895.52,34.30
1697885896.52,34.30
1697885897.53,34.30
1697885898.53,34.30
1697885899.53,34.30
1697885900.53,34.30
1697885901.53,34.30
1697885902.53,34.30
1697885903.54,34.30
1697885904.54,34.30
1697885905.54,34.30
1697885906.54,34.30
1697885907.54,34.30
1697885908.54,34.30
1697885909.54,34.30
1697885910.55,34.30
1697885911.55,34.30
1697885912.55,34.30
1697885913.55,34.30
1697885914.55,34.30
1697885915.55,34.30
1697885916.55,34.30
1697885917.56,34.30
1697885918.56,34.30
1697885919.56,34.40
1697885920.56,34.40
1697885921.56,34.40
1697885922.56,34.40
1697885923.57,34.40
1697885924.57,34.40
1697885925.57,34.40
1697885926.57,34.40
1697885927.57,34.40
1697885928.57,34.40
1697885929.58,34.40
1697885930.58,34.40
1697885931.58,34.40
1697885932.58,34.40
1697885933.58,34.40
1697885934.58,34.40
1697885935.59,34.40
1697885936.59,34.40
1697885937.59,34.40
1697885938.59,34.40
1697885939.59,34.40
1697885940.59,34.40
1697885941.59,34.40
1697885942.60,34.40
1697885943.60,34.40
1697885944.60,34.40
1697885945.60,34.40
1697885946.60,34.40
1697885947.60,34.40
1697885948.61,34.40
1697885949.61,34.40
1697885950.61,34.40
1697885951.61,34.30
1697885952.61,34.30
1697885953.61,34.30
1697885954.61,34.30
1697885955.61,34.30
1697885956.62,34.30
1697885957.62,34.30
1697885958.62,34.30
1697885959.62,34.30
1697885960.62,34.30
1697885961.62,34.30
1697885962.63,34.30
1697885963.63,34.30
1697885964.63,34.30
1697885965.63,34.30
1697885966.63,34.30
1697885967.63,34.30
1697885968.63,34.30
1697885969.64,34.30
1697885970.64,34.30
1697885971.64,34.30
1697885972.64,34.30
1697885973.64,34.30
1697885974.64,34.30
1697885975.64,34.30
1697885976.65,34.30
1697885977.65,34.30
1697885978.65,34.30
1697885979.65,34.30
1697885980.65,34.30
1697885981.65,34.30
1697885982.66,34.30
1697885983.66,34.30
1697885984.66,34.30
1697885985.66,34.30
1697885986.66,34.30
1697885987.66,34.30
1697885988.66,34.30
1697885989.67,34.30
1697885990.67,34.30
1697885991.67,34.30
1697885992.67,34.30
1697885993.67,34.30
1697885994.67,34.30
1697885995.67,34.30
1697885996.68,34.30
1697885997.68,34.30
1697885998.68,34.30
1697885999.68,34.30
1697886000.68,34.30
1697886001.68,34.30
1697886002.68,34.30
1697886003.69,34.30
1697886004.69,34.30
1697886005.69,34.30
1697886006.69,34.30
1697886007.69,34.30
1697886008.69,34.30
1697886009.69,34.30
1697886010.70,34.30
1697886011.70,34.30
1697886012.70,34.30
1697886013.70,34.30
1697886014.70,34.30
1697886015.70,34.30
1697886016.71,34.30
1697886017.71,34.30
1697886018.71,34.30
1697886019.71,34.30
1697886020.71,34.30
1697886021.71,34.30
1697886022.71,34.30
1697886023.72,34.30
1697886024.72,34.30
1697886025.72,34.30
1697886026.72,34.30
1697886027.72,34.30
1697886028.72,34.30
1697886029.73,34.30
1697886030.73,34.30
1697886031.73,34.30
1697886032.73,34.30
1697886033.73,34.30
1697886034.73,34.30
1697886035.73,34.40
1697886036.74,34.40
1697886037.74,34.30
1697886038.74,34.40
1697886039.74,34.40
1697886040.74,34.40
1697886041.74,34.40
1697886042.75,34.40
1697886043.75,34.40
1697886044.75,34.40
1697886045.75,34.40
1697886046.75,34.40
1697886047.75,34.40
1697886048.75,34.40
1697886049.76,34.40
1697886050.76,34.40
1697886051.76,34.40
1697886052.76,34.30
1697886053.76,34.30
1697886054.76,34.30
1697886055.76,34.30
1697886056.77,34.30
1697886057.77,34.30
1697886058.77,34.30
1697886059.77,34.30
1697886060.77,34.30
1697886061.77,34.30
1697886062.78,34.30
1697886063.78,34.30
1697886064.78,34.30
1697886065.78,34.30
1697886066.78,34.30
1697886067.78,34.30
1697886068.78,34.30
1697886069.79,34.30
1697886070.79,34.30
1697886071.79,34.30
1697886072.79,34.30
1697886073.79,34.30
1697886074.79,34.30
1697886075.80,34.30
1697886076.80,34.30
1697886077.80,34.30
1697886078.80,34.30
1697886079.80,34.30
1697886080.80,34.30
1697886081.80,34.30
1697886082.81,34.30
1697886083.81,34.30
1697886084.81,34.30
1697886085.81,34.30
1697886086.81,34.30
1697886087.81,34.30
1697886088.81,34.30
1697886089.82,34.30
1697886090.82,34.30
1697886091.82,34.30
1697886092.82,34.30
1697886093.82,34.30
1697886094.82,34.30
1697886095.82,34.30
1697886096.83,34.30
1697886097.83,34.30
1697886098.83,34.30
1697886099.83,34.30
1697886100.83,34.30
1697886101.83,34.30
1697886102.83,34.30
1697886103.84,34.30
1697886104.84,34.30
1697886105.84,34.30
1697886106.84,34.30
1697886107.84,34.30
1697886108.84,34.30
1697886109.85,34.30
1697886110.85,34.30
1697886111.85,34.30
1697886112.85,34.30
1697886113.85,34.30
1697886114.85,34.30
1697886115.85,34.30
1697886116.86,34.30
1697886117.86,34.40
1697886118.86,34.40
1697886119.86,34.40
1697886120.86,34.40
1697886121.86,34.40
1697886122.86,34.40
1697886123.87,34.40
1697886124.87,34.40
1697886125.87,34.40
1697886126.87,34.40
1697886127.87,34.40
1697886128.87,34.40
1697886129.87,34.40
1697886130.88,34.40
1697886131.88,34.40
1697886132.88,34.40
1697886133.88,34.40
1697886134.88,34.40
1697886135.88,34.40
1697886136.88,34.40
1697886137.89,34.40
1697886138.89,34.40
1697886139.89,34.40
1697886140.89,34.40
1697886141.89,34.40
1697886142.89,34.40
1697886143.89,34.40
1697886144.90,34.40
1697886145.90,34.40
1697886146.90,34.40
1697886147.90,34.40
1697886148.90,34.40
1697886149.90,34.40
1697886150.91,34.40
1697886151.91,34.30
1697886152.91,34.30
1697886153.91,34.30
1697886154.91,34.30
1697886155.91,34.30
1697886156.91,34.30
1697886157.92,34.30
1697886158.92,34.30
1697886159.92,34.30
1697886160.92,34.30
1697886161.92,34.30
1697886162.92,34.30
1697886163.93,34.30
1697886164.93,34.30
1697886165.93,34.30
1697886166.93,34.30
1697886167.93,34.30
1697886168.93,34.20
1697886169.94,34.20
1697886170.94,34.20
1697886171.94,34.20
1697886172.94,34.20
1697886173.94,34.20
1697886174.94,34.20
1697886175.94,34.20
1697886176.95,34.20
1697886177.95,34.20
1697886178.95,34.20
1697886179.95,34.20
1697886180.95,34.20
1697886181.95,34.20
1697886182.96,34.20
1697886183.96,34.20
1697886184.96,34.20
1697886185.96,34.20
1697886186.96,34.20
1697886187.96,34.20
1697886188.96,34.20
1697886189.97,34.20
1697886190.97,34.30
1697886191.97,34.30
1697886192.97,34.30
1697886193.97,34.30
1697886194.97,34.30
1697886195.97,34.30
1697886196.98,34.30
1697886197.98,34.30
1697886198.98,34.30
1697886199.98,34.30
1697886200.98,34.30
1697886201.98,34.30
1697886202.98,34.30
1697886203.99,34.30
1697886204.99,34.30
1697886205.99,34.30
1697886206.99,34.30
1697886207.99,34.30
1697886208.99,34.30
1697886209.99,34.30
1697886211.00,34.30
1697886212.00,34.30
1697886213.00,34.30
1697886214.00,34.30
1697886215.00,34.30
1697886216.00,34.30
1697886217.00,34.30
1697886218.01,34.30
1697886219.01,34.30
1697886220.01,34.30
1697886221.01,34.30
1697886222.01,34.30
1697886223.01,34.30
1697886224.02,34.30
1697886225.02,34.30
1697886226.02,34.30
1697886227.02,34.30
1697886228.02,34.30
1697886229.02,34.30
1697886230.02,34.30
1697886231.02,34.30
1697886232.02,34.30
1697886233.03,34.30
1697886234.03,34.30
1697886235.03,34.30
1697886236.03,34.30
1697886237.03,34.30
1697886238.03,34.30
1697886239.04,34.50
1697886240.04,34.50
1697886241.04,34.50
1697886242.04,34.50
1697886243.04,34.40
1697886244.04,34.40
1697886245.04,34.40
1697886246.05,34.40
1697886247.05,34.40
1697886248.05,34.30
1697886249.05,34.30
1697886250.05,34.30
1697886251.05,34.30
1697886252.06,34.30
1697886253.06,34.30
1697886254.06,34.30
1697886255.06,34.30
1697886256.06,34.30
1697886257.06,34.30
1697886258.06,34.30
1697886259.06,34.30
1697886260.07,34.30
1697886261.07,34.30
1697886262.07,34.30
1697886263.07,34.30
1697886264.07,34.30
1697886265.07,34.30
1697886266.07,34.30
1697886267.08,34.30
1697886268.08,34.30
1697886269.08,34.30
1697886270.08,34.30
1697886271.08,34.30
1697886272.08,34.40
1697886273.09,34.40
1697886274.09,34.40
1697886275.09,34.40
1697886276.09,34.40
1697886277.09,34.40
1697886278.09,34.40
1697886279.09,34.40
1697886280.10,34.40
1697886281.10,34.40
1697886282.10,34.40
1697886283.10,34.40
1697886284.10,34.40
1697886285.10,34.40
1697886286.10,34.40
1697886287.11,34.40
1697886288.11,34.40
1697886289.11,34.40
1697886290.11,34.40
1697886291.11,34.40
1697886292.11,34.40
1697886293.11,34.40
1697886294.12,34.40
1697886295.12,34.40
1697886296.12,34.40
1697886297.12,34.40
1697886298.12,34.40
1697886299.12,34.40
1697886300.12,34.40
1697886301.13,34.40
1697886302.13,34.40
1697886303.13,34.40
1697886304.13,34.40
1697886305.13,34.40
1697886306.13,34.40
1697886307.13,34.40
1697886308.14,34.40
1697886309.14,34.40
1697886310.14,34.40
1697886311.14,34.40
1697886312.14,34.40
1697886313.14,34.40
1697886314.15,34.40
1697886315.15,34.40
1697886316.15,34.40
1697886317.15,34.40
1697886318.15,34.40
1697886319.15,34.40
1697886320.16,34.40
1697886321.16,34.40
1697886322.16,34.40
1697886323.16,34.40
1697886324.16,34.40
1697886325.16,34.40
1697886326.16,34.40
1697886327.17,34.40
1697886328.17,34.40
1697886329.17,34.40
1697886330.17,34.50
1697886331.17,34.50
1697886332.18,34.50
1697886333.18,34.40
1697886334.18,34.40
1697886335.18,34.50
1697886336.18,34.50
1697886337.18,34.50
1697886338.18,34.50
1697886339.19,34.50
1697886340.19,34.50
1697886341.19,34.50
1697886342.19,34.50
1697886343.19,34.50
1697886344.19,34.50
1697886345.20,34.50
1697886346.20,34.50
1697886347.20,34.40
1697886348.20,34.30
1697886349.20,34.30
1697886350.20,34.30
1697886351.20,34.30
1697886352.21,34.30
1697886353.21,34.30
1697886354.21,34.30
1697886355.21,34.30
1697886356.21,34.30
1697886357.21,34.30
1697886358.22,34.30
1697886359.22,34.30
1697886360.22,34.30
1697886361.22,34.30
1697886362.22,34.30
1697886363.22,34.30
1697886364.22,34.30
1697886365.23,34.30
1697886366.23,34.30
1697886367.23,34.30
1697886368.23,34.30
1697886369.23,34.30
1697886370.23,34.30
1697886371.24,34.30
1697886372.24,34.30
1697886373.24,34.30
1697886374.24,34.30
1697886375.24,34.30
1697886376.24,34.40
1697886377.24,34.40
1697886378.25,34.40
1697886379.25,34.40
1697886380.25,34.40
1697886381.25,34.40
1697886382.25,34.40
1697886383.25,34.40
1697886384.25,34.30
1697886385.26,34.30
1697886386.26,34.30
1697886387.26,34.30
1697886388.26,34.30
1697886389.26,34.30
1697886390.26,34.30
1697886391.27,34.30
1697886392.27,34.30
1697886393.27,34.30
1697886394.27,34.30
1697886395.27,34.30
1697886396.27,34.30
1697886397.27,34.30
1697886398.28,34.30
1697886399.28,34.30
1697886400.28,34.30
1697886401.28,34.30
1697886402.28,34.30
1697886403.28,34.30
1697886404.29,34.30
1697886405.29,34.30
1697886406.29,34.30
1697886407.29,34.30
1697886408.29,34.30
1697886409.29,34.30
1697886410.29,34.30
1697886411.30,34.40
1697886412.30,34.40
1697886413.30,34.40
1697886414.30,34.40
1697886415.30,34.30
1697886416.30,34.40
1697886417.31,34.40
1697886418.31,34.40
1697886419.31,34.40
1697886420.31,34.40
1697886421.31,34.40
1697886422.31,34.40
1697886423.31,34.40
1697886424.32,34.40
1697886425.32,34.40
1697886426.32,34.40
1697886427.32,34.40
1697886428.32,34.40
1697886429.32,34.40
1697886430.32,34.40
1697886431.33,34.40
1697886432.33,34.40
1697886433.33,34.40
1697886434.33,34.40
1697886435.33,34.40
1697886436.33,34.40
1697886437.34,34.40
1697886438.34,34.40
1697886439.34,34.40
1697886440.34,34.40
1697886441.34,34.40
1697886442.34,34.40
1697886443.35,34.40
1697886444.35,34.40
1697886445.35,34.40
1697886446.35,34.40
1697886447.35,34.40
1697886448.35,34.40
1697886449.35,34.30
1697886450.36,34.30
1697886451.36,34.30
1697886452.36,34.30
1697886453.36,34.30
1697886454.36,34.30
1697886455.36,34.30
1697886456.36,34.30
1697886457.37,34.30
1697886458.37,34.30
1697886459.37,34.30
1697886460.37,34.30
1697886461.37,34.30
1697886462.37,34.30
1697886463.38,34.40
1697886464.38,34.40
1697886465.38,34.40
1697886466.38,34.40
1697886467.38,34.40
1697886468.38,34.40
1697886469.38,34.40
1697886470.39,34.40
1697886471.39,34.40
1697886472.39,34.40
1697886473.39,34.40
1697886474.39,34.40
1697886475.39,34.40
1697886476.39,34.40
1697886477.39,34.40
1697886478.40,34.40
1697886479.40,34.40
1697886480.40,34.40
1697886481.40,34.40
1697886482.40,34.40
1697886483.40,34.40
1697886484.41,34.40
1697886485.41,34.40
1697886486.41,34.40
1697886487.41,34.40
1697886488.41,34.40
1697886489.41,34.40
1697886490.42,34.40
1697886491.42,34.40
1697886492.42,34.40
1697886493.42,34.40
1697886494.42,34.40
1697886495.42,34.40
1697886496.42,34.40
1697886497.42,34.40
1697886498.43,34.40
1697886499.43,34.40
1697886500.43,34.40
1697886501.43,34.40
1697886502.43,34.40
1697886503.43,34.50
1697886504.44,34.50
1697886505.44,34.40
1697886506.44,34.40
1697886507.44,34.40
1697886508.44,34.40
1697886509.44,34.40
1697886510.44,34.40
1697886511.45,34.40
1697886512.45,34.40
1697886513.45,34.40
1697948348.16,34.60
1697948349.16,35.60
1697948350.17,35.60
1697948351.17,35.20
1697948352.17,35.30
1697948353.17,35.20
1697948354.17,35.10
1697948355.17,35.10
1697948356.18,35.10
1697948357.18,35.00
1697948358.18,35.10
1697948359.18,35.00
1697948360.18,35.20
1697948361.18,35.20
1697948362.19,34.70
1697948363.19,34.70
1697948364.19,34.70
1697948365.19,34.70
1697948366.19,34.70
1697948367.19,34.70
1697948368.19,34.70
1697948369.20,34.70
1697948370.20,34.70
1697948371.20,34.60
1697948372.20,34.60
1697948373.20,34.60
1697948374.20,34.60
1697948375.20,34.60
1697948376.21,34.60
1697948377.21,34.60
1697948378.21,34.60
1697948379.21,34.60
1697948380.21,34.60
1697948381.21,34.60
1697948382.22,34.60
1697948383.22,34.60
1697948384.22,34.60
1697948385.22,34.60
1697948386.22,34.60
1697948387.22,34.60
1697948388.22,34.60
1697948389.22,34.60
1697948390.23,34.60
1697948391.23,34.60
1697948392.23,34.60
1697948393.23,34.60
1697948394.23,34.60
1697948395.23,34.60
1697948396.23,34.60
1697948397.24,34.60
1697948398.24,34.60
1697948399.24,34.60
1697948400.24,34.60
1697948401.24,34.70
1697948402.24,34.70
1697948403.24,34.80
1697948404.25,36.00
1697948405.25,36.00
1697948406.25,36.00
1697948407.25,36.10
1697948408.25,36.10
1697948409.25,36.00
1697948410.25,36.00
1697948411.25,36.00
1697948412.26,35.90
1697948413.26,36.10
1697948414.26,36.00
1697948415.26,36.00
1697948416.26,35.90
1697948417.26,36.10
1697948418.26,36.20
1697948419.27,36.10
1697948420.27,36.10
1697948421.27,36.10
1697948422.27,36.00
1697948423.27,36.00
1697948424.27,35.90
1697948425.27,35.90
1697948426.28,36.00
1697948427.28,36.00
1697948428.28,35.80
1697948429.28,35.50
1697948430.28,35.40
1697948431.28,35.40
1697948432.29,35.30
1697948433.29,35.40
1697948434.29,35.40
1697948435.29,35.40
1697948436.29,35.40
1697948437.29,35.40
1697948438.29,35.40
1697948439.29,35.40
1697948440.30,35.50
1697948441.30,35.40
1697948442.30,35.50
1697948443.30,35.40
1697948444.30,35.40
1697948445.30,35.40
1697948446.30,35.40
1697948447.31,35.40
1697948448.31,35.40
1697948449.31,35.40
1697948450.31,35.30
1697948451.31,35.30
1697948452.31,35.30
1697948453.31,35.30
1697948454.32,35.30
1697948455.32,35.30
1697948456.32,35.40
1697948457.32,35.40
1697948458.32,35.40
1697948459.32,35.40
1697948460.33,35.40
1697948461.33,35.40
1697948462.33,35.40
1697948463.33,35.40
1697948464.33,35.30
1697948465.33,35.70
1697948466.34,35.90
1697948467.34,35.90
1697948468.34,35.90
1697948469.34,35.80
1697948470.34,35.80
1697948471.34,35.70
1697948472.34,35.70
1697948473.35,35.70
1697948474.35,35.80
1697948475.35,35.70
1697948476.35,35.70
1697948477.35,35.70
1697948478.35,35.70
1697948479.36,35.70
1697948480.36,35.70
1697948481.36,35.70
1697948482.36,35.60
1697948483.36,35.50
1697948484.36,35.50
1697948485.36,35.50
1697948486.37,35.50
1697948487.37,35.50
1697948488.37,35.50
1697948489.37,35.50
1697948490.37,35.50
1697948491.37,35.50
1697948492.37,35.50
1697948493.38,35.50
1697948494.38,35.50
1697948495.38,35.50
1697948496.38,35.50
1697948497.38,35.60
1697948498.38,35.60
1697948499.38,35.60
1697948500.39,35.60
1697948501.39,35.60
1697948502.39,35.60
1697948503.39,35.60
1697948504.39,35.60
1697948505.39,35.60
1697948506.39,35.60
1697948507.40,35.60
1697948508.40,35.90
1697948509.40,35.80
1697948510.40,36.00
1697948511.40,36.10
1697948512.40,36.10
1697948513.40,36.00
1697948514.41,36.00
1697948515.41,36.00
1697948516.41,36.20
1697948517.41,36.50
1697948518.41,36.50
1697948519.41,36.30
1697948520.41,36.30
1697948521.42,36.50
1697948522.42,36.20
1697948523.42,36.20
1697948524.42,36.30
1697948525.42,35.90
1697948526.42,36.20
1697948527.42,36.30
1697948528.43,36.30
1697948529.43,36.30
1697948530.43,36.10
1697948531.43,36.00
1697948532.43,36.20
1697948533.43,36.30
1697948534.43,36.30
1697948535.44,36.30
1697948536.44,36.20
1697948537.44,36.10
1697948538.44,36.10
1697948539.44,36.20
1697948540.44,36.50
1697948541.45,36.40
1697948542.45,36.40
1697948543.45,36.40
1697948544.45,36.30
1697948545.45,36.30
1697948546.45,36.40
1697948547.45,36.20
1697948548.46,36.20
1697948549.46,36.30
1697948550.46,36.30
1697948551.46,36.30
1697948552.46,36.70
1697948553.46,36.70
1697948554.47,36.70
1697948555.47,36.50
1697948556.47,36.50
1697948557.47,36.60
1697948558.47,36.60
1697948559.47,36.50
1697948560.48,36.80
1697948561.48,37.20
1697948562.48,37.00
1697948563.48,37.10
1697948564.48,37.10
1697948565.48,37.00
1697948566.49,37.00
1697948567.49,37.00
1697948568.49,37.00
1697948569.49,37.00
1697948570.49,37.10
1697948571.49,37.10
1697948572.49,37.20
1697948573.50,37.10
1697948574.50,37.10
1697948575.50,36.90
1697948576.50,36.90
1697948577.50,36.80
1697948578.50,36.70
1697948579.51,36.70
1697948580.51,36.60
1697948581.51,36.60
1697948582.51,36.60
1697948583.51,36.60
1697948584.51,36.60
1697948585.51,36.60
1697948586.52,36.60
1697948587.52,36.60
1697948588.52,36.60
1697948589.52,36.60
1697948590.52,36.60
1697948591.52,36.60
1697948592.52,36.70
1697948593.53,36.70
1697948594.53,36.70
1697948595.53,36.70
1697948596.53,36.70
1697948597.53,36.70
1697948598.53,36.70
1697948599.54,36.70
1697948600.54,36.70
1697948601.54,36.50
1697948602.54,36.50
1697948603.54,36.40
1697948604.54,36.40
1697948605.54,36.30
1697948606.54,36.30
1697948607.55,36.30
1697948608.55,36.30
1697948609.55,36.30
1697948610.55,36.30
1697948611.55,36.40
1697948612.55,36.40
1697948613.56,36.40
1697948614.56,36.40
1697948615.56,36.40
1697948616.56,36.40
1697948617.56,36.40
1697948618.56,36.40
1697948619.56,36.40
1697948620.57,36.40
1697948621.57,36.40
1697948622.57,36.40
1697948623.57,36.40
1697948624.57,36.40
1697948625.57,36.40
1697948626.57,36.40
1697948627.58,36.50
1697948628.58,36.60
1697948629.58,36.60
1697948630.58,36.60
1697948631.58,36.50
1697948632.58,36.50
1697948633.59,36.50
1697948634.59,36.50
1697948635.59,36.50
1697948636.59,36.50
1697948637.59,36.60
1697948638.59,36.60
1697948639.59,36.60
1697948640.60,36.50
1697948641.60,36.50
1697948642.60,36.50
1697948643.60,36.50
1697948644.60,36.50
1697948645.60,36.40
1697948646.60,36.40
1697948647.61,36.40
1697948648.61,36.30
1697948649.61,36.20
1697948650.61,36.20
1697948651.61,36.20
1697948652.61,36.20
1697948653.62,36.20
1697948654.62,36.20
1697948655.62,36.20
1697948656.62,36.20
1697948657.62,36.20
1697948658.62,36.10
1697948659.62,36.10
1697948660.63,36.10
1697948661.63,36.20
1697948662.63,36.20
1697948663.63,36.20
1697948664.63,36.20
1697948665.63,36.20
1697948666.64,36.20
1697948667.64,36.20
1697948668.64,36.20
1697948669.64,36.20
1697948670.64,36.20
1697948671.64,36.10
1697948672.64,36.10
1697948673.65,36.10
1697948674.65,36.20
1697948675.65,36.20
1697948676.65,36.20
1697948677.65,36.20
1697948678.65,36.20
1697948679.66,36.20
1697948680.66,36.20
1697948681.66,36.20
1697948682.66,36.20
1697948683.66,36.20
1697948684.66,36.20
1697948685.67,36.20
1697948686.67,36.20
1697948687.67,36.20
1697948688.67,36.20
1697948689.67,36.20
1697948690.67,36.20
1697948691.67,36.20
1697948692.68,36.20
1697948693.68,36.20
1697948694.68,36.10
1697948695.68,36.10
1697948696.68,36.10
1697948697.68,36.10
1697948698.68,36.10
1697948699.69,36.10
1697948700.69,36.10
1697948701.69,36.10
1697948702.69,36.50
1697948703.69,36.30
1697948704.69,36.30
1697948705.70,36.30
1697948706.70,36.30
1697948707.70,36.30
1697948708.70,36.30
1697948709.70,36.40
1697948710.70,36.40
1697948711.70,36.40
1697948712.70,36.40
1697948713.70,36.40
1697948714.71,36.40
1697948715.71,36.40
1697948716.71,36.40
1697948717.71,36.40
1697948718.71,36.40
1697948719.71,36.80
1697948720.71,36.90
1697948721.72,36.80
1697948722.72,36.90
1697948723.72,36.40
1697948724.72,36.40
1697948725.72,36.60
1697948726.72,36.70
1697948727.72,36.60
1697948728.73,36.60
1697948729.73,36.70
1697948730.73,36.70
1697948731.73,36.70
1697948732.73,36.70
1697948733.74,36.60
1697948734.74,36.60
1697948735.74,36.60
1697948736.74,36.60
1697948737.74,36.60
1697948738.74,36.60
1697948739.74,36.60
1697948740.74,36.60
1697948741.75,36.60
1697948742.75,36.70
1697948743.75,36.70
1697948744.75,36.70
1697948745.75,36.70
1697948746.75,36.70
1697948747.76,36.70
1697948748.76,36.60
1697948749.76,36.60
1697948750.76,36.60
1697948751.76,36.60
1697948752.76,36.60
1697948753.76,36.60
1697948754.77,36.60
1697948755.77,36.60
1697948756.77,36.70
1697948757.77,36.70
1697948758.77,36.70
1697948759.77,36.60
1697948760.77,36.30
1697948761.78,36.40
1697948762.78,36.30
1697948763.78,36.30
1697948764.78,36.30
1697948765.78,36.30
1697948766.78,36.30
1697948767.79,36.30
1697948768.79,36.30
1697948769.79,36.30
1697948770.79,36.30
1697948771.79,36.30
1697948772.79,36.50
1697948773.80,36.90
1697948774.80,36.70
1697948775.80,36.70
1697948776.80,36.70
1697948777.80,36.70
1697948778.80,36.70
1697948779.80,36.60
1697948780.81,36.60
1697948781.81,36.40
1697948782.81,36.40
1697948783.81,36.40
1697948784.81,36.40
1697948785.81,36.30
1697948786.81,36.30
1697948787.82,36.40
1697948788.82,36.40
1697948789.82,36.40
1697948790.82,36.40
1697948791.82,36.40
1697948792.82,36.40
1697948793.82,36.40
1697948794.83,36.40
1697948795.83,36.40
1697948796.83,36.40
1697948797.83,36.40
1697948798.83,36.40
1697948799.83,36.40
1697948800.83,36.40
1697948801.84,36.40
1697948802.84,36.50
1697948803.84,36.50
1697948804.84,36.50
1697948805.84,36.50
1697948806.85,36.50
1697948807.85,36.60
1697948808.85,36.50
1697948809.85,36.50
1697948810.85,36.50
1697948811.85,36.50
1697948812.85,36.50
1697948813.85,36.70
1697948814.86,36.60
