TICKS,CPU%,Memper%,Net_recv,Net_sent
1696912210.36,8.00,33.40,352.70,14.70
1696912211.87,0.00,33.40,352.70,14.70
1696912213.37,4.00,33.40,352.70,14.70
1696912214.87,6.00,33.40,352.70,14.70
1696912216.38,24.70,33.40,352.70,14.70
1696912217.88,0.00,33.40,352.70,14.70
1696912219.38,2.00,33.20,352.70,14.70
1696912220.88,2.00,33.20,352.70,14.70
1696912222.39,6.00,33.20,352.70,14.70
1696912223.89,12.00,33.30,352.70,14.70
1696912225.39,2.00,33.30,352.70,14.70
1696912226.90,0.00,33.30,352.70,14.70
1696912228.40,2.00,33.30,352.70,14.70
1696912229.90,4.00,33.40,352.70,14.70
1696912231.40,2.00,33.40,352.70,14.70
1696912232.91,5.80,33.40,352.70,14.70
1696912234.41,0.00,33.40,352.70,14.70
1696912235.91,2.00,33.40,352.70,14.70
1696912237.41,6.00,33.40,352.70,14.70
1696912238.92,12.00,33.40,352.70,14.70
1696912240.42,4.00,33.50,352.70,14.70
1696912241.92,0.00,33.50,352.70,14.70
1696912243.42,5.90,33.50,352.70,14.70
1696912244.93,2.00,33.50,352.70,14.70
1696912246.43,2.00,33.50,352.70,14.70
1696912247.93,0.00,33.50,352.70,14.70
1696912249.44,2.00,33.20,352.70,14.70
1696912250.94,2.00,33.30,352.70,14.70
1696912252.44,2.00,33.30,352.70,14.70
1696912253.94,10.00,33.30,352.70,14.70
1696912255.45,0.00,33.30,352.70,14.70
1696912256.95,2.00,33.40,352.70,14.70
1696912258.45,4.00,33.40,352.70,14.70
1696912259.95,5.90,33.40,352.70,14.70
1696912261.46,2.00,33.40,352.70,14.70
1696912262.96,0.00,33.50,352.70,14.70
1696912264.46,3.90,33.50,352.70,14.70
1696912265.96,2.00,33.50,352.70,14.70
1696912267.47,4.00,33.50,352.70,14.70
1696912268.97,8.10,33.50,352.70,14.70
1696912270.47,8.00,33.50,352.70,14.70
1696912271.98,2.00,33.50,352.70,14.70
1696912273.48,2.00,33.60,352.70,14.70
1696912274.98,6.00,33.40,352.70,14.70
1696912276.48,6.10,33.40,352.70,14.70
1696912277.99,0.00,33.40,352.70,14.70
1696912279.49,2.00,33.40,352.70,14.70
1696912280.99,0.00,33.40,352.70,14.70
1696912282.50,4.00,33.40,352.70,14.70
1696912284.00,10.00,33.40,352.70,14.70
1696912285.50,30.20,33.40,352.70,14.70
1696912287.00,0.00,33.40,352.70,14.70
1696912288.51,4.00,33.40,352.70,14.70
1696912290.01,7.90,33.40,352.70,14.70
1696912291.51,2.00,33.10,352.70,14.70
1696912293.01,0.00,33.20,352.70,14.70
1696912294.52,5.90,33.30,352.70,14.70
1696912296.02,2.00,33.30,352.70,14.70
1696912297.52,6.00,33.30,352.70,14.70
1696912299.03,8.10,33.30,352.70,14.70
1696912300.53,4.10,33.40,352.70,14.70
1696912302.03,2.00,33.40,352.70,14.70
1696912303.53,4.00,33.40,352.70,14.70
1696912305.04,4.00,33.40,352.70,14.70
1696912306.54,6.00,33.40,352.70,14.70
1696912308.04,0.00,33.50,352.70,14.70
1696912309.54,3.90,33.50,352.70,14.70
1696912311.05,0.00,33.50,352.70,14.70
1696912312.55,4.00,33.50,352.70,14.70
1696912314.05,10.00,33.50,352.70,14.70
1696912315.55,2.00,33.50,352.70,14.70
1696912317.06,0.00,33.60,352.70,14.70
1696912318.56,4.00,33.60,352.70,14.70
1696912320.06,6.00,33.20,352.70,14.70
1696912321.56,6.00,33.30,352.70,14.70
1696912323.07,2.00,33.40,352.70,14.70
1696912324.57,5.80,33.40,352.70,14.70
1696912326.07,2.00,33.40,352.70,14.70
1696912327.57,6.00,33.50,352.70,14.70
1696912329.08,8.00,33.50,352.70,14.70
1696912330.58,3.90,33.30,352.70,14.70
1696912332.08,0.00,33.40,352.70,14.70
1696912333.58,10.10,33.50,352.70,14.70
1696912335.09,6.00,33.60,352.70,14.70
1696912336.59,5.90,33.60,352.70,14.70
1696912338.09,3.90,33.60,352.70,14.70
1696912339.59,4.00,33.60,352.70,14.70
1696912341.10,0.00,33.60,352.70,14.70
1696912342.60,6.00,33.30,352.70,14.70
1696912344.10,10.10,33.30,352.70,14.70
1696912345.60,6.00,33.40,352.70,14.70
1696912347.11,0.00,33.40,352.70,14.70
1696912348.61,4.00,33.40,352.70,14.70
1696912350.11,6.00,33.20,352.70,14.70
1696912351.61,5.90,33.30,352.70,14.70
1696912353.12,0.00,33.40,352.70,14.70
1696912354.62,28.00,33.50,352.70,14.70
1696912356.12,0.00,33.30,352.70,14.70
1696912357.63,8.00,33.30,352.70,14.70
1696912359.13,11.80,33.40,352.70,14.70
1696912360.63,4.00,33.40,352.70,14.70
1696912362.13,0.00,33.40,352.70,14.70
1696912363.64,2.00,33.40,352.70,14.70
1696912365.14,4.00,33.40,352.70,14.70
1696912366.64,4.00,33.40,352.70,14.70
1696912368.15,2.00,33.40,352.70,14.70
1696912369.65,4.00,33.40,352.70,14.70
1696912371.15,2.00,33.40,352.70,14.70
1696912372.65,4.00,33.50,352.70,14.70
1696912374.16,10.10,33.50,352.70,14.70
1696912375.66,6.00,33.30,352.70,14.70
1696912377.16,2.00,33.40,352.70,14.70
1696912378.66,8.00,33.40,352.70,14.70
1696912380.17,4.00,33.40,352.70,14.70
1696912381.67,6.00,33.50,352.70,14.70
1696912383.17,0.00,33.50,352.70,14.70
1696912384.67,2.00,33.50,352.70,14.70
1696912386.18,0.00,33.50,352.70,14.70
1696912387.68,4.00,33.20,352.70,14.70
1696912389.18,12.00,33.30,352.70,14.70
1696912390.69,5.90,33.40,352.70,14.70
1696912392.19,0.00,33.50,352.70,14.70
1696912393.69,7.90,33.50,352.70,14.70
1696912395.19,3.90,33.50,352.70,14.70
1696912396.70,7.90,33.50,352.70,14.70
1696912398.20,2.00,33.60,352.70,14.70
1696912399.70,6.00,33.60,352.70,14.70
1696912401.20,0.00,33.60,352.70,14.70
1696912402.71,3.90,33.60,352.70,14.70
1696912404.21,9.90,33.60,352.70,14.70
1696912405.71,7.90,33.60,352.70,14.70
1696912407.21,0.00,33.60,352.70,14.70
1696912408.72,4.00,33.30,352.70,14.70
1696912410.22,6.00,33.30,352.70,14.70
1696912411.72,4.00,33.30,352.70,14.70
1696912413.23,0.00,33.30,352.70,14.70
1696912414.73,4.00,33.40,352.70,14.70
1696912416.23,2.00,33.40,352.70,14.70
1696912417.73,6.00,33.10,352.70,14.70
1696912419.24,4.00,33.20,352.70,14.70
1696912420.74,2.00,33.50,352.70,14.70
1696912422.24,2.00,33.50,352.70,14.70
1696912423.74,32.90,33.50,352.70,14.70
1696912425.25,12.20,33.50,352.70,14.70
1696912426.75,7.90,33.50,352.70,14.70
1696912428.25,2.00,33.50,352.70,14.70
1696912429.76,5.90,33.50,352.70,14.70
1696912431.26,2.00,33.50,352.70,14.70
1696912432.76,2.00,33.20,352.70,14.70
1696912434.26,2.00,33.30,352.70,14.70
1696912435.77,2.00,33.40,352.70,14.70
1696912437.27,2.00,33.40,352.70,14.70
1696912438.77,12.20,33.40,352.70,14.70
1696912440.27,2.00,33.40,352.70,14.70
1696912441.78,6.00,33.40,352.70,14.70
1696912443.28,2.00,33.40,352.70,14.70
1696912444.78,4.10,33.50,352.70,14.70
1696912446.28,2.00,33.50,352.70,14.70
1696912447.79,7.90,33.30,352.70,14.70
1696912449.29,0.00,33.30,352.70,14.70
1696912450.79,5.90,33.40,352.70,14.70
1696912452.30,2.00,33.40,352.70,14.70
1696912453.80,10.40,33.40,352.70,14.70
1696912455.30,0.00,33.40,352.70,14.70
1696912456.80,4.10,33.40,352.70,14.70
1696912458.31,2.00,33.40,352.70,14.70
1696912459.81,6.20,33.50,352.70,14.70
1696912461.31,2.00,33.50,352.70,14.70
1696912462.81,4.00,33.30,352.70,14.70
1696912464.32,0.00,33.40,352.70,14.70
1696912465.82,4.00,33.40,352.70,14.70
1696912467.32,0.00,33.40,352.70,14.70
1696912468.82,13.90,33.50,352.70,14.70
1696912470.33,2.00,33.30,352.70,14.70
1696912471.83,4.00,33.30,352.70,14.70
1696912473.33,0.00,33.40,352.70,14.70
1696912474.84,8.10,33.40,352.70,14.70
1696912476.34,2.00,33.40,352.70,14.70
1696912477.84,6.00,33.40,352.70,14.70
1696912479.34,2.00,33.40,352.70,14.70
1696912480.85,4.10,33.40,352.70,14.70
1696912482.35,0.00,33.40,352.70,14.70
1696912483.85,17.60,33.50,352.70,14.70
1696912485.36,0.00,33.50,352.70,14.70
1696912486.86,2.00,33.30,352.70,14.70
1696912488.36,0.00,33.40,352.70,14.70
1696912489.86,12.30,33.60,352.70,14.70
1696912491.37,2.00,33.60,352.70,14.70
1696912492.87,28.00,33.60,352.70,14.70
1696912494.37,2.00,33.30,352.70,14.70
1696912495.88,7.90,33.40,352.70,14.70
1696912497.38,0.00,33.40,352.70,14.70
1696912498.88,14.20,33.40,352.70,14.70
1696912500.38,2.00,33.40,352.70,14.70
1696912501.89,6.00,33.50,352.70,14.70
1696912503.39,0.00,33.50,352.70,14.70
1696912504.89,8.30,33.20,352.70,14.70
1696912506.39,2.00,33.20,352.70,14.70
1696912507.90,4.00,33.30,352.70,14.70
1696912509.40,0.00,33.40,352.70,14.70
1696912510.90,8.00,33.10,352.70,14.70
1696912512.41,0.00,33.20,352.70,14.70
1696912513.91,10.30,33.40,352.70,14.70
1696912515.41,2.00,33.40,352.70,14.70
1696912516.91,6.00,33.40,352.70,14.70
1696912518.42,0.00,33.40,352.70,14.70
1696912519.92,6.10,33.40,352.70,14.70
1696912521.42,0.00,33.40,352.70,14.70
1696912522.92,4.00,33.40,352.70,14.70
1696912524.43,0.00,33.50,352.70,14.70
1696912525.93,8.00,33.30,352.70,14.70
1696912527.43,2.00,33.30,352.70,14.70
1696912528.94,10.10,33.40,352.70,14.70
1696912530.44,2.00,33.40,352.70,14.70
1696912531.94,4.00,33.40,352.70,14.70
1696912533.44,0.00,33.40,352.70,14.70
1696912534.95,9.90,33.40,352.70,14.70
1696912536.45,2.00,33.40,352.70,14.70
1696912537.95,4.00,33.40,352.70,14.70
1696912539.45,0.00,33.40,352.70,14.70
1696912540.96,4.10,33.60,352.70,14.70
1696912542.46,2.00,33.60,352.70,14.70
1696912543.96,10.40,33.20,352.70,14.70
1696912545.47,2.00,33.30,352.70,14.70
1696912546.97,2.00,33.30,352.70,14.70
1696912548.47,2.00,33.40,352.70,14.70
1696912549.97,10.10,33.40,352.70,14.70
1696912551.48,0.00,33.40,352.70,14.70
1696912552.98,4.00,33.40,352.70,14.70
1696912554.48,2.00,33.50,352.70,14.70
1696912555.98,2.00,33.50,352.70,14.70
1696912557.49,2.00,33.50,352.70,14.70
1696912558.99,14.00,33.50,352.70,14.70
1696912560.49,0.00,33.50,352.70,14.70
1696912562.00,6.00,33.50,352.70,14.70
1696912563.50,2.00,33.50,352.70,14.70
1696912565.00,6.20,33.50,352.70,14.70
1696912566.51,4.00,33.50,352.70,14.70
1696912568.01,9.80,33.50,352.70,14.70
1696912569.51,4.10,33.50,352.70,14.70
1696912571.01,7.90,33.60,352.70,14.70
1696912572.52,0.00,33.60,352.70,14.70
1696912574.02,10.10,33.60,352.70,14.70
1696912575.52,2.00,33.20,352.70,14.70
1696912577.03,5.90,33.30,352.70,14.70
1696912578.53,2.00,33.30,352.70,14.70
1696912580.03,11.90,33.40,352.70,14.70
1696912581.53,2.00,33.40,352.70,14.70
1696912583.04,5.90,33.50,352.70,14.70
1696912584.54,2.00,33.20,352.70,14.70
1696912586.04,22.60,33.40,352.70,14.70
1696912587.54,2.00,33.40,352.70,14.70
1696912589.05,13.90,33.40,352.70,14.70
1696912590.55,0.00,33.40,352.70,14.70
1696912592.05,2.00,33.40,352.70,14.70
1696912593.55,2.00,33.40,352.70,14.70
1696912595.06,9.90,33.50,352.70,14.70
1696912596.56,0.00,33.10,352.70,14.70
1696912598.06,6.00,33.30,352.70,14.70
1696912599.56,4.00,33.30,352.70,14.70
1696912601.07,0.00,33.30,352.70,14.70
1696912602.57,0.00,33.30,352.70,14.70
1696912604.07,12.00,33.30,352.70,14.70
1696912605.57,2.00,33.40,352.70,14.70
1696912607.08,4.00,33.40,352.70,14.70
1696912608.58,3.90,33.40,352.70,14.70
1696912610.08,8.10,33.40,352.70,14.70
1696912611.58,0.00,33.40,352.70,14.70
1696912613.09,4.00,33.40,352.70,14.70
1696912614.59,2.00,33.40,352.70,14.70
1696912616.10,2.00,33.40,352.70,14.70
1696912617.60,2.00,33.50,352.70,14.70
1696912619.10,12.20,33.50,352.70,14.70
1696912620.60,2.00,33.20,352.70,14.70
1696912622.11,2.00,33.30,352.70,14.70
1696912623.61,0.00,33.30,352.70,14.70
1696912625.11,6.00,33.30,352.70,14.70
1696912626.61,2.00,33.30,352.70,14.70
1696912628.12,2.00,33.30,352.70,14.70
1696912629.63,4.00,33.40,352.70,14.70
1696912631.13,3.90,33.40,352.70,14.70
1696912632.63,4.00,33.40,352.70,14.70
1696912634.14,10.10,33.10,352.70,14.70
1696912635.64,4.00,33.20,352.70,14.70
1696912637.14,0.00,33.20,352.70,14.70
1696912638.64,4.00,33.30,352.70,14.70
1696912640.15,4.00,33.40,352.70,14.70
1696912641.65,2.00,33.40,352.70,14.70
1696912643.15,0.00,33.40,352.70,14.70
1696912644.65,5.90,33.50,352.70,14.70
1696912646.16,8.00,33.60,352.70,14.70
1696912647.66,2.00,33.60,352.70,14.70
1696912649.16,10.10,33.60,352.70,14.70
1696912650.67,2.00,33.60,352.70,14.70
1696912652.17,2.00,33.50,352.70,14.70
1696912653.67,2.00,33.30,352.70,14.70
1696912655.17,22.60,33.40,352.70,14.70
1696912656.68,4.00,33.40,352.70,14.70
1696912658.18,4.00,33.40,352.70,14.70
1696912659.68,2.00,33.40,352.70,14.70
1696912661.18,0.00,33.20,352.70,14.70
1696912662.69,5.80,33.30,352.70,14.70
1696912664.19,8.20,33.30,352.70,14.70
1696912665.69,4.00,33.40,352.70,14.70
1696912667.20,2.00,33.40,352.70,14.70
1696912668.70,6.00,33.40,352.70,14.70
1696912670.20,6.00,33.20,352.70,14.70
1696912671.70,3.90,33.30,352.70,14.70
1696912673.21,4.00,33.30,352.70,14.70
1696912674.71,2.00,33.30,352.70,14.70
1696912676.21,2.00,33.40,352.70,14.70
1696912677.71,10.10,33.40,352.70,14.70
1696912679.22,8.20,33.40,352.70,14.70
1696912680.72,6.00,33.40,352.70,14.70
1696912682.22,2.00,33.40,352.70,14.70
1696912683.72,4.00,33.40,352.70,14.70
1696912685.23,4.00,33.40,352.70,14.70
1696912686.73,5.80,33.50,352.70,14.70
1696912688.23,0.00,33.50,352.70,14.70
1696912689.73,5.90,33.50,352.70,14.70
1696912691.24,0.00,33.20,352.70,14.70
1696912692.74,2.00,33.30,352.70,14.70
1696912694.24,10.10,33.30,352.70,14.70
1696912695.75,4.00,33.40,352.70,14.70
1696912697.25,4.00,33.40,352.70,14.70
1696912698.75,6.00,33.50,352.70,14.70
1696912700.26,2.10,33.50,352.70,14.70
1696912701.76,6.00,33.60,352.70,14.70
1696912703.26,2.00,33.60,352.70,14.70
1696912704.77,7.80,33.60,352.70,14.70
1696912706.27,0.00,33.60,352.70,14.70
1696912707.77,4.00,33.60,352.70,14.70
1696912709.27,4.00,33.20,352.70,14.70
1696912710.78,6.00,33.20,352.70,14.70
1696912712.28,0.00,33.30,352.70,14.70
1696912713.78,12.10,33.40,352.70,14.70
1696912715.29,4.10,33.40,352.70,14.70
1696912716.79,4.00,33.40,352.70,14.70
1696912718.29,2.00,33.50,352.70,14.70
1696912719.79,9.80,33.60,352.70,14.70
1696912721.30,0.00,33.60,352.70,14.70
1696912722.80,4.00,33.60,352.70,14.70
1696912724.31,14.10,33.60,352.70,14.70
1696912725.81,4.00,33.60,352.70,14.70
1696912727.31,2.00,33.60,352.70,14.70
1696912728.82,10.30,33.20,352.70,14.70
1696912730.32,0.00,33.30,352.70,14.70
1696912731.82,2.00,33.40,352.70,14.70
1696912733.32,2.00,33.40,352.70,14.70
1696912734.83,13.80,33.40,352.70,14.70
1696912736.33,0.00,33.40,352.70,14.70
1696912737.83,6.00,33.40,352.70,14.70
1696912739.34,5.80,33.50,352.70,14.70
1696912740.84,4.00,33.50,352.70,14.70
1696912742.35,2.00,33.50,352.70,14.70
1696912743.85,12.20,33.50,352.70,14.70
1696912745.35,0.00,33.60,352.70,14.70
1696912746.85,7.90,33.60,352.70,14.70
1696912748.36,5.90,33.60,352.70,14.70
1696912749.86,11.90,33.60,352.70,14.70
1696912751.36,2.00,33.60,352.70,14.70
1696912752.87,6.00,33.60,352.70,14.70
1696912754.37,0.00,33.30,352.70,14.70
1696912755.87,2.00,33.40,352.70,14.70
1696912757.37,2.00,33.40,352.70,14.70
1696912758.88,14.20,33.40,352.70,14.70
1696912760.38,2.00,33.40,352.70,14.70
1696912761.88,4.00,33.50,352.70,14.70
1696912763.38,2.00,33.50,352.70,14.70
1696912764.89,12.00,33.60,352.70,14.70
1696912766.39,2.00,33.60,352.70,14.70
1696912767.89,6.00,33.60,352.70,14.70
1696912769.39,0.00,33.50,352.70,14.70
1696912770.90,6.00,33.30,352.70,14.70
1696912772.40,0.00,33.30,352.70,14.70
1696912773.90,14.20,33.40,352.70,14.70
1696912775.40,0.00,33.40,352.70,14.70
1696912776.91,4.00,33.50,352.70,14.70
1696912778.41,2.00,33.50,352.70,14.70
1696912779.91,11.80,33.50,352.70,14.70
1696912781.41,2.00,33.60,352.70,14.70
1696912782.92,7.90,33.60,352.70,14.70
1696912784.42,0.00,33.30,352.70,14.70
1696912785.92,6.00,33.50,352.70,14.70
1696912787.42,2.00,33.50,352.70,14.70
1696912788.93,11.80,33.60,352.70,14.70
1696912790.43,2.00,33.60,352.70,14.70
1696912791.93,22.60,33.60,352.70,14.70
1696912793.44,2.00,33.60,352.70,14.70
1696912794.94,8.10,33.30,352.70,14.70
1696912796.44,0.00,33.30,352.70,14.70
1696912797.94,2.00,33.40,352.70,14.70
1696912799.45,0.00,33.40,352.70,14.70
1696912800.95,2.00,33.40,352.70,14.70
1696912802.45,0.00,33.40,352.70,14.70
1696912803.95,10.20,33.50,352.70,14.70
1696912805.46,2.00,33.50,352.70,14.70
1696912806.96,4.00,33.50,352.70,14.70
1696912808.46,0.00,33.50,352.70,14.70
1696912809.96,9.80,33.50,352.70,14.70
1696912811.47,0.00,33.50,352.70,14.70
1696912812.97,5.90,33.50,352.70,14.70
1696912814.47,2.00,33.50,352.70,14.70
1696912815.98,2.00,33.50,352.70,14.70
1696912817.48,4.00,33.30,352.70,14.70
1696912818.98,16.10,33.40,352.70,14.70
1696912820.48,3.90,33.40,352.70,14.70
1696912821.99,2.10,33.40,352.70,14.70
1696912823.49,0.00,33.40,352.70,14.70
1696912824.99,10.10,33.40,352.70,14.70
1696912826.50,0.00,33.40,352.70,14.70
1696912828.00,6.00,33.40,352.70,14.70
1696912829.50,0.00,33.40,352.70,14.70
1696912831.00,5.90,33.40,352.70,14.70
1696912832.51,2.00,33.40,352.70,14.70
1696912834.01,13.90,33.40,352.70,14.70
1696912835.51,4.00,33.40,352.70,14.70
1696912837.01,6.00,33.50,352.70,14.70
1696912838.51,2.00,33.50,352.70,14.70
1696912840.02,10.10,33.50,352.70,14.70
1696912841.52,2.00,33.50,352.70,14.70
1696912843.02,7.90,33.40,352.70,14.70
1696912844.53,0.00,33.20,352.70,14.70
1696912846.03,6.00,33.30,352.70,14.70
1696912847.53,2.00,33.30,352.70,14.70
1696912849.03,12.20,33.30,352.70,14.70
1696912850.54,4.00,33.40,352.70,14.70
1696912852.04,4.00,33.40,352.70,14.70
1696912853.54,2.00,33.40,352.70,14.70
1696912855.04,13.70,33.50,352.70,14.70
1696912856.54,2.00,33.50,352.70,14.70
1696912858.05,5.90,33.50,352.70,14.70
1696912859.55,0.00,33.20,352.70,14.70
1696912861.05,22.90,33.30,352.70,14.70
1696912862.55,5.90,33.30,352.70,14.70
1696912864.06,14.10,33.40,352.70,14.70
1696912865.56,0.00,33.40,352.70,14.70
1696912867.06,9.90,33.40,352.70,14.70
1696912868.57,2.00,33.50,352.70,14.70
1696912870.07,8.30,33.60,352.70,14.70
1696912871.57,2.00,33.60,352.70,14.70
1696912873.07,7.90,33.60,352.70,14.70
1696912874.58,0.00,33.60,352.70,14.70
1696912876.08,2.00,33.60,352.70,14.70
1696912877.58,0.00,33.60,352.70,14.70
1696912879.08,16.00,33.60,352.70,14.70
1696912880.59,2.00,33.60,352.70,14.70
1696912882.09,4.00,33.60,352.70,14.70
1696912883.59,2.00,33.60,352.70,14.70
1696912885.09,10.00,33.50,352.70,14.70
1696912886.60,0.00,33.50,352.70,14.70
1696912888.10,4.10,33.50,352.70,14.70
1696912889.60,3.90,33.20,352.70,14.70
1696912891.10,6.00,33.20,352.70,14.70
1696912892.61,2.00,33.20,352.70,14.70
1696912894.11,15.90,33.30,352.70,14.70
1696912895.61,0.00,33.30,352.70,14.70
1696912897.11,2.00,33.40,352.70,14.70
1696912898.62,0.00,33.40,352.70,14.70
1696912900.12,12.00,33.40,352.70,14.70
1696912901.62,0.00,33.40,352.70,14.70
1696912903.12,2.00,33.40,352.70,14.70
1696912904.63,2.00,33.40,352.70,14.70
1696912906.13,4.00,33.40,352.70,14.70
1696912907.63,5.90,33.40,352.70,14.70
1696912909.13,14.00,33.50,352.70,14.70
1696912910.64,3.90,33.50,352.70,14.70
1696912912.14,6.00,33.50,352.70,14.70
1696912913.64,0.00,33.60,352.70,14.70
1696912915.14,6.20,33.60,352.70,14.70
1696912916.65,0.00,33.60,352.70,14.70
1696912918.15,4.00,33.60,352.70,14.70
1696912919.65,2.00,33.60,352.70,14.70
1696912921.15,7.90,33.60,352.70,14.70
1696912922.65,2.00,33.70,352.70,14.70
1696912924.16,12.30,33.70,352.70,14.70
1696912925.66,2.00,33.50,352.70,14.70
1696912927.16,4.00,33.20,352.70,14.70
1696912928.66,2.00,33.30,352.70,14.70
1696912930.17,27.40,33.40,352.70,14.70
1696912931.67,2.00,33.40,352.70,14.70
1696912933.17,116.30,33.50,352.70,14.70
1696912934.67,104.10,33.50,352.70,14.70
1696912936.18,108.00,33.50,352.70,14.70
1696912937.68,104.00,33.50,352.70,14.70
1696912939.19,130.40,33.50,352.70,14.70
1696912940.69,104.10,33.50,352.70,14.70
1696912942.19,104.30,33.50,352.70,14.70
1696912943.70,104.20,33.50,352.70,14.70
1696912945.20,114.30,33.50,352.70,14.70
1696912946.70,106.30,33.50,352.70,14.70
1696912948.21,106.30,33.50,352.70,14.70
1696912949.71,106.00,33.50,352.71,14.70
1696912951.21,130.00,33.50,352.71,14.70
1696912952.71,107.80,33.50,352.71,14.70
1696912954.22,112.80,33.50,352.71,14.70
1696912955.72,104.10,33.50,352.71,14.70
1696912957.22,5.90,33.50,352.71,14.70
1696912958.72,0.00,33.50,352.71,14.70
1696912960.23,14.00,33.60,352.71,14.70
1696912961.73,0.00,33.60,352.71,14.70
1696912963.23,3.90,33.60,352.71,14.70
1696912964.73,2.00,33.60,352.71,14.70
1696912966.24,10.10,33.60,352.71,14.70
1696912967.74,2.00,33.60,352.71,14.70
1696912969.24,12.20,33.60,352.71,14.70
1696912970.74,2.00,33.70,352.71,14.70
1696912972.25,6.00,33.30,352.71,14.70
1696912973.75,2.00,33.30,352.71,14.70
1696912975.25,8.20,33.40,352.71,14.70
1696912976.76,0.00,33.40,352.71,14.70
1696912978.26,4.00,33.40,352.71,14.70
1696912979.76,2.00,33.40,352.71,14.70
1696912981.26,4.00,33.40,352.71,14.70
1696912982.77,2.00,33.40,352.71,14.70
1696912984.27,11.80,33.20,352.71,14.70
1696912985.77,0.00,33.30,352.71,14.70
1696912987.27,6.00,33.30,352.71,14.70
1696912988.78,0.00,33.30,352.71,14.70
1696912990.28,8.10,33.40,352.71,14.70
1696912991.78,2.00,33.50,352.71,14.70
1696912993.29,7.90,33.50,352.71,14.70
1696912994.79,4.00,33.30,352.71,14.70
1696912996.29,6.00,33.30,352.71,14.70
1696912997.80,0.00,33.30,352.71,14.70
1696912999.30,6.00,33.40,352.71,14.70
1696913000.80,0.00,33.40,352.71,14.70
1696913002.30,4.00,33.40,352.71,14.70
1696913003.81,10.10,33.50,352.71,14.70
1696913005.31,8.00,33.50,352.71,14.70
1696913006.81,2.00,33.50,352.71,14.70
1696913008.31,8.00,33.50,352.71,14.70
1696913009.82,4.00,33.50,352.71,14.70
1696913011.32,6.00,33.50,352.71,14.70
1696913012.82,2.00,33.60,352.71,14.70
1696913014.32,5.90,33.60,352.71,14.70
1696913015.83,0.00,33.60,352.71,14.70
1696913017.33,2.00,33.60,352.71,14.70
1696913018.83,6.20,33.60,352.71,14.70
1696913020.33,4.00,33.70,352.71,14.70
1696913021.84,3.90,33.80,352.71,14.70
1696913023.34,4.00,33.50,352.71,14.70
1696913024.84,6.00,33.30,352.71,14.70
1696913026.34,4.00,33.50,352.71,14.71
1696913027.85,2.00,33.50,352.71,14.71
1696913029.35,4.00,33.50,352.71,14.71
1696913030.85,2.00,33.50,352.71,14.71
1696913032.35,22.60,33.30,352.71,14.71
1696913033.86,8.30,33.30,352.71,14.71
1696913035.36,2.00,33.30,352.71,14.71
1696913036.86,0.00,33.30,352.71,14.71
1696913038.36,6.00,33.30,352.71,14.71
1696913039.87,6.00,33.40,352.71,14.71
1696913041.37,6.00,33.40,352.71,14.71
1696913042.87,2.00,33.40,352.71,14.71
1696913044.37,6.00,33.40,352.71,14.71
1696913045.88,2.00,33.40,352.71,14.71
1696913047.38,4.00,33.40,352.71,14.71
1696913048.88,12.00,33.50,352.71,14.71
1696913050.38,6.00,33.50,352.71,14.71
1696913051.89,0.00,33.50,352.71,14.71
1696913053.39,4.00,33.30,352.71,14.71
1696913054.89,5.90,33.40,352.71,14.71
1696913056.39,4.00,33.40,352.71,14.71
1696913057.90,0.00,33.50,352.71,14.71
1696913059.40,4.00,33.50,352.71,14.71
1696913060.90,2.00,33.50,352.71,14.71
1696913062.41,6.00,33.20,352.71,14.71
1696913063.91,9.80,33.30,352.71,14.71
1696913065.41,4.00,33.40,352.71,14.71
1696913066.91,2.00,33.40,352.71,14.71
1696913068.42,2.00,33.40,352.71,14.71
1696913069.92,4.00,33.40,352.71,14.71
1696913071.42,2.00,33.50,352.71,14.71
1696913072.92,2.00,33.20,352.71,14.71
1696913074.43,6.00,33.30,352.71,14.71
1696913075.93,0.00,33.40,352.71,14.71
1696913077.43,2.00,33.40,352.71,14.71
1696913078.94,10.40,33.40,352.71,14.71
1696913080.44,4.00,33.40,352.71,14.71
1696913081.94,0.00,33.40,352.71,14.71
1696913083.44,4.00,33.50,352.71,14.71
1696913084.95,4.00,33.50,352.71,14.71
1696913086.45,2.00,33.20,352.71,14.71
1696913087.95,4.00,33.20,352.71,14.71
1696913089.45,4.00,33.30,352.71,14.71
1696913090.96,2.00,33.40,352.71,14.71
1696913092.46,4.00,33.40,352.71,14.71
1696913093.96,10.10,33.40,352.71,14.71
1696913095.46,4.00,33.40,352.71,14.71
1696913096.97,0.00,33.40,352.71,14.71
1696913098.47,4.00,33.40,352.71,14.71
1696913099.97,4.10,33.50,352.71,14.71
1696913101.48,22.80,33.50,352.71,14.71
1696913102.98,0.00,33.50,352.71,14.71
1696913104.48,2.00,33.30,352.71,14.71
1696913105.98,3.90,33.30,352.71,14.71
1696913107.49,2.00,33.40,352.71,14.71
1696913108.99,8.10,33.40,352.71,14.71
1696913110.49,4.00,33.40,352.71,14.71
1696913112.00,2.00,33.40,352.71,14.71
1696913113.50,2.00,33.40,352.71,14.71
1696913115.00,4.10,33.50,352.71,14.71
1696913116.50,6.00,33.50,352.71,14.71
1696913118.01,2.00,33.50,352.71,14.71
1696913119.51,4.00,33.30,352.71,14.71
1696913121.01,2.00,33.30,352.71,14.71
