TICKS,CPU%,Memper%,Net_recv,Net_sent
1696921845.64,0.00,34.00,352.83,14.82
1696921847.14,2.00,34.00,352.83,14.82
1696921848.64,2.00,33.70,352.83,14.82
1696921850.15,8.00,33.80,352.83,14.82
1696921851.65,4.00,33.90,352.83,14.82
1696921853.15,2.00,33.90,352.83,14.82
1696921854.65,20.80,34.00,352.83,14.82
1696921856.16,4.10,34.00,352.83,14.82
1696921857.66,4.00,33.70,352.83,14.82
1696921859.16,2.00,33.80,352.83,14.82
1696921860.67,6.00,33.90,352.83,14.82
1696921862.17,0.00,33.90,352.83,14.82
1696921863.67,2.00,33.90,352.83,14.82
1696921865.17,8.10,33.90,352.83,14.82
1696921866.68,2.00,33.90,352.83,14.82
1696921868.18,0.00,34.00,352.83,14.82
1696921869.68,10.00,34.20,352.83,14.82
1696921871.18,6.00,34.00,352.83,14.82
1696921872.69,4.00,34.10,352.83,14.82
1696921874.19,0.00,34.10,352.83,14.82
1696921875.69,4.00,33.90,352.83,14.82
1696921877.19,0.00,33.90,352.83,14.82
1696921878.70,4.00,33.90,352.83,14.82
1696921880.20,4.00,34.00,352.83,14.82
1696921881.70,6.00,34.00,352.83,14.82
1696921883.21,0.00,34.00,352.83,14.82
1696921884.71,10.00,34.00,352.83,14.82
1696921886.21,4.10,34.00,352.83,14.82
1696921887.71,2.00,34.00,352.83,14.82
1696921889.22,0.00,34.00,352.83,14.82
1696921890.72,6.00,34.00,352.83,14.82
1696921892.22,2.00,33.80,352.83,14.82
1696921893.72,6.00,33.90,352.83,14.82
1696921895.22,2.00,33.90,352.83,14.82
1696921896.73,6.00,34.00,352.83,14.82
1696921898.23,0.00,34.00,352.83,14.82
1696921899.73,14.00,34.00,352.83,14.82
1696921901.23,5.90,34.00,352.83,14.82
1696921902.74,4.00,34.00,352.83,14.82
1696921904.24,4.00,34.00,352.83,14.82
1696921905.74,10.00,34.10,352.83,14.82
1696921907.24,0.00,33.70,352.83,14.82
1696921908.75,6.00,33.80,352.83,14.82
1696921910.25,2.00,33.90,352.83,14.82
1696921911.75,0.00,33.90,352.83,14.82
1696921913.26,0.00,33.90,352.83,14.82
1696921914.76,12.20,34.00,352.83,14.82
1696921916.26,0.00,34.00,352.83,14.82
1696921917.76,3.90,33.70,352.83,14.82
1696921919.27,0.00,33.80,352.83,14.82
1696921920.77,10.10,33.80,352.83,14.82
1696921922.27,0.00,33.80,352.83,14.82
1696921923.77,2.00,33.90,352.83,14.82
1696921925.28,0.00,34.00,352.83,14.82
1696921926.78,2.00,34.00,352.83,14.82
1696921928.28,2.00,33.70,352.83,14.82
1696921929.78,12.20,33.80,352.83,14.82
1696921931.28,0.00,33.90,352.83,14.82
1696921932.79,4.00,33.90,352.83,14.82
1696921934.29,2.00,33.90,352.83,14.82
1696921935.79,8.20,33.90,352.83,14.82
1696921937.29,0.00,33.90,352.83,14.82
1696921938.80,2.00,34.00,352.83,14.82
1696921940.30,2.00,34.00,352.83,14.82
1696921941.80,4.00,34.00,352.83,14.82
1696921943.30,2.00,34.10,352.83,14.82
1696921944.80,10.30,33.80,352.83,14.82
1696921946.31,0.00,33.90,352.83,14.82
1696921947.81,18.90,34.00,352.83,14.82
1696921949.31,0.00,34.00,352.83,14.82
1696921950.81,8.00,33.70,352.83,14.82
1696921952.32,2.00,33.70,352.83,14.82
1696921953.82,2.00,33.80,352.83,14.82
1696921955.32,0.00,33.80,352.83,14.82
1696921956.82,2.00,33.90,352.83,14.82
1696921958.33,0.00,33.90,352.83,14.82
1696921959.83,17.60,33.90,352.83,14.82
1696921961.33,0.00,34.00,352.83,14.82
1696921962.84,4.00,34.00,352.83,14.82
1696921964.34,2.00,34.00,352.83,14.82
1696921965.84,6.10,34.20,352.83,14.82
1696921967.34,2.00,34.20,352.83,14.82
1696921968.85,2.00,33.80,352.83,14.82
1696921970.35,2.00,33.90,352.83,14.82
1696921971.85,4.00,34.00,352.83,14.82
1696921973.35,2.00,34.00,352.83,14.82
1696921974.86,10.20,33.70,352.83,14.82
1696921976.36,0.00,33.80,352.83,14.82
1696921977.86,4.00,33.80,352.83,14.82
1696921979.36,2.00,33.80,352.83,14.82
1696921980.87,6.10,33.90,352.83,14.82
1696921982.37,2.00,33.90,352.83,14.82
1696921983.87,2.00,33.90,352.83,14.82
1696921985.38,0.00,33.90,352.83,14.82
1696921986.88,5.90,33.90,352.83,14.82
1696921988.38,3.80,33.90,352.83,14.82
1696921989.88,10.10,34.00,352.83,14.82
1696921991.39,2.00,34.00,352.83,14.82
1696921992.89,4.00,34.10,352.83,14.82
1696921994.39,0.00,34.10,352.83,14.82
1696921995.89,10.00,34.20,352.83,14.82
1696921997.40,2.00,34.20,352.83,14.82
1696921998.90,4.00,34.20,352.83,14.82
1696922000.40,0.00,34.20,352.83,14.82
1696922001.90,5.90,34.10,352.83,14.82
1696922003.41,0.00,33.80,352.83,14.82
1696922004.91,12.00,33.90,352.83,14.82
1696922006.41,2.00,33.90,352.83,14.82
1696922007.91,6.00,34.00,352.83,14.82
1696922009.42,0.00,34.00,352.83,14.82
1696922010.92,8.00,34.00,352.83,14.82
1696922012.42,0.00,33.70,352.83,14.82
1696922013.93,4.00,33.80,352.83,14.82
1696922015.43,0.00,33.90,352.83,14.82
1696922016.93,18.90,34.00,352.83,14.82
1696922018.43,2.00,34.00,352.83,14.82
1696922019.94,16.10,34.10,352.83,14.82
1696922021.44,0.00,34.20,352.83,14.82
1696922022.94,4.00,33.90,352.83,14.82
1696922024.44,0.00,33.90,352.83,14.82
1696922025.95,8.10,34.00,352.83,14.82
1696922027.45,2.00,34.20,352.83,14.82
1696922028.95,5.90,33.90,352.83,14.82
1696922030.45,2.00,33.90,352.83,14.82
1696922031.96,0.00,33.90,352.83,14.82
1696922033.46,2.00,33.90,352.83,14.82
1696922034.96,10.30,34.00,352.83,14.82
1696922036.46,0.00,34.10,352.83,14.82
1696922037.97,2.00,34.10,352.83,14.82
1696922039.47,0.00,34.10,352.83,14.82
1696922040.97,8.20,34.10,352.83,14.82
1696922042.47,2.00,34.10,352.83,14.82
1696922043.98,2.00,34.10,352.83,14.82
1696922045.48,0.00,34.10,352.83,14.82
1696922046.98,8.00,34.00,352.83,14.82
1696922048.49,2.00,34.00,352.83,14.82
1696922049.99,12.10,34.10,352.83,14.82
1696922051.49,0.00,33.80,352.83,14.82
1696922052.99,4.00,33.80,352.83,14.82
1696922054.50,2.00,33.90,352.83,14.82
1696922056.00,7.90,33.90,352.83,14.82
1696922057.50,4.00,34.00,352.83,14.82
1696922059.01,7.80,34.00,352.83,14.82
1696922060.51,2.00,34.10,352.83,14.82
1696922062.01,5.90,34.10,352.83,14.82
1696922063.51,0.00,34.10,352.83,14.82
1696922065.01,12.10,34.10,352.83,14.82
1696922066.52,0.00,34.10,352.83,14.82
1696922068.02,4.00,34.10,352.83,14.82
1696922069.52,0.00,34.10,352.83,14.82
1696922071.03,8.00,34.10,352.83,14.82
1696922072.53,2.00,34.10,352.83,14.82
1696922074.03,5.90,33.80,352.83,14.82
1696922075.53,4.00,33.90,352.83,14.82
1696922077.04,5.90,33.90,352.83,14.82
1696922078.54,4.00,33.90,352.83,14.82
1696922080.04,10.10,34.00,352.83,14.82
1696922081.54,0.00,33.70,352.83,14.82
1696922083.05,7.80,33.80,352.83,14.82
1696922084.55,0.00,33.80,352.83,14.82
1696922086.05,22.70,33.80,352.83,14.82
1696922087.55,2.00,33.80,352.83,14.82
1696922089.06,2.00,33.80,352.83,14.82
1696922090.56,2.00,33.90,352.83,14.82
1696922092.06,4.00,33.90,352.83,14.82
1696922093.56,2.00,33.90,352.83,14.82
1696922095.07,10.20,33.90,352.83,14.82
1696922096.57,2.00,33.90,352.83,14.82
1696922098.07,7.80,33.90,352.83,14.82
1696922099.57,0.00,33.90,352.83,14.82
1696922101.08,11.90,33.90,352.83,14.82
1696922102.58,2.00,34.00,352.83,14.82
1696922104.08,7.80,34.00,352.83,14.82
1696922105.58,0.00,34.00,352.83,14.82
1696922107.09,4.00,34.00,352.83,14.82
1696922108.59,0.00,34.10,352.83,14.82
1696922110.09,16.10,34.00,352.83,14.82
1696922111.59,0.00,34.00,352.83,14.82
1696922113.10,2.00,34.00,352.83,14.82
1696922114.60,2.00,33.70,352.83,14.82
1696922116.10,8.00,33.80,352.83,14.82
1696922117.61,2.00,33.90,352.83,14.82
1696922119.11,5.90,33.90,352.83,14.82
1696922120.61,0.00,33.90,352.83,14.82
1696922122.11,10.00,34.00,352.83,14.82
1696922123.62,2.00,34.00,352.83,14.82
1696922125.12,12.20,34.00,352.83,14.82
1696922126.62,2.00,34.00,352.83,14.82
1696922128.12,4.00,34.10,352.83,14.82
1696922129.63,0.00,34.10,352.83,14.82
1696922131.13,8.10,33.90,352.83,14.82
1696922132.63,0.00,33.90,352.83,14.82
1696922134.14,5.90,34.00,352.83,14.82
1696922135.64,104.00,34.00,352.83,14.82
1696922137.15,106.00,34.00,352.83,14.82
1696922138.66,107.70,34.00,352.83,14.82
1696922140.17,112.80,34.00,352.83,14.82
1696922141.68,104.00,34.00,352.83,14.82
1696922143.19,110.20,34.00,352.83,14.82
1696922144.70,102.00,34.00,352.83,14.82
1696922146.20,106.40,34.00,352.83,14.82
1696922147.70,104.10,34.00,352.83,14.82
1696922149.20,108.20,34.00,352.83,14.82
1696922150.71,104.10,34.00,352.83,14.82
1696922152.21,106.40,34.00,352.83,14.82
1696922153.71,102.00,34.00,352.83,14.82
1696922155.21,106.70,34.00,352.83,14.82
1696922156.71,4.00,34.00,352.83,14.82
1696922158.22,5.90,34.10,352.83,14.82
1696922159.72,2.00,33.80,352.83,14.82
1696922161.22,8.10,34.00,352.83,14.82
1696922162.72,2.00,34.00,352.83,14.82
1696922164.23,4.00,34.00,352.83,14.82
1696922165.73,0.00,34.10,352.83,14.82
1696922167.23,4.10,34.10,352.83,14.82
1696922168.74,2.00,33.70,352.83,14.82
1696922170.24,4.00,33.90,352.83,14.82
1696922171.74,0.00,34.00,352.83,14.82
1696922173.24,6.00,34.00,352.83,14.82
1696922174.75,11.80,34.00,352.83,14.82
1696922176.25,10.10,34.00,352.83,14.82
1696922177.75,2.00,34.00,352.83,14.82
1696922179.25,5.90,34.10,352.83,14.82
1696922180.76,2.00,34.10,352.83,14.82
1696922182.26,2.00,34.10,352.83,14.82
1696922183.76,0.00,34.10,352.83,14.82
1696922185.26,22.40,34.10,352.83,14.82
1696922186.77,0.00,34.10,352.83,14.82
1696922188.27,5.90,34.10,352.83,14.82
1696922189.77,8.00,34.10,352.83,14.82
1696922191.27,4.00,33.90,352.83,14.82
1696922192.78,0.00,34.00,352.83,14.82
1696922194.28,2.00,34.00,352.83,14.82
1696922195.78,5.90,34.00,352.83,14.82
1696922197.29,4.00,34.10,352.83,14.82
1696922198.79,0.00,34.10,352.83,14.82
1696922200.29,6.20,34.10,352.83,14.82
1696922201.79,2.00,34.10,352.83,14.82
1696922203.29,3.90,34.20,352.83,14.82
1696922204.80,8.00,34.20,352.83,14.82
1696922206.30,3.90,34.20,352.83,14.82
1696922207.80,0.00,34.30,352.83,14.82
1696922209.31,4.00,34.20,352.83,14.82
1696922210.81,3.90,34.00,352.83,14.82
1696922212.31,2.00,33.70,352.83,14.82
1696922213.81,0.00,33.80,352.83,14.82
1696922215.32,7.80,33.90,352.83,14.82
1696922216.82,2.00,33.90,352.83,14.82
1696922218.32,6.00,34.00,352.83,14.82
1696922219.82,8.20,34.00,352.83,14.82
1696922221.33,6.00,34.00,352.83,14.82
1696922222.83,2.00,34.00,352.83,14.82
1696922224.33,0.00,34.00,352.83,14.82
1696922225.83,6.00,34.10,352.83,14.82
1696922227.34,2.00,33.80,352.83,14.82
1696922228.84,0.00,33.80,352.83,14.82
1696922230.34,2.00,33.90,352.83,14.82
1696922231.85,4.00,34.00,352.83,14.82
1696922233.35,4.00,34.00,352.83,14.82
1696922234.85,11.90,34.00,352.83,14.82
1696922236.35,6.00,34.00,352.83,14.82
1696922237.86,4.00,34.00,352.83,14.82
1696922239.36,4.00,34.00,352.83,14.82
1696922240.86,6.00,33.70,352.83,14.82
1696922242.36,4.00,33.70,352.83,14.82
1696922243.87,0.00,33.70,352.83,14.82
1696922245.37,4.00,33.80,352.83,14.82
1696922246.87,0.00,33.80,352.83,14.82
1696922248.37,2.00,33.80,352.83,14.82
1696922249.88,8.00,33.90,352.83,14.82
1696922251.38,2.00,33.90,352.83,14.82
1696922252.88,0.00,33.90,352.83,14.82
1696922254.38,22.40,34.00,352.83,14.82
1696922255.89,4.00,34.00,352.83,14.82
1696922257.39,2.00,34.00,352.83,14.82
1696922258.89,4.00,34.00,352.83,14.82
1696922260.40,8.00,33.70,352.83,14.82
1696922261.90,0.00,33.80,352.83,14.82
1696922263.40,6.00,33.80,352.83,14.82
1696922264.90,10.00,33.80,352.83,14.82
1696922266.41,7.90,33.90,352.83,14.82
1696922267.91,2.00,33.90,352.83,14.82
1696922269.41,2.00,34.00,352.83,14.82
1696922270.92,6.00,34.00,352.83,14.82
1696922272.42,2.00,34.00,352.83,14.82
1696922273.92,0.00,34.00,352.83,14.82
1696922275.42,6.00,34.10,352.83,14.82
1696922276.93,0.00,33.80,352.83,14.82
1696922278.43,6.00,33.90,352.83,14.82
1696922279.93,7.80,33.90,352.83,14.82
1696922281.43,5.90,33.90,352.83,14.82
1696922282.94,4.00,33.90,352.83,14.82
1696922284.44,4.00,34.00,352.83,14.82
1696922285.94,4.00,34.00,352.83,14.82
1696922287.45,3.90,34.00,352.83,14.82
1696922288.95,0.00,34.00,352.83,14.82
1696922290.45,4.00,34.00,352.83,14.82
1696922291.95,2.00,34.00,352.83,14.82
1696922293.46,4.00,34.00,352.83,14.82
1696922294.96,11.80,34.00,352.83,14.82
1696922296.46,4.00,34.00,352.83,14.82
1696922297.97,2.00,34.00,352.83,14.82
1696922299.47,5.90,34.10,352.83,14.82
1696922300.97,6.00,34.10,352.83,14.82
1696922302.47,4.00,34.00,352.83,14.82
1696922303.98,2.00,34.00,352.83,14.82
1696922305.48,4.00,34.00,352.83,14.82
1696922306.98,2.00,34.00,352.83,14.82
1696922308.49,4.00,34.00,352.83,14.82
1696922309.99,10.10,34.00,352.83,14.82
1696922311.49,3.90,34.10,352.83,14.82
1696922312.99,0.00,34.10,352.83,14.82
1696922314.50,4.00,34.10,352.83,14.82
1696922316.00,4.00,34.10,352.83,14.82
1696922317.50,2.00,34.10,352.83,14.82
1696922319.00,0.00,34.10,352.83,14.82
1696922320.51,4.00,34.10,352.83,14.82
1696922322.01,2.00,34.10,352.84,14.83
1696922323.51,26.10,34.10,352.84,14.83
1696922325.01,10.10,34.10,352.84,14.83
1696922326.52,16.10,34.00,352.84,14.83
1696922328.02,2.00,34.00,352.84,14.83
1696922329.52,5.90,34.10,352.84,14.83
1696922331.02,5.90,34.10,352.84,14.83
1696922332.53,4.00,34.10,352.84,14.83
1696922334.03,0.00,34.10,352.84,14.83
1696922335.53,5.90,34.20,352.84,14.83
1696922337.03,2.00,34.20,352.84,14.83
1696922338.53,6.00,34.20,352.84,14.83
1696922340.04,8.10,34.20,352.84,14.83
1696922341.54,4.00,34.20,352.84,14.83
1696922343.04,2.00,33.80,352.84,14.83
1696922344.55,2.00,33.90,352.84,14.83
1696922346.05,4.00,34.00,352.84,14.83
1696922347.55,4.00,34.00,352.84,14.83
1696922349.05,13.90,34.10,352.84,14.83
1696922350.56,2.00,34.20,352.84,14.83
1696922352.06,0.00,34.20,352.84,14.83
1696922353.56,4.00,33.90,352.84,14.83
1696922355.06,9.80,33.90,352.84,14.83
1696922356.57,6.00,34.00,352.84,14.83
1696922358.07,0.00,34.00,352.84,14.83
1696922359.57,6.00,34.00,352.84,14.83
1696922361.08,6.00,34.00,352.84,14.83
1696922362.58,4.00,34.00,352.84,14.83
1696922364.08,0.00,34.00,352.84,14.83
1696922365.58,4.10,34.00,352.84,14.83
1696922367.08,0.00,34.00,352.84,14.83
1696922368.59,22.80,33.80,352.84,14.83
1696922370.09,6.00,33.80,352.84,14.83
1696922371.59,6.00,33.80,352.84,14.83
1696922373.09,2.00,33.90,352.84,14.83
1696922374.60,8.00,34.00,352.84,14.83
1696922376.10,7.90,34.00,352.84,14.83
1696922377.60,3.90,34.10,352.84,14.83
1696922379.10,4.00,34.10,352.84,14.83
1696922380.61,4.00,34.10,352.84,14.83
1696922382.11,2.00,34.10,352.84,14.83
1696922383.61,4.00,34.10,352.84,14.83
1696922385.12,8.10,34.10,352.84,14.83
1696922386.62,8.00,34.10,352.84,14.83
1696922388.12,2.00,34.10,352.84,14.83
1696922389.63,6.00,34.10,352.84,14.83
1696922391.13,4.00,33.90,352.84,14.83
1696922392.63,2.00,33.90,352.84,14.83
1696922394.13,2.00,33.90,352.84,14.83
1696922395.64,4.00,34.00,352.84,14.83
1696922397.14,0.00,34.10,352.84,14.83
1696922398.64,4.00,34.10,352.84,14.83
1696922400.14,10.00,34.10,352.84,14.83
1696922401.65,2.00,34.10,352.84,14.83
1696922403.15,0.00,34.10,352.84,14.83
1696922404.65,3.90,34.10,352.84,14.83
1696922406.15,2.00,33.80,352.84,14.83
1696922407.66,3.90,33.90,352.84,14.83
1696922409.16,2.00,34.00,352.84,14.83
1696922410.66,4.00,34.10,352.84,14.83
1696922412.17,0.00,33.90,352.84,14.83
1696922413.67,18.90,34.00,352.84,14.83
1696922415.17,10.00,34.00,352.84,14.83
1696922416.68,6.00,34.00,352.84,14.83
1696922418.18,2.00,34.00,352.84,14.83
1696922419.68,2.00,34.00,352.84,14.83
1696922421.18,7.80,34.00,352.84,14.83
1696922422.69,4.00,34.00,352.84,14.83
1696922424.19,0.00,34.00,352.84,14.83
1696922425.69,4.00,34.00,352.84,14.83
1696922427.19,2.00,34.00,352.84,14.83
1696922428.70,3.90,34.00,352.84,14.83
1696922430.20,8.10,34.10,352.84,14.83
1696922431.70,2.00,34.10,352.84,14.83
1696922433.21,2.00,34.10,352.84,14.83
1696922434.71,0.00,34.10,352.84,14.83
1696922436.21,5.90,34.10,352.84,14.83
1696922437.71,6.00,34.10,352.84,14.83
1696922439.22,0.00,34.10,352.84,14.83
1696922440.72,2.00,34.10,352.84,14.83
1696922442.22,2.00,34.20,352.84,14.83
1696922443.73,3.90,34.20,352.84,14.83
1696922445.23,8.10,34.20,352.84,14.83
1696922446.73,4.00,34.20,352.84,14.83
1696922448.23,2.00,34.20,352.84,14.83
1696922449.74,4.00,34.20,352.84,14.83
1696922451.24,5.90,34.20,352.84,14.83
1696922452.74,4.00,34.20,352.84,14.83
1696922454.24,0.00,34.20,352.84,14.83
1696922455.75,4.00,34.20,352.84,14.83
1696922457.25,0.00,34.20,352.84,14.83
1696922458.75,6.00,34.20,352.84,14.83
1696922460.25,7.80,34.20,352.84,14.83
1696922461.75,2.00,34.20,352.84,14.83
1696922463.26,0.00,33.90,352.84,14.83
1696922464.76,10.00,33.90,352.84,14.83
1696922466.26,4.00,34.00,352.84,14.83
1696922467.76,4.00,34.00,352.84,14.83
1696922469.27,2.00,34.10,352.84,14.83
1696922470.77,6.00,34.20,352.84,14.83
1696922472.27,0.00,34.20,352.84,14.83
1696922473.78,2.00,34.20,352.84,14.83
1696922475.28,0.00,34.20,352.84,14.83
1696922476.78,4.00,33.90,352.84,14.83
1696922478.28,0.00,34.00,352.84,14.83
1696922479.78,12.20,34.10,352.84,14.83
1696922481.29,2.00,34.10,352.84,14.83
1696922482.79,20.80,34.10,352.84,14.83
1696922484.29,4.00,34.10,352.84,14.83
1696922485.79,9.90,34.10,352.84,14.83
1696922487.30,2.00,34.10,352.84,14.83
1696922488.80,9.70,34.10,352.84,14.83
1696922490.30,0.00,34.10,352.84,14.83
1696922491.80,6.00,34.10,352.84,14.83
1696922493.31,0.00,34.10,352.84,14.83
1696922494.81,12.10,34.10,352.84,14.83
1696922496.31,2.00,34.10,352.84,14.83
1696922497.81,6.00,34.10,352.84,14.83
1696922499.32,0.00,34.20,352.84,14.83
1696922500.82,8.00,34.20,352.84,14.83
1696922502.32,2.00,34.30,352.84,14.83
1696922503.82,4.00,34.20,352.84,14.83
1696922505.33,0.00,34.30,352.84,14.83
1696922506.83,4.00,34.00,352.84,14.83
1696922508.33,4.00,34.00,352.84,14.83
1696922509.83,12.20,34.00,352.84,14.83
1696922511.34,0.00,34.00,352.84,14.83
1696922512.84,7.90,34.00,352.84,14.83
1696922514.34,0.00,34.00,352.84,14.83
1696922515.84,10.00,34.00,352.84,14.83
1696922517.35,0.00,34.00,352.84,14.83
1696922518.85,4.00,34.00,352.84,14.83
1696922520.35,0.00,34.10,352.84,14.83
1696922521.85,4.00,34.10,352.84,14.83
1696922523.36,0.00,33.80,352.84,14.83
1696922524.86,13.90,33.90,352.84,14.83
1696922526.36,0.00,33.90,352.84,14.83
1696922527.86,4.00,34.00,352.84,14.83
1696922529.37,0.00,34.10,352.84,14.83
1696922530.87,11.90,34.10,352.84,14.83
1696922532.37,2.00,34.10,352.84,14.83
1696922533.87,2.00,34.10,352.84,14.83
1696922535.38,2.00,34.10,352.84,14.83
1696922536.88,4.00,34.10,352.84,14.83
1696922538.38,0.00,34.10,352.84,14.83
1696922539.88,13.90,34.10,352.84,14.83
1696922541.39,2.00,34.10,352.84,14.83
1696922542.89,7.80,34.10,352.84,14.83
1696922544.39,0.00,34.10,352.84,14.83
1696922545.90,10.00,34.20,352.84,14.83
1696922547.40,0.00,34.10,352.84,14.83
1696922548.90,5.90,33.90,352.84,14.83
1696922550.40,2.00,33.90,352.84,14.83
1696922551.91,22.90,34.00,352.84,14.83
1696922553.41,0.00,34.10,352.84,14.83
1696922554.91,10.10,34.10,352.84,14.83
1696922556.41,0.00,34.10,352.84,14.83
1696922557.91,5.90,34.10,352.84,14.83
1696922559.42,0.00,34.10,352.84,14.83
1696922560.92,8.20,34.10,352.84,14.83
1696922562.42,0.00,34.10,352.84,14.83
1696922563.93,4.00,34.10,352.84,14.83
1696922565.43,2.00,33.80,352.84,14.83
1696922566.93,4.00,33.90,352.84,14.83
1696922568.43,2.00,33.90,352.84,14.83
1696922569.94,12.00,33.90,352.84,14.83
1696922571.44,2.00,33.90,352.84,14.83
1696922572.94,2.00,34.00,352.84,14.83
1696922574.44,2.00,34.00,352.84,14.83
1696922575.95,8.10,34.00,352.84,14.83
1696922577.45,2.00,34.00,352.84,14.83
1696922578.95,6.00,34.00,352.84,14.83
1696922580.45,0.00,34.00,352.84,14.83
1696922581.96,6.00,34.00,352.84,14.83
1696922583.46,0.00,34.00,352.84,14.83
1696922584.97,12.00,34.00,352.84,14.83
1696922586.47,2.00,34.10,352.84,14.83
1696922587.97,5.90,34.10,352.84,14.83
1696922589.47,0.00,34.10,352.84,14.83
1696922590.98,4.10,34.10,352.84,14.83
1696922592.48,2.00,34.10,352.84,14.83
1696922593.98,2.00,34.10,352.84,14.83
1696922595.48,4.00,34.10,352.84,14.83
1696922596.99,4.00,34.10,352.84,14.83
1696922598.49,7.90,34.20,352.84,14.83
1696922599.99,12.10,34.20,352.84,14.83
1696922601.49,4.00,34.20,352.84,14.83
1696922603.00,3.90,34.20,352.84,14.83
1696922604.50,2.00,34.20,352.84,14.83
1696922606.00,8.00,34.20,352.84,14.83
1696922607.50,4.00,34.20,352.84,14.83
1696922609.00,3.90,34.20,352.84,14.83
1696922610.51,4.00,34.20,352.84,14.83
1696922612.01,2.00,34.20,352.84,14.83
1696922613.51,2.00,33.90,352.84,14.83
1696922615.02,11.80,34.00,352.85,14.83
1696922616.52,2.00,34.10,352.85,14.83
1696922618.02,2.00,34.10,352.85,14.83
1696922619.52,4.10,34.20,352.85,14.83
1696922621.03,28.00,34.30,352.85,14.83
1696922622.53,4.00,34.30,352.85,14.83
1696922624.04,2.00,34.00,352.85,14.83
1696922625.54,5.90,34.00,352.85,14.83
1696922627.04,2.00,34.10,352.85,14.84
1696922628.54,4.00,34.10,352.85,14.84
1696922630.05,11.80,34.10,352.85,14.84
1696922631.55,2.00,34.10,352.85,14.84
1696922633.05,0.00,34.10,352.85,14.84
1696922634.55,3.90,34.10,352.85,14.84
1696922636.06,5.90,34.10,352.85,14.84
1696922637.56,5.90,34.10,352.85,14.84
1696922639.06,2.00,34.20,352.85,14.84
1696922640.56,4.00,34.20,352.85,14.84
1696922642.06,2.00,34.20,352.85,14.84
1696922643.57,8.00,34.30,352.85,14.84
1696922645.07,10.00,34.00,352.85,14.84
1696922646.57,0.00,34.10,352.85,14.84
1696922648.08,2.00,34.10,352.85,14.84
1696922649.58,4.00,34.10,352.85,14.84
1696922651.08,5.90,34.10,352.85,14.84
1696922652.59,4.00,34.10,352.85,14.84
1696922654.09,0.00,34.10,352.85,14.84
1696922655.59,5.90,33.80,352.85,14.84
1696922657.09,2.00,33.80,352.85,14.84
1696922658.59,3.90,33.90,352.85,14.84
1696922660.10,8.10,33.90,352.85,14.84
1696922661.60,2.00,34.10,352.85,14.84
1696922663.10,0.00,34.10,352.85,14.84
1696922664.61,4.00,34.10,352.85,14.84
1696922666.11,2.00,33.80,352.85,14.84
1696922667.61,2.00,33.90,352.85,14.84
1696922669.11,2.00,33.90,352.85,14.84
1696922670.62,2.00,33.90,352.85,14.84
1696922672.12,0.00,33.90,352.85,14.84
1696922673.62,5.90,34.00,352.85,14.84
1696922675.12,10.00,34.00,352.85,14.84
1696922676.63,2.00,34.10,352.85,14.84
1696922678.13,2.00,34.10,352.85,14.84
1696922679.63,2.00,34.10,352.85,14.84
1696922681.13,6.00,34.10,352.85,14.84
1696922682.64,2.00,34.10,352.85,14.84
1696922684.14,2.00,34.10,352.85,14.84
1696922685.64,2.00,34.20,352.85,14.84
1696922687.14,3.90,34.20,352.85,14.84
1696922688.65,6.00,34.30,352.85,14.84
1696922690.15,18.20,34.30,352.85,14.84
1696922691.65,2.00,34.20,352.85,14.84
1696922693.16,2.00,34.20,352.85,14.84
1696922694.66,3.90,34.20,352.85,14.84
1696922696.16,6.00,33.90,352.85,14.84
1696922697.66,2.00,33.90,352.85,14.84
1696922699.17,2.00,33.90,352.85,14.84
1696922700.67,6.00,34.00,352.85,14.84
1696922702.17,2.00,34.00,352.85,14.84
1696922703.67,4.00,34.00,352.85,14.84
1696922705.18,6.10,34.00,352.85,14.84
1696922706.68,6.00,34.10,352.85,14.84
1696922708.18,2.00,34.20,352.85,14.84
1696922709.68,5.90,34.20,352.85,14.84
1696922711.19,4.10,34.20,352.85,14.84
1696922712.69,14.30,34.20,352.85,14.84
1696922714.20,0.00,34.20,352.85,14.84
1696922715.70,5.90,34.20,352.85,14.84
1696922717.20,0.00,34.20,352.85,14.84
1696922718.71,3.90,34.20,352.85,14.84
1696922720.21,9.90,33.90,352.85,14.84
1696922721.71,5.90,34.00,352.85,14.84
1696922723.21,0.00,34.10,352.85,14.84
1696922724.72,2.00,34.10,352.85,14.84
1696922726.22,6.00,33.80,352.85,14.84
1696922727.72,4.00,33.80,352.85,14.84
1696922729.23,3.90,33.90,352.85,14.84
1696922730.73,6.00,33.90,352.85,14.84
1696922732.23,0.00,33.90,352.85,14.84
1696922733.73,5.90,34.10,352.85,14.84
1696922735.24,10.00,34.10,352.85,14.84
1696922736.74,5.90,33.80,352.85,14.84
1696922738.24,0.00,33.80,352.85,14.84
1696922739.75,4.00,33.90,352.85,14.84
1696922741.25,4.00,33.90,352.85,14.84
1696922742.75,2.00,33.90,352.85,14.84
1696922744.25,0.00,33.90,352.85,14.84
1696922745.76,2.00,34.00,352.85,14.84
1696922747.26,0.00,34.00,352.85,14.84
1696922748.76,2.00,34.00,352.85,14.84
1696922750.26,8.10,34.10,352.85,14.84
1696922751.77,4.00,34.10,352.85,14.84
1696922753.27,0.00,34.10,352.85,14.84
1696922754.77,6.00,34.10,352.85,14.84
1696922756.27,8.00,34.10,352.85,14.84
